"","Satisfaccion_con_pisos","Satisfaccion_con_muros_y_techos","Satisfaccion_con_pintura_y_recubrimientos","Satisfaccion_con_iluminacion_natural","Satisfaccion_con_ventilacion_natural","Satisfaccion_con_proteccion_contra_exterior","Satisfaccion_con_tamano_de_dormitorios","Satisfaccion_con_tamano_de_banos","Satisfaccion_con_tamano_de_cocina","Satisfaccion_con_tamano_de_sala_comedor","Satisfaccion_con_tamano_de_patio","D1","IndiceSatisfaccion"
"19377",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19378",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"19379",3,3,3,5,5,4,5,5,5,5,2,0.0945720123975976,64.5577707881597
"19380",5,5,4,5,5,5,4,4,4,4,3,0.088443742414866,64.392875897213
"19381",4,3,4,5,5,5,4,5,4,3,5,-0.0496796573736998,60.6763550830999
"19382",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"19383",3,5,2,5,5,5,5,4,2,5,4,0.013707694726747,62.3819343969123
"19384",2,3,2,3,5,4,3,3,3,2,5,-1.31038118555329,26.7543442070582
"19385",5,4,2,5,5,5,4,4,5,4,5,0.180130624855385,66.8599177416285
"19386",4,4,2,5,5,4,5,5,3,3,5,-0.180962168360505,57.1439037724721
"19387",4,4,4,5,5,5,5,3,2,2,5,-0.17942015827979,57.1853950228274
"19388",4,2,2,5,5,5,5,5,2,2,5,-0.173403341768799,57.3472910073747
"19389",4,4,2,5,5,5,4,4,2,2,3,-0.679955683237912,43.7173606451805
"19390",4,4,4,3,4,4,4,4,4,4,4,-0.992721605331705,35.3016898668315
"19391",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"19392",4,3,4,4,4,4,4,4,3,2,4,-1.17913172118466,30.2859063240774
"19393",2,4,2,4,3,4,3,2,2,2,2,-1.7507226818207,14.9059655927127
"19394",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"19395",4,2,2,4,5,4,4,4,3,4,4,-1.10997576595661,32.1467028829396
"19396",4,4,4,3,3,4,4,5,3,3,5,-0.81809229102517,40.0004844401479
"19397",5,4,4,4,4,4,4,4,3,4,4,-0.803996029125087,40.3797760796025
"19398",3,4,3,5,5,5,4,4,2,2,5,-0.484915156830868,48.9653648001387
"19399",3,4,3,5,5,5,5,5,2,2,4,-0.22205685572075,56.0381587563661
"19400",3,3,3,3,3,3,3,3,3,3,4,-1.74421328326141,15.0811156054549
"19401",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19402",5,5,5,5,5,5,4,4,4,2,5,0.432178826385737,73.6418416486656
"19403",4,4,3,5,5,5,4,4,4,4,4,-0.379519432242897,51.8012738839676
"19404",5,5,4,4,4,4,4,4,4,2,4,-0.57882268038701,46.4385716106251
"19405",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19406",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19407",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"19408",4,4,3,5,5,5,5,5,5,5,5,0.712111619491595,81.1740632253376
"19409",2,4,4,3,3,4,4,3,3,2,4,-1.45645751534123,22.8238319192258
"19410",5,4,4,5,5,5,4,5,5,5,5,0.783491092574513,83.0946885344392
"19411",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"19412",4,3,3,5,5,4,5,5,3,5,5,0.089172183004906,64.4124762300955
"19413",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19414",5,4,3,5,3,3,5,5,5,2,5,0.0307884470515111,62.8415304655935
"19415",5,5,4,4,5,5,5,5,5,5,5,1.01116205083571,89.2206878686726
"19416",2,5,2,2,5,5,5,5,5,5,5,0.393996112646212,72.614449834031
"19417",3,4,4,5,5,5,5,5,4,5,5,0.490495990652951,75.2109961521815
"19418",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19419",4,5,3,5,5,5,5,5,5,5,5,0.923580851899062,86.8641186756808
"19420",5,5,4,4,4,4,5,3,3,3,5,-0.343931268695948,52.7588534885875
"19421",4,4,3,5,5,5,4,4,4,4,4,-0.379519432242897,51.8012738839676
"19422",3,5,5,5,3,5,3,3,3,3,3,-0.623557881234023,45.2348703889208
"19423",4,4,4,5,5,5,4,5,4,4,5,0.118028911406098,65.1889314280881
"19424",4,3,3,3,3,3,4,3,3,3,2,-1.6102428372889,18.6858918540487
"19425",4,5,4,4,5,5,5,5,4,2,3,0.0506039569890864,63.3747113403619
"19426",4,4,5,5,5,5,5,5,4,4,3,0.313075655205481,70.4371028759747
"19427",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"19428",4,4,4,4,4,4,4,5,5,5,5,-0.0542675701102703,60.5529069692763
"19429",5,5,5,5,4,5,5,5,5,5,5,1.20467194569813,94.427506938388
"19430",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19431",4,3,3,4,4,4,3,4,4,4,5,-1.00575182501907,34.9510824914362
"19432",3,3,2,3,5,5,3,3,3,2,3,-1.25637102428989,28.2076091050863
"19433",5,4,4,4,4,5,3,4,3,2,3,-0.782692557521472,40.9529939105342
"19434",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19435",4,3,4,5,5,4,4,4,4,3,5,-0.49431888795436,48.7123362582386
"19436",5,4,3,5,5,4,4,4,3,2,5,-0.365012172359863,52.1916243487952
"19437",4,5,2,5,5,4,4,4,4,3,4,-0.516053838614676,48.1275085125675
"19438",5,3,2,5,5,5,4,4,4,2,5,-0.211182051573903,56.3307698275027
"19439",5,4,4,5,5,5,5,2,4,2,5,0.111792620092575,65.0211299802157
"19440",5,5,5,5,5,3,5,5,5,5,5,1.11497374976407,92.0139751784717
"19441",3,3,2,5,5,3,4,2,2,2,4,-1.25333628767561,28.2892655210852
"19442",4,4,4,4,4,5,3,3,5,2,5,-0.542668448259643,47.4113825639127
"19443",3,4,2,4,4,3,3,3,4,2,5,-1.28875817499355,27.3361599524865
"19444",5,5,5,5,5,5,5,4,5,4,5,0.950624469512947,87.591788048899
"19445",5,5,2,5,5,3,5,5,2,2,5,0.112134500910026,65.0303290527548
"19446",4,4,4,5,5,4,4,4,4,4,5,-0.326610319174562,53.2249126032268
"19447",4,4,4,5,3,4,5,5,5,3,5,-0.0123001526859054,61.6821347511799
"19448",4,4,4,5,4,5,4,4,5,4,2,-0.313948566530717,53.5656055438585
"19449",3,3,3,5,5,4,5,4,4,5,2,-0.355748682105764,52.4408793945977
"19450",2,4,2,5,2,5,4,4,4,3,3,-1.0245272767495,34.4458867225995
"19451",5,5,5,5,5,5,5,4,4,3,5,0.653689387009852,79.6020816251328
"19452",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19453",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19454",3,2,2,5,5,5,5,4,4,4,4,-0.461673067267518,49.5907455086783
"19455",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19456",5,4,3,5,5,5,4,4,4,2,5,-0.0600544374488584,60.3971982845401
"19457",3,3,3,4,5,4,4,4,4,4,4,-0.980602936282677,35.6277699215435
"19458",4,3,3,4,4,4,4,4,3,3,4,-1.26459463161192,27.9863344490454
"19459",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"19460",4,3,4,4,4,5,5,5,4,5,5,0.0671839326649499,63.8208328866833
"19461",5,4,3,5,5,4,5,4,2,2,2,-0.412190622861961,50.9221819984255
"19462",4,4,4,5,5,5,5,5,2,2,2,-0.0895156051338188,59.6044792877818
"19463",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19464",4,3,4,5,4,4,4,3,3,3,4,-1.05877579053098,33.5243534087935
"19465",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19466",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19467",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"19468",4,3,2,4,3,2,3,4,3,2,4,-1.62000661930439,18.4231753328758
"19469",3,3,3,5,3,3,3,3,3,4,2,-1.4336360209831,23.437895567536
"19470",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19471",5,4,4,4,4,4,4,4,4,4,4,-0.716960937940873,42.7216510149105
"19472",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19473",3,3,4,5,5,5,5,5,5,5,5,0.619722504376249,78.6881262309595
"19474",3,3,3,5,5,5,5,5,5,5,3,0.312494656124388,70.4214697885966
"19475",4,4,2,5,5,5,5,5,5,5,5,0.655361599292744,79.6470762586598
"19476",4,3,2,4,5,5,4,3,3,2,5,-0.795906004924984,40.5974563812197
"19477",3,4,3,3,3,4,4,5,4,3,4,-1.08536338825249,32.8089542767092
"19478",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19479",4,5,3,5,5,5,4,5,5,5,2,0.480305353450343,74.9367941318826
"19480",5,5,5,5,4,5,5,5,3,3,5,0.586270821771675,77.7880334526372
"19481",3,3,3,5,5,3,5,5,3,5,2,-0.29494279955121,54.0769984626227
"19482",4,4,3,5,3,5,5,5,5,2,2,-0.101605357210976,59.2791773092539
"19483",3,5,5,5,5,5,4,5,5,5,3,0.677594953261062,80.2453146666144
"19484",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"19485",3,3,4,5,5,5,5,5,3,3,2,-0.220443557374814,56.0815681778778
"19486",5,5,5,5,5,5,4,4,4,4,4,0.320140954871473,70.62721065863
"19487",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"19488",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19489",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"19490",5,4,4,3,3,5,5,5,5,5,5,0.447169160531969,74.0451903133398
"19491",4,4,3,4,3,3,3,3,3,3,2,-1.53442380506449,20.7259734897403
"19492",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19493",4,4,4,4,5,5,5,5,4,4,3,-0.0875343005647766,59.6577907446473
"19494",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19495",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19496",3,3,3,5,5,5,5,5,5,5,5,0.534259593948991,76.3885543559275
"19497",5,4,3,5,5,4,4,4,4,4,4,-0.390014952689912,51.5188682940676
"19498",3,3,2,3,2,3,2,2,2,2,2,-2.06411424208621,6.47346061182586
"19499",3,4,4,4,4,4,4,4,3,4,4,-1.09489758402127,32.5524152900151
"19500",5,4,5,5,4,5,4,4,5,5,4,0.359606719444815,71.689125842489
"19501",5,4,4,5,4,5,5,5,5,5,5,0.797901592290796,83.4824354492945
"19502",3,4,4,4,4,4,3,3,3,3,2,-1.37646966026115,24.9760851126488
"19503",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19504",4,4,4,4,5,5,5,5,5,5,5,0.592265695148467,77.9493390077924
"19505",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19506",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19507",4,4,5,5,5,5,4,5,5,2,5,0.463603165201857,74.4873841813474
"19508",5,5,4,5,3,4,5,5,4,5,5,0.490754020444597,75.2179390242276
"19509",5,5,3,5,5,5,5,5,3,4,5,0.585937826105982,77.7790734550955
"19510",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"19511",4,4,4,4,4,5,5,4,4,4,2,-0.521350948326479,47.984977858611
"19512",4,4,4,4,4,4,4,4,2,2,2,-1.16807429201681,30.5834313322643
"19513",3,3,2,3,5,3,5,2,2,2,2,-1.34186419738968,25.9072229447666
"19514",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19515",5,5,5,5,5,5,5,5,2,5,5,1.05420873447065,90.3789557360484
"19516",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"19517",5,4,3,5,5,5,4,4,3,5,5,0.160672396459679,66.3363503305373
"19518",5,3,5,5,5,5,5,5,5,5,2,0.884160242447702,85.8034184919663
"19519",3,3,3,5,4,5,5,4,3,5,4,-0.395565099014284,51.3695291207814
"19520",3,3,3,4,4,4,4,4,4,4,4,-1.18770299719051,30.0552768599315
"19521",5,5,3,3,5,5,5,4,5,5,4,0.445280163075656,73.99436258701
"19522",4,5,3,5,5,5,5,5,5,5,3,0.701815914074459,80.8970341083499
"19523",5,5,5,5,5,5,4,5,5,2,5,0.882499520889099,85.7587330422275
"19524",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19525",3,3,3,5,5,5,5,5,5,5,5,0.534259593948991,76.3885543559275
"19526",4,4,4,3,4,5,5,5,4,5,3,-0.128536955344517,58.5545220721699
"19527",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19528",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19529",5,5,2,5,5,5,5,5,5,5,5,1.07425795497999,90.9184251195399
"19530",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19531",4,5,2,5,5,4,4,4,2,5,5,-0.15688223163988,57.7918286437229
"19532",2,4,4,5,3,4,2,4,4,2,2,-1.21075884566824,29.4349073867961
"19533",4,5,5,5,4,4,4,4,5,5,4,0.145726184845717,65.9341888818584
"19534",4,4,4,5,5,4,5,3,3,4,5,-0.277087753851367,54.5574286365251
"19535",5,5,3,5,5,5,5,4,5,5,2,0.682526450500363,80.3780076944624
"19536",5,4,3,5,5,5,5,5,5,2,4,0.426407971310751,73.4865638099051
"19537",3,3,4,5,5,4,5,3,4,2,5,-0.441235663063359,50.1406598477944
"19538",4,5,4,5,5,5,4,4,4,2,5,0.0294505821060909,62.8055321993783
"19539",4,5,5,5,5,4,5,4,4,5,4,0.350732698728173,71.4503503508
"19540",5,5,5,3,5,5,3,5,5,5,5,0.829726961287572,84.3387686012036
"19541",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"19542",4,5,3,5,5,4,3,5,3,5,5,0.0866163429016151,64.3437056021211
"19543",3,5,5,5,5,5,5,3,5,5,3,0.587436022914603,77.8193858107963
"19544",5,5,4,5,4,5,5,5,5,5,5,1.00937082469826,89.1724908996377
"19545",3,3,3,2,2,3,3,4,2,2,2,-1.85345975433255,12.1415935242882
"19546",2,2,2,5,5,5,2,2,2,2,3,-1.28338434061158,27.4807550563049
"19547",4,4,3,5,3,4,5,5,5,4,3,-0.246197026084162,55.3886131634456
"19548",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19549",5,3,3,3,3,5,5,3,3,3,4,-0.848110805086383,39.1927687852479
"19550",3,4,3,5,4,4,4,4,4,4,5,-0.702647722126062,43.1067802875324
"19551",5,5,4,5,5,5,5,5,5,4,4,0.796671088999079,83.4493259899089
"19552",5,5,2,4,5,5,4,5,4,2,5,0.11607252684324,65.1362905000527
"19553",3,5,3,5,5,5,4,3,5,3,4,-0.186204402772659,57.0028496619083
"19554",3,3,2,3,3,2,3,3,2,2,3,-1.94008766390691,9.8106747262495
"19555",4,3,2,5,4,4,4,4,4,4,4,-0.955669751002563,36.2986533648813
"19556",4,5,3,5,5,4,3,3,3,2,4,-0.718183919529579,42.6887439438663
"19557",4,4,3,3,4,4,4,3,3,2,3,-1.35989957737022,25.4219404713353
"19558",2,2,2,4,4,3,3,5,3,2,4,-1.47078482076974,22.4383235338494
"19559",3,4,3,4,4,5,4,4,4,2,3,-0.985129825847865,35.5059637734327
"19560",4,5,5,5,5,5,3,4,5,2,5,0.361463704942618,71.7390922150563
"19561",4,5,3,5,5,5,5,4,3,4,4,-0.0335747303955301,61.1096943754701
"19562",3,4,3,5,5,4,3,2,3,2,4,-1.06330109294669,33.40258996651
"19563",3,4,4,4,5,5,5,5,4,2,5,-0.0225747692101875,61.4056730782991
"19564",4,4,4,5,4,5,5,5,5,3,4,0.0973436975504011,64.6323492127882
"19565",3,5,3,5,5,5,5,5,2,2,5,0.174781223054583,66.7159800513735
"19566",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19567",5,4,3,3,4,4,5,5,3,4,2,-0.545961427642154,47.3227775452534
"19568",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"19569",5,5,3,4,5,3,4,4,3,3,5,-0.437727387837885,50.2350578854699
"19570",3,4,3,4,4,4,4,3,3,4,2,-1.30170949002197,26.9876756844554
"19571",4,4,4,5,5,5,5,5,2,4,4,0.0202114611765214,62.5569328650772
"19572",4,4,3,4,4,3,5,4,3,4,4,-0.954251115323106,36.3368249494095
"19573",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"19574",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19575",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19576",5,4,4,5,5,4,3,3,5,4,3,-0.289189035999439,54.2318164154995
"19577",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19578",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19579",3,4,4,4,4,5,4,4,4,5,4,-0.55550889887112,47.0658813524366
"19580",4,4,5,4,4,5,4,5,4,4,5,-0.0990788632722493,59.3471583126493
"19581",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19582",3,4,5,5,5,5,5,5,5,5,5,0.909401219302314,86.4825837600694
"19583",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"19584",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19585",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"19586",5,5,5,5,5,4,5,5,5,3,5,0.886087437786423,85.8552740182579
"19587",4,3,4,5,5,4,5,4,4,2,3,-0.494573265154847,48.705491667375
"19588",4,4,4,5,5,5,4,3,5,5,5,0.264394478324163,69.1272262916169
"19589",2,2,2,3,4,2,2,3,2,2,5,-1.84479078571321,12.374851627984
"19590",5,4,5,5,5,5,5,5,5,2,5,0.892540849105748,86.0289175683516
"19591",4,2,2,5,4,4,5,5,4,2,4,-0.649835728285463,44.5278057954757
"19592",5,4,4,4,5,5,4,5,4,4,5,0.120147199915486,65.2459287460479
"19593",5,5,4,5,5,5,5,5,5,4,5,0.982039935366946,88.4370918345731
"19594",2,2,4,4,5,4,4,5,5,5,5,-0.151934140013536,57.9249681808874
"19595",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19596",4,3,4,4,4,5,4,4,4,4,4,-0.800843011420051,40.4646151144509
"19597",3,3,4,5,5,4,3,2,3,2,5,-0.886846930077758,38.1504861958466
"19598",3,4,4,5,5,4,3,3,3,3,5,-0.742295826758332,42.0399588341688
"19599",3,4,2,5,5,5,3,3,2,2,5,-0.71351018695926,42.8145012333899
"19600",4,5,2,5,5,5,5,5,5,5,5,0.86683083170021,85.337131709003
"19601",5,5,4,5,5,5,5,5,5,2,5,0.908708960513342,86.4639569799445
"19602",4,4,3,4,4,4,5,5,5,5,5,0.0817800800865871,64.2135750707116
"19603",4,3,3,5,5,4,5,2,2,2,5,-0.627356815753265,45.1326515090363
"19604",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"19605",3,4,5,5,5,5,5,5,5,5,4,0.724032372934447,81.4948179154052
"19606",5,5,2,5,5,4,5,5,5,2,5,0.548573386160443,76.7736991377978
"19607",5,5,4,5,5,5,4,3,5,4,3,0.227094945947652,68.1235984584895
"19608",3,4,2,5,5,5,4,5,3,3,5,-0.268024516874241,54.8012954173912
"19609",3,4,3,4,5,4,5,5,4,4,5,-0.252629348510632,55.2155370574589
"19610",5,4,5,5,3,4,5,5,5,5,5,0.698190016686494,80.7994711817724
"19611",5,3,4,5,5,5,5,5,5,4,5,0.676193109033286,80.2075948938703
"19612",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19613",4,4,4,4,4,4,5,4,4,4,4,-0.702877500596532,43.1005975808408
"19614",5,3,3,4,4,5,5,5,5,5,5,0.412752253166959,73.1191259913258
"19615",2,3,3,4,4,2,4,4,2,2,3,-1.62392149215129,18.3178368714538
"19616",2,4,4,5,5,4,4,4,2,2,4,-0.86059619185948,38.8568213651475
"19617",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19618",3,5,3,4,5,5,5,5,5,2,5,0.327035660419513,70.812728222748
"19619",4,4,5,5,5,5,5,5,5,5,5,0.992875650918725,88.7286511391199
"19620",3,4,2,5,5,4,5,2,2,2,5,-0.673203673642333,43.8990386536676
"19621",2,5,2,5,4,5,5,5,5,2,5,0.210641958722003,67.6808938221132
"19622",3,3,5,3,5,5,5,5,3,3,5,-0.0770198774317821,59.9407049538399
"19623",4,4,4,5,5,4,5,5,5,5,5,0.579651886192063,77.6099360999327
"19624",3,5,5,4,5,5,5,5,5,5,5,0.915561616939394,86.6483431178355
"19625",4,4,4,5,5,4,5,5,4,4,5,0.121616828303423,65.2854724041184
"19626",3,3,3,5,5,5,3,3,3,3,5,-0.704213687384993,43.0646444692141
"19627",5,3,3,5,5,4,4,4,4,4,5,-0.299023700248238,53.9671926483722
"19628",5,4,2,5,5,4,5,5,2,2,5,-0.0204591183823391,61.462599423503
"19629",5,5,4,5,5,5,5,5,5,2,5,0.908708960513342,86.4639569799445
"19630",5,2,2,5,5,4,3,3,5,2,5,-0.446407747488023,50.0014932804637
"19631",3,4,3,5,3,3,3,3,3,2,3,-1.41258940191051,24.004202203267
"19632",3,3,3,4,4,4,5,5,5,5,5,-0.0960719454560167,59.4280662013015
"19633",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"19634",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19635",4,4,3,5,5,5,5,5,3,2,5,0.093710495565137,64.5345897395868
"19636",4,4,4,5,5,4,4,5,4,2,4,-0.358593553542163,52.3643317283584
"19637",4,5,4,5,5,5,5,5,5,5,5,1.00904376232632,89.1636905507128
"19638",4,3,2,5,5,4,4,5,4,2,5,-0.409815231726598,50.9860972409532
"19639",3,5,4,3,5,4,5,5,4,5,3,-0.0113647373724191,61.7073042046377
"19640",4,4,2,5,5,5,5,4,2,4,5,-0.16334920993559,57.6178200436072
"19641",3,2,2,5,5,4,4,4,4,2,5,-0.78906840010416,40.7814375218097
"19642",3,3,2,4,4,4,5,4,4,4,4,-1.02294245676525,34.4885298697209
"19643",5,3,4,3,5,5,5,5,5,5,5,0.636981680390991,79.1525231904277
"19644",3,3,3,4,4,3,3,4,4,3,5,-1.24143284460418,28.6095544366657
"19645",3,4,2,5,4,5,5,5,5,5,5,0.364787106768501,71.8285158179973
"19646",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19647",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19648",3,3,3,2,3,3,4,2,2,3,3,-1.84868030479509,12.2701953666494
"19649",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"19650",3,3,3,5,5,4,4,4,4,4,4,-0.775294101512291,41.1520660141206
"19651",4,4,2,5,5,5,5,5,5,5,5,0.655361599292744,79.6470762586598
"19652",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"19653",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"19654",4,3,3,4,4,3,4,4,4,4,4,-1.1831041786892,30.1790184178906
"19655",4,4,4,4,4,4,3,2,2,3,3,-1.39009281133959,24.6095235842307
"19656",4,3,3,5,5,4,4,4,4,3,4,-0.765150644749484,41.4249985385425
"19657",5,5,5,5,5,5,3,5,5,2,2,0.573842477251659,77.4536208826866
"19658",5,4,3,3,3,4,4,4,4,3,3,-1.05757451166691,33.5566765192056
"19659",3,4,4,5,5,5,5,5,5,5,5,0.714100098302442,81.2275677213191
"19660",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"19661",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19662",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19663",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"19664",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"19665",4,3,4,5,5,5,5,5,5,5,5,0.70319693599266,80.93419361001
"19666",2,3,3,5,5,5,5,5,3,3,5,-0.14199398533868,58.1924304052546
"19667",4,4,3,5,5,5,5,5,5,5,5,0.712111619491595,81.1740632253376
"19668",4,4,4,5,5,4,5,5,4,2,5,0.0482858534498196,63.3123375494898
"19669",4,4,4,4,4,4,4,4,4,4,2,-0.960784152677384,36.1610388817068
"19670",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19671",5,5,5,5,5,5,5,5,5,3,5,1.10401008151321,91.7189730186948
"19672",4,5,2,5,4,5,5,5,2,2,5,-0.00559442643568967,61.8625674021342
"19673",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19674",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"19675",4,4,4,5,5,5,5,5,3,3,4,-0.00619544037547313,61.8463957699546
"19676",4,4,4,4,5,5,4,4,3,3,5,-0.474362576255977,49.2493057211501
"19677",2,3,3,5,5,3,4,4,4,4,5,-0.726653323620737,42.4608555727713
"19678",2,5,2,5,3,4,3,2,2,2,5,-1.11217967681825,32.087401702964
"19679",4,4,5,5,5,4,4,3,4,4,4,-0.401630948659263,51.2063137894519
"19680",5,3,3,3,3,4,4,4,3,2,2,-1.23898719677732,28.6753600935381
"19681",3,3,3,3,4,5,5,5,5,5,5,0.053517154159716,63.4530974641964
"19682",2,2,2,3,3,2,3,4,2,2,4,-1.94565327360196,9.66091947618646
"19683",4,4,3,4,5,5,4,3,3,3,3,-0.866543328624543,38.6968002709262
"19684",5,4,4,5,5,5,5,3,3,3,5,0.0749310383015939,64.0292861928703
"19685",4,4,2,5,4,5,4,4,4,3,4,-0.716700488203185,42.7286590010492
"19686",3,5,2,5,5,4,4,4,3,3,4,-0.686563361415301,43.539566198209
"19687",3,4,3,5,5,4,3,3,3,2,4,-1.01312758355346,34.7526211144726
"19688",4,5,4,5,5,5,5,5,5,2,5,0.701281837233568,80.8826635694076
"19689",5,5,5,5,5,4,5,5,5,3,5,0.886087437786423,85.8552740182579
"19690",5,4,5,4,4,5,5,5,5,5,5,0.787893878520281,83.2131553954677
"19691",3,3,4,5,5,4,3,2,3,3,3,-1.10861186790236,32.1834016285157
"19692",4,5,3,5,5,5,5,5,5,4,5,0.689149901659913,80.5562265490042
"19693",5,3,3,5,5,4,4,5,5,4,5,0.151296994255123,66.0840840419342
"19694",4,4,4,5,4,5,3,4,4,4,3,-0.624444779993043,45.2110063825109
"19695",5,4,3,3,5,4,5,4,2,4,5,-0.390737089065198,51.4994375902659
"19696",4,4,3,5,5,5,4,4,4,4,5,-0.19415058587503,56.7890397286318
"19697",5,5,5,5,5,5,4,4,4,5,5,0.739940751478489,81.9228686299708
"19698",5,5,5,5,5,5,5,4,4,4,4,0.541651515495589,76.5874506350972
"19699",5,4,3,5,5,4,5,4,5,4,5,0.240468561951562,68.4834456843366
"19700",3,4,3,5,5,3,3,3,3,2,3,-1.12839928812529,31.6509765707145
"19701",5,5,5,5,5,5,5,4,5,5,5,1.1850554197521,93.8996801755756
"19702",4,5,5,4,5,4,4,5,5,5,5,0.5596028442049,77.0704715199818
"19703",4,4,2,4,4,4,4,4,4,4,5,-0.881232145478889,38.301564607328
"19704",4,2,2,4,4,2,3,3,3,3,3,-1.73332771190773,15.3740163925149
"19705",3,5,3,5,5,5,5,5,2,5,5,0.482543148147335,74.9970070326787
"19706",2,2,2,5,5,2,3,3,3,3,5,-1.24048076538253,28.6351722700623
