"","Satisfaccion_con_pisos","Satisfaccion_con_muros_y_techos","Satisfaccion_con_pintura_y_recubrimientos","Satisfaccion_con_iluminacion_natural","Satisfaccion_con_ventilacion_natural","Satisfaccion_con_proteccion_contra_exterior","Satisfaccion_con_tamano_de_dormitorios","Satisfaccion_con_tamano_de_banos","Satisfaccion_con_tamano_de_cocina","Satisfaccion_con_tamano_de_sala_comedor","Satisfaccion_con_tamano_de_patio","D1","IndiceSatisfaccion"
"8739",5,4,5,5,5,3,3,3,4,4,4,-0.359971544307425,52.3272537866875
"8740",4,4,3,4,4,3,3,3,4,3,3,-1.37029866100289,25.1421297308839
"8741",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8742",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8743",4,5,4,5,5,5,4,4,5,5,5,0.560816614848334,77.1031307498211
"8744",5,5,5,5,5,4,5,5,4,4,5,0.735814304990536,81.8118373037489
"8745",4,4,4,3,5,5,4,4,4,5,4,-0.333267950457934,53.045774055557
"8746",4,4,4,4,5,5,5,4,4,4,4,-0.27785479596191,54.5367896428897
"8747",5,5,5,5,5,5,5,4,5,5,4,0.999686573384229,88.9119143309115
"8748",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8749",4,4,4,5,5,4,5,5,4,4,4,-0.0637520180644441,60.2977065594543
"8750",5,5,5,5,5,5,5,4,5,5,3,0.963290481927493,87.9325956082448
"8751",2,2,2,2,2,2,2,2,2,2,2,-2.30469849623793,0
"8752",4,4,4,5,5,5,3,5,5,5,5,0.489171863481902,75.1753675316923
"8753",5,4,4,4,5,4,5,5,5,5,5,0.581770174701452,77.6669334178925
"8754",4,3,4,4,4,4,4,4,4,4,4,-1.01876565514684,34.600916114014
"8755",4,4,4,4,4,4,5,5,5,4,5,-0.0671879597253039,60.205254819067
"8756",4,4,3,3,3,5,4,4,4,4,5,-0.751983078541689,41.7793015310651
"8757",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"8758",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8759",5,4,5,5,5,5,4,5,5,5,5,0.978792213574384,88.3497045731895
"8760",4,4,3,5,5,5,4,4,4,4,5,-0.19415058587503,56.7890397286318
"8761",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8762",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8763",5,5,5,4,4,5,4,4,4,5,3,0.105766917975668,64.8589949084508
"8764",4,5,5,4,5,5,5,5,5,5,4,0.813667202187938,83.9066446522218
"8765",5,4,5,4,5,5,3,4,5,4,2,0.00367879807354002,62.1120843699706
"8766",3,3,2,4,3,3,3,3,3,3,4,-1.7326297593492,15.3927963763192
"8767",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8768",2,5,5,5,5,3,3,2,2,2,2,-0.791116062346755,40.7263405624493
"8769",3,5,5,5,5,4,4,5,2,2,5,0.0161120501308072,62.4466289882516
"8770",4,3,4,4,4,3,3,4,4,2,3,-1.29426044038512,27.1881091234173
"8771",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8772",5,3,4,5,5,5,5,5,5,5,5,0.910624059272435,86.5154870205469
"8773",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8774",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8775",3,3,3,3,4,4,5,4,4,4,4,-1.03452598067745,34.1768490988567
"8776",4,5,5,4,5,5,5,5,5,4,5,0.764605098316656,82.5865183702094
"8777",4,4,4,5,5,4,5,5,5,5,5,0.579651886192063,77.6099360999327
"8778",5,5,5,5,5,5,4,5,5,5,5,1.19026144598185,94.0397600235328
"8779",5,5,5,5,5,5,5,5,5,3,4,0.918641235145346,86.7312071740306
"8780",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8781",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8782",4,4,3,2,2,5,5,5,5,5,2,-0.178365021429171,57.213785853585
"8783",4,4,3,4,4,5,5,5,5,5,5,0.299702723813377,70.0772740711485
"8784",2,2,2,2,2,3,2,2,2,2,3,-2.24889430054963,1.50153743035493
"8785",4,3,3,3,3,3,5,4,4,4,4,-1.10701721505353,32.2263093509803
"8786",5,5,5,3,5,3,5,5,5,5,5,0.841331370882631,84.6510113483525
"8787",5,5,3,4,4,5,5,5,5,5,5,0.718599079500618,81.3486229320286
"8788",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8789",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8790",5,5,4,5,4,5,5,5,5,5,5,1.00937082469826,89.1724908996377
"8791",5,2,2,2,5,5,4,4,4,4,5,-0.538421058703957,47.5256681354633
"8792",5,4,3,5,5,4,4,4,5,3,3,-0.276137911350761,54.5829862859099
"8793",4,4,5,3,3,4,5,5,5,5,5,0.217120514525276,67.8552139411163
"8794",4,4,3,5,5,5,5,5,5,4,5,0.477680669252447,74.866171098661
"8795",4,3,5,5,5,5,5,5,5,2,5,0.590736131899779,77.9081826674551
"8796",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8797",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8798",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"8799",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8800",4,4,4,4,4,4,4,4,4,4,5,-0.73901921485278,42.1281234490377
"8801",4,3,5,5,5,5,5,5,5,5,5,0.898498056992531,86.1892096487603
"8802",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8803",3,5,4,3,5,4,5,4,3,4,4,-0.523151274192916,47.9365360408955
"8804",4,4,4,5,5,4,5,3,5,4,5,0.0335514449823396,62.9158751409707
"8805",3,5,5,5,5,5,5,5,5,5,5,1.12087045170978,92.1726392104126
"8806",5,5,4,4,4,3,2,3,2,2,5,-0.8547771287894,39.0133963484718
"8807",5,5,5,4,4,4,5,5,3,3,4,-0.0223295030933687,61.412272514959
"8808",5,4,3,5,5,5,5,5,5,4,5,0.685107792532222,80.4474645091979
"8809",3,3,4,3,3,4,3,2,3,3,3,-1.66644436056902,17.173663430949
"8810",2,3,3,5,5,3,3,5,3,4,4,-0.859232780131785,38.8935070250135
"8811",5,5,5,4,4,5,5,5,5,5,4,0.81399426455988,83.9154450011467
"8812",4,3,3,3,4,4,4,4,4,4,2,-1.20895820114189,29.4833577787732
"8813",4,5,2,2,2,2,5,5,5,5,5,-0.154483323926144,57.8563766526981
"8814",4,4,5,4,4,4,5,5,3,3,4,-0.44122585878061,50.1409236540789
"8815",3,4,3,4,5,3,3,4,4,2,3,-1.16172012759476,30.7544044213064
"8816",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8817",5,4,3,5,5,5,5,5,5,5,5,0.91953874277137,86.7553566358745
"8818",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8819",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8820",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8821",5,5,3,4,5,4,4,4,4,4,5,-0.198485708684965,56.6723934964979
"8822",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8823",3,5,3,5,5,5,5,5,5,5,5,0.840106420282651,84.6180512966303
"8824",5,5,5,4,5,5,5,5,5,5,5,1.20646317183558,94.4757039074229
"8825",3,4,3,5,5,5,5,5,5,5,5,0.628637187875185,78.9279958462871
"8826",4,4,4,4,4,4,5,5,5,5,5,0.167242990513845,66.5131469457436
"8827",4,5,5,5,5,5,3,3,3,2,4,-0.21949724437566,56.1070308580855
"8828",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8829",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8830",4,5,2,5,5,5,5,5,5,5,5,0.86683083170021,85.337131709003
"8831",5,5,4,5,5,5,5,5,5,2,5,0.908708960513342,86.4639569799445
"8832",5,5,4,4,4,4,4,4,3,3,4,-0.665857771571225,44.0966966753171
"8833",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8834",3,5,3,5,5,5,5,5,5,5,5,0.840106420282651,84.6180512966303
"8835",3,5,3,5,5,5,5,5,5,5,5,0.840106420282651,84.6180512966303
"8836",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8837",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8838",4,3,4,5,5,5,5,5,5,5,5,0.70319693599266,80.93419361001
"8839",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8840",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8841",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8842",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8843",2,2,2,5,5,5,5,5,5,5,5,0.350594968481646,71.4466444086589
"8844",4,4,4,5,4,5,5,5,5,5,5,0.590474469011021,77.9011420387576
"8845",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8846",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8847",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8848",4,4,4,4,4,4,4,4,4,3,2,-1.03411512753099,34.1879040270782
"8849",5,5,4,4,4,4,2,3,3,4,4,-0.841015313886953,39.3836889390336
"8850",5,5,5,3,4,5,4,4,4,2,2,-0.270328551228142,54.7393001896035
"8851",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8852",5,4,5,5,2,2,5,5,5,5,5,0.51049645064852,75.7491535243512
"8853",4,4,4,4,4,4,4,5,4,4,2,-0.734067565823514,42.2613587061312
"8854",2,2,2,5,5,2,2,2,5,2,2,-1.27842352100645,27.6142370683733
"8855",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8856",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"8857",5,2,5,5,5,5,5,5,5,5,5,1.03686303036502,89.9122305436286
"8858",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8859",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8860",3,4,3,5,5,5,3,4,4,4,5,-0.364517123304276,52.2049447573713
"8861",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8862",5,2,3,5,5,4,5,4,4,5,5,0.0878556607077444,64.3770522358474
"8863",3,2,2,5,2,2,5,5,4,4,4,-0.924762803963628,37.1302743077971
"8864",2,2,3,4,4,4,3,2,2,2,2,-1.78032235257794,14.1095198591978
"8865",4,4,3,5,5,4,4,4,4,4,4,-0.597442075969687,45.9375748835307
"8866",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8867",4,4,3,5,5,5,5,5,5,5,5,0.712111619491595,81.1740632253376
"8868",3,5,5,3,3,4,3,3,5,2,3,-0.804483705008549,40.3666540628103
"8869",5,5,5,5,5,5,5,5,4,4,5,0.953736948717326,87.6755363041858
"8870",5,5,3,5,5,5,5,5,5,4,5,0.896577024939688,86.1375199595411
"8871",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8872",3,3,3,4,4,4,5,5,5,5,5,-0.0960719454560167,59.4280662013015
"8873",5,5,5,5,5,5,5,5,5,4,5,1.17734105636682,93.6921078733234
"8874",5,4,4,4,4,4,5,4,4,2,5,-0.383412505802494,51.6965219814133
"8875",5,5,3,4,4,3,5,5,4,5,5,0.198196715009235,67.3460265413627
"8876",5,5,4,5,5,5,5,5,4,3,3,0.463339915039247,74.4803008434759
"8877",4,4,3,5,5,4,3,3,2,2,5,-0.791208378870788,40.7238565786813
"8878",4,3,4,3,5,4,5,4,4,3,3,-0.768215644036291,41.3425278372558
"8879",4,4,4,4,2,3,4,4,4,2,3,-1.24309455075804,28.5648424941765
"8880",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"8881",4,4,4,4,4,5,5,4,4,4,4,-0.484954856869742,48.9642965812777
"8882",3,4,4,5,5,5,5,5,4,4,3,0.0343001025891991,62.9360194581739
"8883",4,3,3,2,2,3,2,2,2,2,2,-1.98175524346588,8.68951475667398
"8884",3,4,4,5,5,3,4,3,4,3,4,-0.83261308924425,39.6097696959311
"8885",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8886",2,4,2,4,3,3,3,2,5,5,5,-0.942508159883132,36.652795584209
"8887",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"8888",4,4,4,5,4,3,3,4,4,4,5,-0.699478099010331,43.1920661283135
"8889",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8890",3,4,4,5,5,5,3,3,3,4,5,-0.451042208177938,49.8767926892343
"8891",5,5,4,5,5,5,4,3,3,3,4,-0.120479136282922,58.7713358220821
"8892",4,4,2,5,5,4,5,5,5,5,4,0.252070109198087,68.7956114135587
"8893",4,2,4,3,3,4,4,3,3,4,5,-1.21987055097562,29.1897364564629
"8894",4,3,3,4,4,3,3,3,3,3,3,-1.5517113461133,20.2608133052163
"8895",4,4,3,4,4,4,3,3,3,3,3,-1.378458139072,24.9225806166673
"8896",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8897",5,5,3,4,4,5,5,4,5,4,5,0.2574515424076,68.9404109809277
"8898",4,5,3,2,4,5,5,5,5,5,2,0.163208021090251,66.4045770157386
"8899",4,4,4,4,5,4,4,4,4,4,5,-0.531919153944948,47.7006165106497
"8900",4,4,3,4,4,4,4,4,4,4,3,-1.04624706310464,33.8614670066749
"8901",3,4,4,5,5,2,4,3,3,2,5,-0.790083529748898,40.7541231749325
"8902",5,5,5,5,5,5,5,4,4,5,5,0.961451312102605,87.883108606438
"8903",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8904",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8905",5,5,5,5,5,5,5,5,4,5,5,1.18816789895647,93.9834284308624
"8906",4,4,2,5,4,4,2,2,2,3,2,-1.4036404144351,24.2449948442568
"8907",5,5,5,5,5,5,5,4,5,5,2,0.963290481927492,87.9325956082447
"8908",4,4,4,4,3,4,3,4,3,3,2,-1.28513237740542,27.4337201937247
"8909",4,4,5,5,4,5,5,5,4,5,3,0.340406544536798,71.1725019410394
"8910",5,5,5,3,5,3,5,4,5,4,5,0.380183833789612,72.2427993972516
"8911",4,4,4,4,4,4,3,4,4,4,4,-1.01128016703348,34.8023300121636
"8912",4,4,4,4,4,4,3,4,5,4,3,-0.824072150840727,39.8395828586345
"8913",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8914",4,4,4,4,4,4,3,3,4,4,3,-1.13262916260692,31.5371622816358
"8915",4,4,3,4,4,3,3,3,2,4,3,-1.43092685063511,23.5107918906985
"8916",4,3,3,5,5,4,5,4,4,5,5,-0.050509312664749,60.6540313409791
"8917",4,5,4,5,5,4,5,5,5,5,4,0.605752272231663,78.3122257056117
"8918",4,4,4,4,4,4,4,4,4,5,2,-0.726353202438235,42.4689310083834
"8919",3,3,3,3,3,3,4,3,4,3,5,-1.38491723989649,24.7487839776371
"8920",4,4,4,4,4,4,5,5,4,4,5,-0.290792067374795,54.1886832499293
"8921",2,4,3,3,4,4,5,5,5,4,3,-0.584076239065845,46.2972127951894
"8922",3,3,3,3,3,3,3,3,3,3,3,-1.78060937471815,14.1017968827882
"8923",5,5,5,5,5,5,3,2,3,3,2,-0.0986397219458569,59.3589743979931
"8924",5,5,5,5,5,5,4,4,4,4,2,0.283744863414737,69.6478919359633
"8925",4,4,4,4,4,4,5,4,3,3,2,-0.899639658091088,37.8062690682375
"8926",4,4,5,4,5,4,4,5,4,4,5,-0.109901446091207,59.0559523738244
"8927",4,4,4,4,5,5,5,5,4,4,4,-0.0511382091080406,60.637109467314
"8928",4,4,4,5,5,4,5,5,5,5,4,0.394283039824196,72.6221702552685
"8929",4,4,2,2,4,2,2,4,4,4,5,-1.30564656464091,26.8817398344083
"8930",5,4,4,3,3,5,5,5,5,5,5,0.447169160531969,74.0451903133398
"8931",5,5,4,5,5,5,5,5,3,5,5,0.905831686772388,86.3865374568041
"8932",5,5,4,5,5,4,5,5,4,5,5,0.774944134229813,82.8647133916752
"8933",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8934",5,4,5,4,5,5,5,5,5,5,5,0.994993939428113,88.7856484570797
"8935",5,4,4,5,5,4,5,5,5,5,5,0.787079009471838,83.1912295104696
"8936",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"8937",4,4,4,5,5,4,4,3,4,4,2,-0.633328161115871,44.9719790280349
"8938",4,4,3,3,3,4,3,3,3,3,3,-1.52388173606044,21.0096315732897
"8939",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"8940",4,3,3,4,4,4,4,4,3,3,2,-1.30099072306865,27.0070157263787
"8941",3,5,5,5,5,5,4,4,3,4,2,-0.0941917826656636,59.4786562110679
"8942",4,4,5,4,5,5,5,4,4,5,2,0.115481183820373,65.1203790856499
"8943",5,4,5,5,5,4,3,4,2,4,5,-0.144733345193576,58.1187217654901
"8944",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8945",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8946",3,5,5,4,5,5,4,4,4,4,2,-0.212465526251835,56.2962350537987
"8947",4,3,4,5,5,3,5,3,3,3,4,-0.709040782114133,42.9347606257813
"8948",5,5,3,5,5,5,3,3,3,3,4,-0.292834152523015,54.1337363548401
"8949",4,5,5,5,5,5,3,4,5,4,4,0.249425833428355,68.7244612250207
"8950",5,5,4,5,5,5,4,5,4,5,5,0.771356217332488,82.7681724156448
"8951",5,4,3,4,4,5,5,4,3,2,3,-0.559752801511779,46.9516896041794
"8952",3,5,2,5,5,3,5,5,3,2,5,-0.13184298068455,58.4655660226734
"8953",4,3,3,3,3,3,5,5,5,3,5,-0.544658649035901,47.3578317345778
"8954",3,4,2,3,4,3,5,4,4,4,5,-0.890405173697344,38.0547436461113
"8955",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8956",5,5,3,5,5,5,3,3,5,3,5,0.203173892678558,67.4799487039499
"8957",4,5,5,5,4,5,5,5,5,5,3,0.775479884593756,82.8791289605202
"8958",5,5,3,5,5,4,4,4,5,5,5,0.464858183974062,74.5211532848892
"8959",2,3,4,5,4,4,4,4,3,4,5,-0.856449952170425,38.9683852719747
"8960",5,5,5,5,5,5,3,5,3,3,5,0.484968216242556,75.062258945572
"8961",4,5,2,3,5,4,2,2,2,2,3,-1.25871350000125,28.1445795260929
"8962",4,4,4,4,5,5,4,4,4,4,3,-0.535761448042762,47.5972309437557
"8963",3,5,5,5,4,4,4,5,5,5,3,0.25257224862644,68.8091226045656
"8964",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8965",5,5,4,5,5,4,4,4,4,4,4,-0.0930828098551879,59.5084956194428
"8966",5,3,4,5,4,4,3,4,3,3,4,-0.853287868947334,39.0534682349815
"8967",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"8968",3,4,4,5,5,3,5,3,3,3,3,-0.734533711261086,42.2488160144237
"8969",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8970",5,4,4,4,5,5,3,4,4,4,4,-0.378830339119086,51.8198154847494
"8971",5,5,5,4,5,5,5,5,3,4,5,0.661393022762724,79.8093652763007
"8972",4,4,3,4,3,4,4,3,3,3,3,-1.36865608613655,25.1863269030417
"8973",3,2,5,3,5,5,5,5,5,5,5,0.472319096587396,74.721905923922
"8974",5,5,5,3,5,5,5,3,5,5,3,0.604695198929344,78.2837827702646
"8975",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8976",2,2,4,5,5,4,2,2,2,2,2,-1.35909405371226,25.4436148975778
"8977",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8978",5,5,4,5,5,4,4,4,5,3,2,0.0207942314839626,62.572613611285
"8979",4,4,4,4,5,3,5,5,4,4,3,-0.384332557406668,51.671765923119
"8980",5,3,3,5,4,2,2,2,2,2,2,-1.36852067368607,25.1899704796657
"8981",5,5,2,4,4,3,5,5,4,4,5,-0.0929842554287648,59.5111474480083
"8982",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8983",5,4,4,4,3,3,5,4,4,4,5,-0.466047196941375,49.473049709115
"8984",5,4,3,4,4,3,3,2,2,3,3,-1.34700421160217,25.7689192986442
"8985",3,3,4,5,5,4,4,4,3,3,3,-0.886593348579588,38.1573093765493
"8986",4,2,3,3,3,2,3,3,4,2,2,-1.7349661975131,15.3299292511231
"8987",3,4,5,4,4,5,5,5,5,5,5,0.496992323624096,75.3857946058803
"8988",3,5,5,5,4,4,3,4,4,4,4,-0.482675410472169,49.0256302147837
"8989",5,5,4,5,5,5,5,5,4,4,5,0.758435827717454,82.4205202654355
"8990",2,3,4,4,4,4,3,3,3,3,3,-1.52869970954856,20.8799931573671
"8991",4,5,3,4,4,2,3,4,3,3,4,-1.18031971989449,30.2539405460919
"8992",5,5,4,4,4,4,4,5,5,4,4,-0.0551710110300449,60.5285978588157
"8993",3,3,3,5,4,3,4,3,3,3,4,-1.30658874568975,26.8563883336196
"8994",4,5,5,5,4,4,5,5,5,5,4,0.593953332323702,77.99474868275
"8995",4,3,3,4,4,3,5,4,4,3,4,-1.03492459291869,34.1661235397292
"8996",4,4,3,2,2,3,3,3,3,3,3,-1.71363655960505,15.9038511453433
"8997",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8998",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8999",4,5,4,5,5,4,3,5,4,4,5,0.0246833942739387,62.6772602857844
"9000",4,4,5,4,4,4,3,3,3,3,4,-1.06129801618814,33.4564872531163
"9001",5,5,4,4,4,5,5,4,5,5,5,0.577345403074006,77.5478749826362
"9002",4,5,4,4,4,5,5,5,5,5,5,0.596634866648101,78.0669013965237
"9003",5,5,5,5,5,5,5,5,3,4,3,0.644936919708508,79.3665768015469
"9004",5,5,5,5,5,5,5,5,4,3,3,0.658641036039118,79.7353168822263
"9005",5,4,4,4,4,5,5,4,4,3,3,-0.387254799900308,51.5931364145193
"9006",5,4,3,5,5,5,4,5,3,3,3,-0.142137879603807,58.1885586063256
"9007",4,3,3,5,5,2,2,4,4,4,4,-0.990035091751909,35.3739765586737
"9008",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"9009",5,5,3,5,5,5,5,4,3,3,4,0.100521418030641,64.7178529313784
"9010",3,2,3,4,4,3,4,2,3,3,4,-1.63113323976065,18.1237885774113
"9011",5,5,5,5,5,5,5,5,3,3,4,0.60800203631164,78.372760669585
"9012",5,4,3,5,5,5,4,4,4,4,5,0.013276537404745,62.3703331391687
"9013",4,4,3,5,5,4,2,3,2,2,4,-1.05322073247845,33.673824743176
"9014",4,4,4,4,5,4,2,2,2,2,4,-1.22324016621481,29.0990693776682
"9015",5,5,4,4,4,4,3,3,2,4,2,-0.847691971405508,39.2040384477019
"9016",4,4,4,4,4,4,5,3,3,3,3,-0.984592562207792,35.5204200603765
"9017",5,5,5,5,5,4,4,4,4,4,3,0.0658222196879475,63.7841929355264
"9018",5,5,5,5,5,3,2,5,3,3,5,0.111526452160873,65.0139681332026
"9019",3,3,3,3,4,4,3,3,3,3,3,-1.62464370872566,18.2984040097152
"9020",4,4,3,3,3,5,2,2,3,3,2,-1.43277610896668,23.4610334349229
"9021",5,5,2,5,5,5,5,5,5,5,2,0.852493017155381,84.951340552209
"9022",2,4,4,4,4,4,4,4,3,4,5,-0.967381193014618,35.9835306697572
"9023",4,4,4,4,4,5,4,4,5,5,5,-0.0630615132373502,60.3162861452889
"9024",4,4,5,3,3,4,3,3,3,5,5,-0.713590841715956,42.8123310357081
"9025",5,4,4,5,5,5,5,5,5,5,2,0.783236715374024,83.0878439435756
"9026",4,3,3,3,4,5,4,4,4,4,2,-0.991035557415103,35.3470567792101
"9027",4,4,5,5,5,4,5,4,4,4,5,0.0902013624494247,64.4401686184444
"9028",4,4,4,4,4,4,5,5,5,4,4,-0.252556806093171,55.2174889744028
"9029",5,5,3,4,4,4,5,4,5,5,5,0.273959848919959,69.3846041071673
"9030",5,5,5,3,4,4,4,5,5,5,5,0.491596362465785,75.2406041313647
"9031",5,5,4,5,5,5,4,4,4,3,4,0.0515088590179978,63.3990597652511
"9032",4,4,2,4,3,3,2,4,3,4,5,-1.28776851570822,27.3627889620419
"9033",5,4,4,4,4,4,3,3,4,4,3,-0.925202039327149,37.1184556921728
"9034",5,5,5,5,5,5,4,4,4,3,3,0.210413888561133,67.6747570813347
"9035",5,5,5,5,5,5,5,5,4,5,5,1.18816789895647,93.9834284308624
"9036",5,5,4,5,5,5,4,5,5,5,4,0.809591478614112,83.7969781401182
"9037",5,5,5,5,5,5,5,5,4,5,5,1.18816789895647,93.9834284308624
"9038",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"9039",5,5,5,4,4,3,5,5,4,5,5,0.478960746436365,74.900614455145
"9040",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"9041",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"9042",4,3,5,4,4,4,4,4,5,5,4,-0.365429476258329,52.1803958485785
"9043",3,4,3,5,4,4,3,3,3,3,2,-1.25662373591803,28.2008093301939
"9044",4,4,4,4,4,5,3,4,3,3,3,-0.990119680801248,35.3717004999972
"9045",5,4,4,3,2,2,2,5,3,3,2,-1.1836592846606,30.1640820428817
"9046",3,2,2,3,2,2,2,2,2,2,3,-2.18898058768179,3.11365066580229
"9047",5,4,4,4,4,4,2,2,2,2,4,-1.22291310384287,29.1078697265932
"9048",4,4,5,4,4,5,5,5,4,4,4,-0.0629371490160012,60.3196324444524
"9049",2,4,4,5,5,5,5,5,5,2,5,0.348485717848478,71.3898902750918
"9050",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"9051",4,5,3,5,3,4,5,5,5,5,5,0.421468094387056,73.3536453077963
"9052",3,4,4,5,5,5,4,4,4,4,2,-0.413927044888787,50.8754596572823
"9053",4,4,4,4,4,4,5,5,5,5,5,0.167242990513845,66.5131469457436
"9054",5,5,5,5,5,5,5,4,5,5,5,1.1850554197521,93.8996801755756
"9055",4,5,4,5,5,4,5,5,5,5,5,0.79112111859953,83.2999915502759
"9056",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"9057",2,2,5,5,5,5,5,5,5,5,5,0.688109020107627,80.528219289119
"9058",5,5,4,5,5,4,5,5,5,5,5,0.998548241879304,88.8812849608128
"9059",5,5,4,5,5,5,4,4,4,4,4,0.124839833871602,65.3721946198797
"9060",5,5,5,4,5,5,4,4,4,4,4,0.114832120101087,65.1029145660529
"9061",3,4,5,5,5,5,3,3,3,5,5,-0.0213101369389178,61.4397008546612
"9062",3,3,3,4,4,5,4,4,4,4,4,-0.969780353463719,35.9189758603684
"9063",5,5,4,4,4,5,5,5,4,5,5,0.580457882278385,77.631623237923
"9064",4,4,4,5,5,3,5,5,5,5,5,0.500776273076962,75.4876102788413
"9065",3,3,3,3,4,5,3,3,3,3,3,-1.40672106499887,24.1621030101521
"9066",4,2,2,5,5,2,5,5,5,5,5,0.139319402929077,65.7618000007483
"9067",3,2,5,5,5,3,5,5,5,5,3,0.227398280802345,68.1317603651819
"9068",3,3,4,5,5,3,5,5,5,5,2,0.101159309709754,64.7350168421003
"9069",5,2,2,5,5,5,5,5,5,4,5,0.464918028499895,74.5227635364918
