"","vid","P4_4","P4_5","P4_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","p2distance.3","strata.DH_2020...stratumID..."
"4192","778_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4193","778_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4194","778_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4195","779_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4196","779_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4197","779_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4198","779_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4199","779_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4200","779_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4201","779_9",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4202","779_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4203","779_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4204","779_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4205","779_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4206","779_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4207","779_15",3,3,2,3,1,1,1,1,1,1,8.63909497909587,"Muy baja"
"4208","779_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4209","779_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4210","779_18",8,10,2,3,3,1,1,1,1,1,23.9858431621587,"Alta"
"4211","779_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4212","779_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4213","780_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4214","780_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4215","780_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4216","780_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4217","780_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4218","780_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4219","780_7",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4220","780_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4221","780_9",8,10,2,1,3,3,1,3,1,1,41.2597777908562,"Muy Alta"
"4222","780_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4223","780_12",8,10,2,3,1,3,1,1,1,1,24.9187736062075,"Alta"
"4224","780_13",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4225","780_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4226","780_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4227","780_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4228","780_17",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4229","780_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4230","780_19",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4231","780_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4232","781_1",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4233","781_4",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"4234","781_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4235","781_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4236","781_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4237","781_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4238","781_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4239","781_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4240","781_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4241","781_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4242","781_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4243","781_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4244","781_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4245","781_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4246","781_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4247","781_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4248","781_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4249","781_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4250","782_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4251","782_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4252","782_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4253","782_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4254","782_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4255","782_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4256","782_9",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4257","782_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4258","782_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4259","782_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4260","782_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4261","782_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4262","782_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4263","782_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4264","782_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4265","783_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4266","783_2",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4267","783_3",8,10,3,3,1,1,3,3,3,3,59.2048755397302,"Muy Alta"
"4268","783_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4269","783_5",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4270","783_6",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4271","783_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4272","783_8",8,10,3,3,1,1,1,1,3,1,26.7171096913795,"Alta"
"4273","783_9",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4274","783_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4275","783_13",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4276","783_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4277","783_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4278","783_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4279","783_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4280","783_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4281","784_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4282","784_2",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4283","784_3",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4284","784_4",6,7,1,1,1,1,1,1,1,1,8.56635424949774,"Muy baja"
"4285","784_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4286","784_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4287","784_7",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4288","784_9",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4289","784_11",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4290","784_12",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4291","784_13",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4292","784_14",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4293","784_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4294","784_16",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4295","784_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4296","784_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4297","784_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4298","784_20",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4299","785_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4300","785_2",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4301","785_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4302","785_4",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4303","785_5",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4304","785_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4305","785_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4306","785_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4307","785_9",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4308","785_10",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4309","785_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4310","785_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4311","785_13",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4312","785_14",8,10,3,3,1,1,3,1,1,1,26.6224626136783,"Alta"
"4313","785_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4314","785_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4315","785_17",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4316","785_18",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4317","786_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4318","786_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4319","786_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4320","786_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4321","786_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4322","786_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4323","786_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4324","786_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4325","786_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4326","786_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4327","786_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4328","786_17",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4329","786_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4330","786_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4331","786_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4332","787_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4333","787_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4334","787_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4335","787_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4336","787_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4337","787_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4338","787_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4339","787_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4340","787_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4341","787_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4342","787_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4343","787_19",8,10,2,1,3,1,1,1,1,1,20.4544374690098,"Alta"
"4344","787_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4345","788_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4346","788_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4347","788_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4348","788_5",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4349","788_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4350","788_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4351","788_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4352","788_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4353","788_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4354","788_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4355","788_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4356","788_19",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4357","788_20",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4358","789_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4359","789_3",8,10,3,1,1,1,1,3,1,1,29.1870265445245,"Alta"
"4360","789_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4361","789_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4362","789_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4363","789_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4364","789_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4365","790_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4366","790_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4367","790_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4368","790_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4369","790_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4370","790_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4371","790_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4372","790_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4373","790_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4374","790_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4375","790_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4376","790_12",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4377","790_13",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4378","790_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4379","790_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4380","790_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4381","790_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4382","790_18",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4383","790_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4384","790_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4385","791_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4386","791_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4387","791_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4388","791_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4389","791_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4390","791_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4391","791_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4392","791_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4393","791_12",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4394","791_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4395","791_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4396","791_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4397","791_17",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4398","791_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4399","791_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4400","791_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4401","792_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4402","792_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4403","792_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4404","792_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4405","792_6",6,4,2,1,1,1,1,1,1,1,9.44603073372118,"Muy baja"
"4406","792_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4407","792_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4408","792_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4409","792_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4410","792_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4411","792_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4412","792_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4413","792_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4414","792_16",8,10,3,3,3,3,1,1,3,1,40.594311770309,"Muy Alta"
"4415","792_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4416","792_19",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4417","792_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4418","793_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4419","793_2",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4420","793_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4421","793_4",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4422","793_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4423","793_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4424","793_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4425","793_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4426","793_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4427","793_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4428","793_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4429","793_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4430","793_13",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4431","793_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4432","793_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4433","793_17",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4434","793_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4435","793_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4436","793_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4437","794_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4438","794_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4439","794_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4440","794_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4441","794_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4442","794_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4443","794_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4444","794_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4445","794_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4446","794_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4447","794_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4448","794_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4449","794_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4450","794_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4451","794_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4452","794_19",8,10,3,2,2,2,1,1,1,1,24.4910563702064,"Alta"
"4453","794_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4454","795_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4455","795_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4456","795_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4457","795_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4458","795_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4459","795_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4460","795_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4461","795_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4462","795_10",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4463","795_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4464","795_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4465","795_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4466","795_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4467","795_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4468","795_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4469","795_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4470","795_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4471","796_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4472","796_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4473","796_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4474","796_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4475","796_5",8,10,3,1,3,1,1,1,1,1,22.2588883016075,"Alta"
"4476","796_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4477","796_7",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4478","796_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4479","796_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4480","796_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4481","796_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4482","796_12",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4483","796_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4484","796_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4485","796_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4486","796_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4487","796_17",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4488","796_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4489","796_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4490","796_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4491","797_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4492","797_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4493","797_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4494","797_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4495","797_6",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4496","797_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4497","797_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4498","797_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4499","797_10",8,10,2,1,1,1,1,1,1,3,25.7654890032007,"Alta"
"4500","797_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4501","797_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4502","797_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4503","797_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4504","797_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4505","797_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4506","798_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4507","798_2",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4508","798_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4509","798_4",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4510","798_5",8,10,3,2,2,2,2,2,2,2,44.4344150514134,"Muy Alta"
"4511","798_6",8,10,2,2,2,2,1,1,1,1,22.6866055376087,"Alta"
"4512","798_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4513","798_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4514","798_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4515","798_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4516","798_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4517","798_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4518","798_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4519","798_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4520","798_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4521","798_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4522","798_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4523","798_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4524","798_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4525","799_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
