"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"17766","3037_1",3,3,2,3,3,3,2,4,4,3,4,3,18.0894145933868,"Media"
"17767","3037_2",4,4,4,4,4,4,2,3,3,3,3,3,20.7976539331857,"Alta"
"17768","3037_5",2,2,2,2,2,2,3,2,1,1,1,2,6.91031024741126,"Muy baja"
"17769","3038_1",4,4,4,4,4,4,1,2,4,2,4,2,19.6923476475107,"Alta"
"17770","3038_2",4,4,4,4,4,1,4,1,4,4,4,4,22.114609730535,"Alta"
"17771","3038_3",3,3,2,3,3,3,1,2,4,4,2,1,13.9596914769645,"Baja"
"17772","3038_4",1,2,2,2,2,2,4,2,4,4,4,4,15.0992332244176,"Media"
"17773","3038_5",3,4,4,4,4,4,4,4,4,4,2,2,22.616926938522,"Muy Alta"
"17774","3038_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17775","3038_7",4,1,4,1,1,1,4,4,4,4,4,2,17.5273213927557,"Media"
"17776","3038_8",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17777","3038_9",4,2,2,2,2,2,4,4,4,4,4,4,19.0101747805501,"Alta"
"17778","3038_10",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17779","3038_11",4,4,4,4,4,1,4,2,1,1,3,2,16.2562277567105,"Media"
"17780","3038_12",4,3,3,3,3,3,4,1,1,1,3,4,14.2935598521684,"Baja"
"17781","3038_13",1,2,4,2,4,1,4,4,4,4,4,3,19.1850205625195,"Alta"
"17782","3038_14",4,4,4,4,4,4,1,2,3,4,3,4,20.5320588583912,"Alta"
"17783","3038_15",4,3,3,3,3,3,1,3,4,4,4,4,19.5629490895267,"Alta"
"17784","3038_17",4,4,4,4,4,4,1,1,4,4,4,4,21.3708594443142,"Alta"
"17785","3038_18",1,3,4,3,2,2,4,3,3,2,3,2,15.0508676616088,"Media"
"17786","3038_20",2,2,4,3,2,1,4,1,1,2,4,4,12.9088532853201,"Baja"
"17787","3039_1",4,4,4,4,4,4,2,4,2,4,4,4,22.77826862802,"Muy Alta"
"17788","3039_2",3,4,4,4,4,4,4,4,4,4,3,4,24.3824551319997,"Muy Alta"
"17789","3039_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17790","3039_5",4,1,4,4,4,4,2,1,2,2,2,4,14.7800972448137,"Media"
"17791","3039_6",4,4,4,4,4,4,1,4,4,4,2,3,21.7831885904088,"Alta"
"17792","3039_7",4,3,2,2,3,3,4,4,4,4,4,4,20.9701342069741,"Alta"
"17793","3039_8",4,1,4,3,4,4,3,3,3,3,3,3,18.5420905523691,"Alta"
"17794","3039_9",4,4,3,3,3,3,3,2,4,4,3,3,19.6628533617366,"Alta"
"17795","3039_10",4,4,4,4,4,4,4,1,4,2,2,3,19.8699027805604,"Alta"
"17796","3039_11",4,4,4,4,4,4,4,1,3,2,2,3,18.9914734489262,"Alta"
"17797","3039_12",4,1,4,4,1,4,4,4,4,4,4,3,20.88564162316,"Alta"
"17798","3039_14",2,4,4,4,4,1,4,3,4,4,3,4,21.4690665210173,"Alta"
"17799","3039_15",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"17800","3039_16",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17801","3039_17",4,4,3,4,4,4,4,4,4,4,4,4,24.9364022696054,"Muy Alta"
"17802","3039_18",2,2,2,2,2,1,4,3,4,4,4,4,16.2324184899318,"Media"
"17803","3039_19",4,4,4,4,4,4,1,2,3,4,3,3,20.0413637635523,"Alta"
"17804","3039_20",2,2,1,4,4,4,4,4,4,4,4,4,19.8330052807793,"Alta"
"17805","3040_1",3,3,4,2,3,3,4,2,2,1,1,1,12.6747612985701,"Baja"
"17806","3040_2",4,4,4,2,2,1,1,1,2,1,1,1,9.74668869027308,"Muy baja"
"17807","3040_3",4,4,4,1,2,2,4,2,3,2,3,2,16.2814294750435,"Media"
"17808","3040_4",1,2,2,2,2,2,3,3,3,3,3,4,12.8070208617355,"Baja"
"17809","3040_5",1,3,3,2,2,2,2,2,3,3,3,3,12.5968205609877,"Baja"
"17810","3040_6",2,4,4,1,1,1,1,1,2,1,1,1,7.02458611013324,"Muy baja"
"17811","3040_7",4,4,4,3,1,1,4,1,4,2,4,3,17.4851830705028,"Media"
"17812","3040_8",1,4,4,1,1,1,3,1,4,1,3,2,11.4718817203518,"Baja"
"17813","3040_9",3,4,4,1,1,1,1,1,1,1,4,1,9.25304014226914,"Muy baja"
"17814","3040_10",3,3,3,4,2,2,1,4,4,4,4,3,18.504985097705,"Alta"
"17815","3040_11",4,4,4,1,2,2,2,4,4,4,3,4,19.9237356551333,"Alta"
"17816","3040_13",4,4,4,2,2,2,2,2,3,1,1,1,12.5869032062262,"Baja"
"17817","3040_14",1,2,4,3,1,1,4,3,3,3,3,1,13.3606573186643,"Baja"
"17818","3040_16",4,4,4,2,2,1,4,3,2,3,2,1,15.7781513450544,"Media"
"17819","3040_17",3,4,2,3,1,1,1,1,4,4,4,4,14.6940739371578,"Baja"
"17820","3040_18",2,4,1,1,1,1,4,4,4,4,4,1,15.0114137079195,"Media"
"17821","3040_19",3,4,4,2,2,2,2,2,1,2,2,2,12.1108524675451,"Baja"
"17822","3040_20",2,3,2,2,2,2,1,1,1,2,3,1,7.35120231557698,"Muy baja"
"17823","3041_1",4,4,4,4,4,4,2,1,4,1,1,1,15.9579952118828,"Media"
"17824","3041_4",4,4,4,4,4,3,2,3,4,4,4,2,22.2849195157324,"Muy Alta"
"17825","3041_6",4,1,3,4,4,4,3,1,3,3,3,3,16.4207210436038,"Media"
"17826","3041_7",4,3,4,4,4,2,3,1,1,3,3,1,15.4021685834452,"Media"
"17827","3041_9",2,2,4,4,4,1,3,3,1,4,3,2,15.5342828910391,"Media"
"17828","3041_10",4,4,4,4,4,4,2,2,2,2,2,2,17.060180575083,"Media"
"17829","3041_11",4,4,4,4,4,4,2,2,4,4,3,3,21.6127606936272,"Alta"
"17830","3041_12",4,4,4,4,4,4,3,4,4,3,4,3,23.9769556165718,"Muy Alta"
"17831","3041_13",4,1,4,4,4,3,2,1,1,3,3,1,13.5291139744143,"Baja"
"17832","3041_14",4,4,4,4,4,4,4,3,4,3,4,3,23.8461564655012,"Muy Alta"
"17833","3041_15",4,4,4,4,4,4,2,3,1,3,4,1,18.8435430840396,"Alta"
"17834","3041_16",4,4,4,4,4,4,2,2,1,4,4,1,18.7802205128469,"Alta"
"17835","3041_18",3,3,3,3,2,2,2,3,3,3,3,3,15.4403502240604,"Media"
"17836","3041_19",4,3,4,3,4,3,3,3,4,4,4,4,22.6358841715508,"Muy Alta"
"17837","3041_20",4,2,4,4,3,2,4,4,4,4,4,3,22.2127882070612,"Muy Alta"
"17838","3042_1",2,3,3,3,1,1,4,3,4,4,3,3,16.563299075579,"Media"
"17839","3042_2",2,4,2,2,1,1,4,4,4,4,1,1,14.1544841239052,"Baja"
"17840","3042_3",4,4,4,4,4,4,1,1,1,4,3,1,16.479348161095,"Media"
"17841","3042_4",1,2,1,3,1,1,3,3,3,3,3,3,10.6950992542082,"Muy baja"
"17842","3042_5",3,3,2,3,3,3,4,4,4,4,3,1,18.4702657751089,"Alta"
"17843","3042_6",4,4,4,4,4,4,3,3,4,4,3,3,23.129495041579,"Muy Alta"
"17844","3042_8",4,4,4,4,4,4,4,1,4,4,4,4,23.4497622396362,"Muy Alta"
"17845","3042_9",4,4,4,4,4,4,4,4,4,4,3,4,25.1369244843697,"Muy Alta"
"17846","3042_11",4,4,4,4,4,4,3,3,4,4,3,3,23.129495041579,"Muy Alta"
"17847","3042_12",2,2,3,3,4,4,3,3,3,3,3,3,16.8610605525432,"Media"
"17848","3042_13",4,4,2,4,4,4,1,3,3,3,1,1,15.5856997003385,"Media"
"17849","3042_14",4,3,2,3,3,2,3,2,4,3,3,2,16.1694341101692,"Media"
"17850","3042_15",4,4,2,3,4,4,4,4,4,2,3,2,20.1545012921049,"Alta"
"17851","3042_16",4,3,4,4,4,4,3,3,4,4,4,4,23.5917592167393,"Muy Alta"
"17852","3042_17",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17853","3042_18",4,4,4,4,4,4,2,1,4,1,1,1,15.9579952118828,"Media"
"17854","3042_19",3,3,3,4,4,4,4,2,4,2,4,4,20.2009421380974,"Alta"
"17855","3042_20",3,4,3,3,4,3,4,4,4,4,4,4,23.2260578720468,"Muy Alta"
"17856","3043_1",2,4,4,4,4,2,1,1,4,1,1,3,13.8473774256457,"Baja"
"17857","3043_2",4,4,3,2,3,2,3,3,3,3,3,3,17.8918715561067,"Media"
"17858","3043_3",1,3,4,2,1,1,1,3,4,3,3,3,13.4433187593114,"Baja"
"17859","3043_4",3,3,3,3,1,1,1,4,4,3,1,1,12.752522006542,"Baja"
"17860","3043_5",4,3,3,2,1,1,1,3,3,2,2,1,11.3176648944268,"Baja"
"17861","3043_6",4,2,2,2,2,1,1,3,4,4,4,3,15.171759304511,"Media"
"17862","3043_7",4,4,4,4,4,4,1,1,2,4,1,3,16.7708916748069,"Media"
"17863","3043_8",2,3,3,4,3,3,1,3,4,1,1,1,12.459002762736,"Baja"
"17864","3043_9",4,4,4,4,4,4,4,3,4,4,3,1,22.841072450342,"Muy Alta"
"17865","3043_10",3,3,3,3,2,1,3,3,4,1,2,2,13.7709748624924,"Baja"
"17866","3043_11",3,3,3,3,3,1,4,2,4,4,4,4,19.1735141102334,"Alta"
"17867","3043_12",3,4,4,4,2,1,4,4,4,4,4,1,20.9546760090253,"Alta"
"17868","3043_13",3,3,3,3,4,3,4,3,4,4,4,2,20.6083320093793,"Alta"
"17869","3043_14",3,3,3,4,3,3,2,2,4,2,1,1,13.843117142354,"Baja"
"17870","3043_15",4,4,4,4,4,4,4,4,4,4,4,1,24.4489772036532,"Muy Alta"
"17871","3043_16",2,2,4,4,2,2,4,1,4,4,4,4,18.0209046820481,"Media"
"17872","3043_17",4,4,4,4,4,3,2,2,4,4,4,1,20.9704576713824,"Alta"
"17873","3043_18",4,2,2,3,3,3,4,2,3,2,1,1,12.7970390091068,"Baja"
"17874","3043_19",4,4,4,4,4,4,4,1,1,1,1,3,15.6900326035393,"Media"
"17875","3043_20",1,4,4,4,4,1,1,1,1,4,4,4,15.1370108832003,"Media"
"17876","3044_1",3,3,3,3,3,3,1,3,3,4,1,1,14.1055511096059,"Baja"
"17877","3044_2",2,2,1,3,2,3,3,2,3,3,3,3,12.2182431963796,"Baja"
"17878","3044_3",3,3,3,3,3,1,3,1,4,1,1,1,11.5509479314095,"Baja"
"17879","3044_4",4,4,3,4,4,3,2,3,3,3,3,2,18.8772477834154,"Alta"
"17880","3044_5",4,4,2,3,3,1,3,3,3,3,3,3,16.9729847099967,"Media"
"17881","3044_6",4,4,1,4,4,4,4,1,4,4,4,1,19.0236962994265,"Alta"
"17882","3044_7",4,4,4,4,4,4,4,2,4,4,3,4,23.4893909853474,"Muy Alta"
"17883","3044_8",1,4,1,1,4,4,4,4,4,4,1,4,16.8187871375022,"Media"
"17884","3044_9",4,4,3,3,3,3,4,2,4,4,4,2,20.6492638691385,"Alta"
"17885","3044_11",2,3,2,3,3,3,3,3,3,3,3,2,15.0508836596732,"Media"
"17886","3044_12",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"17887","3044_13",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17888","3044_14",4,4,4,4,4,3,1,4,4,4,4,4,23.3971088564807,"Muy Alta"
"17889","3044_15",4,4,3,3,3,3,1,4,2,1,1,1,13.3365942683761,"Baja"
"17890","3044_16",4,4,3,4,4,1,4,1,4,1,1,2,15.5148127759375,"Media"
"17891","3044_18",4,4,4,4,4,4,4,2,4,4,4,4,24.2735289891474,"Muy Alta"
"17892","3044_20",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17893","3045_1",3,3,3,3,3,3,2,2,1,1,1,1,9.93656076031158,"Muy baja"
"17894","3045_2",3,4,4,4,4,4,2,2,2,3,3,1,17.3595983099926,"Media"
"17895","3045_3",4,4,4,4,4,4,4,4,4,4,2,2,23.371396290892,"Muy Alta"
"17896","3045_4",4,4,4,4,4,4,4,4,4,3,2,3,23.1016472074124,"Muy Alta"
"17897","3045_5",4,3,3,3,3,3,3,1,3,3,2,3,15.6035061749942,"Media"
"17898","3046_1",4,4,1,4,1,1,4,3,4,4,4,4,18.7011435741292,"Alta"
"17899","3046_2",4,4,4,4,4,4,1,1,4,4,4,1,19.8987741597976,"Alta"
"17900","3046_5",2,3,2,2,1,1,3,2,4,3,3,3,12.7906361219229,"Baja"
"17901","3047_1",1,1,1,1,1,1,4,1,3,3,3,4,8.39701110734396,"Muy baja"
"17902","3047_2",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"17903","3047_3",4,3,4,4,3,3,4,1,2,2,1,1,14.3875564973903,"Baja"
"17904","3047_4",3,2,2,3,2,3,4,3,4,4,3,4,17.6036757200574,"Media"
"17905","3048_1",4,4,4,4,4,4,1,1,4,1,1,1,15.2650276134422,"Media"
"17906","3048_2",4,4,4,4,4,4,1,2,4,4,4,4,22.1946261938254,"Muy Alta"
"17907","3048_3",2,3,4,3,2,3,1,3,4,4,4,3,17.8456358419338,"Media"
"17908","3048_4",4,4,4,4,4,4,2,4,4,4,3,4,23.7509892874884,"Muy Alta"
"17909","3048_5",4,4,4,4,4,4,3,2,4,4,3,4,22.7964233869067,"Muy Alta"
"17910","3049_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17911","3049_3",4,4,1,1,4,4,4,4,4,4,1,4,19.0821951946123,"Alta"
"17912","3049_4",4,4,4,4,4,4,4,4,4,4,2,4,24.3527864805697,"Muy Alta"
"17913","3049_5",3,3,2,2,4,2,1,2,1,2,2,2,10.0406748416537,"Muy baja"
"17914","3050_1",3,3,2,2,2,2,4,4,4,4,3,2,17.302746158181,"Media"
"17915","3050_2",3,4,4,4,2,1,4,4,3,4,2,3,19.4893608594688,"Alta"
"17916","3050_3",3,3,3,3,3,2,2,3,3,3,3,1,15.161299700961,"Media"
"17917","3050_4",4,4,4,4,4,4,4,2,2,2,1,1,17.1712826733255,"Media"
"17918","3050_5",1,4,4,3,3,3,1,4,4,2,4,2,17.4182583776561,"Media"
"17919","3051_1",4,4,1,4,4,4,2,1,4,4,1,4,16.7574323756617,"Media"
"17920","3051_2",4,4,4,4,4,4,1,1,4,4,4,4,21.3708594443142,"Alta"
"17921","3051_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17922","3051_4",2,2,2,2,2,2,3,3,3,3,3,3,13.0707951192666,"Baja"
"17923","3051_5",4,3,3,3,3,3,2,2,4,3,2,1,15.6313444680211,"Media"
"17924","3052_1",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"17925","3052_2",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"17926","3052_3",1,4,1,1,1,1,4,1,4,1,1,1,7.15189756066046,"Muy baja"
"17927","3052_4",3,3,3,3,3,4,2,2,1,3,2,2,13.1773330519545,"Baja"
"17928","3053_1",2,4,2,1,1,1,2,1,4,1,1,1,7.50509193471353,"Muy baja"
"17929","3053_2",3,3,4,3,3,3,2,1,4,2,3,2,15.5521575050247,"Media"
"17930","3053_3",2,4,4,4,4,3,2,1,3,3,3,1,16.2147407033785,"Media"
"17931","3053_4",4,4,4,4,4,4,2,2,4,2,4,1,19.8946201511125,"Alta"
"17932","3053_5",1,4,3,3,1,1,3,1,3,4,4,1,13.2052160317126,"Baja"
"17933","3054_1",2,4,2,3,3,1,1,1,3,2,1,1,9.12046693375663,"Muy baja"
"17934","3054_2",2,2,2,2,2,2,1,1,3,1,1,1,5.96677186944824,"Muy baja"
"17935","3054_3",3,4,4,2,2,2,3,2,4,3,1,1,14.9247191405679,"Media"
"17936","3054_4",3,4,4,3,1,1,2,1,3,1,1,1,10.372100810221,"Muy baja"
"17937","3054_5",4,4,4,4,4,1,3,2,4,2,4,2,19.7431303352909,"Alta"
"17938","3055_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17939","3055_2",1,1,4,4,4,4,1,1,4,4,4,4,16.6697446167682,"Media"
"17940","3055_3",4,3,2,3,4,1,2,3,1,2,2,2,12.37765191443,"Baja"
"17941","3055_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17942","3055_6",3,3,4,4,1,1,4,2,4,4,4,4,19.2643192044625,"Alta"
"17943","3055_7",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"17944","3055_8",4,2,4,4,4,3,3,3,2,1,3,3,17.021115160031,"Media"
"17945","3055_9",4,4,4,4,2,2,3,2,4,4,4,3,20.7950852899771,"Alta"
"17946","3055_10",4,4,4,4,4,4,4,1,2,4,2,2,19.1432373790901,"Alta"
"17947","3055_12",4,4,4,4,4,4,2,2,4,2,2,2,18.8170392383514,"Alta"
"17948","3055_15",4,4,3,4,2,1,4,4,3,4,4,4,21.3181410957133,"Alta"
"17949","3055_16",2,3,2,3,2,2,3,3,4,3,3,3,15.2726175832009,"Media"
"17950","3055_18",4,4,4,4,4,3,3,2,4,4,1,3,20.2924014481007,"Alta"
"17951","3055_19",4,4,2,3,3,1,3,3,3,4,4,3,18.5175668921151,"Alta"
"17952","3055_20",2,2,3,3,2,2,1,4,4,4,2,1,13.8774564157572,"Baja"
"17953","3056_1",2,2,4,4,1,4,3,4,4,4,4,4,19.9869993382968,"Alta"
"17954","3056_2",4,4,4,4,4,3,4,1,4,4,4,1,21.5326261187526,"Alta"
"17955","3056_3",4,4,4,4,4,4,3,1,1,3,4,4,19.3610624679745,"Alta"
"17956","3056_4",4,4,4,4,4,4,4,4,4,4,2,3,23.8620913857309,"Muy Alta"
"17957","3056_5",4,3,4,4,2,2,2,3,3,4,4,2,18.7441910910959,"Alta"
"17958","3056_6",4,3,2,3,2,2,4,1,4,4,4,4,17.8622676643166,"Media"
"17959","3056_7",3,3,2,2,1,1,2,1,4,4,2,1,11.0232871111818,"Muy baja"
"17960","3056_8",2,4,4,2,2,1,4,4,4,4,4,4,20.650643523529,"Alta"
"17961","3056_9",3,4,4,2,4,1,4,4,4,4,4,4,22.8097922090557,"Muy Alta"
"17962","3056_10",2,2,1,2,1,1,3,3,4,4,3,2,12.0869228128707,"Baja"
"17963","3056_11",3,3,3,3,1,1,2,2,4,3,3,2,13.8569272083992,"Baja"
"17964","3056_12",3,3,3,3,3,1,2,2,4,4,4,4,17.7875789133521,"Media"
"17965","3056_13",3,4,3,3,3,2,4,1,4,2,4,2,17.1050885742533,"Media"
"17966","3056_14",1,3,3,1,1,1,4,4,4,3,4,4,16.1253369753977,"Media"
"17967","3056_15",4,4,4,3,3,2,4,4,4,4,4,4,23.8177969400359,"Muy Alta"
"17968","3056_16",4,4,4,2,4,2,4,4,4,3,2,4,21.6805922118743,"Alta"
"17969","3056_17",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"17970","3056_18",4,4,4,4,4,3,3,1,4,3,2,4,19.98302361891,"Alta"
"17971","3056_20",3,4,4,4,4,2,1,1,1,3,1,1,12.5060569500724,"Baja"
"17972","3057_1",3,4,2,1,1,1,1,1,4,1,1,1,7.56659368864289,"Muy baja"
"17973","3057_2",4,4,4,4,4,4,2,2,4,4,4,4,22.887593792266,"Muy Alta"
"17974","3057_3",3,4,4,3,3,3,3,4,4,4,1,1,18.9909115296756,"Alta"
"17975","3057_4",3,3,1,2,3,2,4,4,3,4,4,4,17.9075244680385,"Media"
"17976","3057_5",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"17977","3058_1",4,4,4,4,4,4,2,2,3,2,2,2,17.9386099067172,"Media"
"17978","3058_2",3,3,3,3,3,3,3,3,4,3,3,2,17.6684425622418,"Media"
"17979","3058_3",3,4,3,3,3,2,3,3,3,3,3,2,17.1575313177192,"Media"
"17980","3058_4",4,4,4,4,4,4,4,2,4,4,4,3,23.7828338943085,"Muy Alta"
"17981","3058_5",4,4,2,4,4,4,4,3,3,3,3,3,20.2142686929383,"Alta"
"17982","3059_2",3,4,1,1,1,1,1,1,1,4,2,1,7.01211601393135,"Muy baja"
"17983","3059_3",4,4,3,3,3,3,4,4,4,4,4,4,23.2781875578386,"Muy Alta"
"17984","3059_4",2,4,1,1,3,3,1,1,4,4,4,4,14.2280769544713,"Baja"
"17985","3059_5",4,4,4,4,4,4,1,1,1,1,4,1,14.9821536299396,"Media"
"17986","3060_1",3,4,1,3,2,1,2,4,4,4,4,1,16.1039359476293,"Media"
"17987","3060_2",4,4,2,2,4,4,4,4,4,3,4,4,22.1696494550797,"Muy Alta"
"17988","3060_3",4,4,2,1,1,1,1,1,4,4,1,1,10.6023955759683,"Muy baja"
"17989","3060_4",4,4,3,3,3,4,4,4,4,4,4,4,23.7232383942056,"Muy Alta"
"17990","3060_5",4,4,4,2,1,2,4,4,4,4,4,4,21.9022933980578,"Alta"
"17991","3061_1",4,3,3,3,3,3,2,2,2,2,2,2,13.6047367212732,"Baja"
"17992","3061_2",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"17993","3061_3",3,3,3,4,4,4,2,2,2,2,4,1,15.5860629934311,"Media"
"17994","3061_4",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"17995","3061_5",3,3,3,3,3,3,2,2,3,2,2,2,13.7286967005373,"Baja"
"17996","3062_1",3,3,3,3,3,3,3,3,3,3,3,2,16.7900132306076,"Media"
"17997","3062_2",4,3,3,3,3,3,2,2,3,3,2,2,15.2436102312258,"Media"
"17998","3062_4",1,1,2,2,2,2,1,2,2,3,4,3,9.19976356919127,"Muy baja"
"17999","3063_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18000","3063_2",3,4,2,3,4,1,4,2,4,4,4,1,18.2316771972094,"Media"
"18001","3063_3",4,3,2,2,1,1,2,3,4,3,1,1,11.8807077804557,"Baja"
"18002","3063_4",4,4,1,4,4,3,4,2,4,2,4,2,18.3722189507725,"Media"
"18003","3063_5",4,4,2,4,4,4,4,4,4,4,4,4,23.951742051041,"Muy Alta"
"18004","3064_1",4,4,4,4,4,4,3,3,3,3,3,3,21.4906215316264,"Alta"
"18005","3064_2",3,3,3,3,3,3,2,3,4,4,3,3,18.2266142369585,"Media"
"18006","3064_3",3,3,3,3,3,3,2,3,4,4,2,2,16.9517811383196,"Media"
"18007","3064_4",3,4,4,4,4,4,4,4,4,4,4,4,25.1665931357997,"Muy Alta"
"18008","3065_1",3,3,3,3,3,3,3,3,4,3,3,3,18.1591376570807,"Media"
"18009","3065_2",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"18010","3065_4",4,4,3,4,1,4,4,2,4,4,4,4,21.181849770848,"Alta"
"18011","3065_5",4,4,4,4,1,1,4,1,4,4,4,4,20.0075907308,"Alta"
"18012","3065_6",4,4,4,3,3,3,4,1,4,4,4,4,21.7915475278694,"Alta"
"18013","3065_7",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"18014","3065_9",3,4,4,4,4,4,4,4,4,4,3,2,23.401064942322,"Muy Alta"
"18015","3065_12",3,3,3,3,3,3,3,3,4,4,4,3,19.7037198391992,"Alta"
"18016","3065_13",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18017","3065_14",3,3,3,3,3,3,3,3,4,4,3,3,18.9195818353992,"Alta"
"18018","3065_15",3,3,3,3,3,3,2,1,4,2,2,2,13.7833592826603,"Baja"
"18019","3065_16",3,3,3,3,3,3,1,4,4,4,4,3,19.141551391829,"Alta"
"18020","3065_17",4,4,3,2,1,4,4,3,4,4,4,4,20.9839681027164,"Alta"
"18021","3065_18",3,3,3,3,3,3,4,4,4,4,4,4,21.7111492819899,"Alta"
"18022","3065_19",4,4,4,4,4,4,4,1,4,4,4,4,23.4497622396362,"Muy Alta"
"18023","3065_20",4,4,4,3,3,3,4,3,4,4,4,3,22.9483859320529,"Muy Alta"
"18024","3066_1",4,4,4,4,4,4,4,1,4,4,1,4,21.0973482282362,"Alta"
"18025","3066_2",4,4,3,3,3,3,3,4,4,3,4,4,21.8247757810794,"Alta"
"18026","3066_3",3,3,3,3,1,1,1,1,4,1,1,1,8.7603334013715,"Muy baja"
"18027","3066_4",4,4,2,2,2,2,4,2,4,4,4,4,18.987779128485,"Alta"
"18028","3066_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18029","3066_6",4,3,3,3,2,2,2,3,3,3,3,3,16.1948195764305,"Media"
"18030","3066_7",3,3,2,3,2,1,2,3,4,3,3,3,14.8890685007632,"Media"
"18031","3066_8",3,3,3,3,2,3,2,3,3,3,3,3,15.8854010604275,"Media"
"18032","3066_9",2,3,2,2,2,2,2,3,4,4,2,2,13.5544368556184,"Baja"
"18033","3066_10",1,1,3,4,4,4,4,4,4,4,4,3,19.7445923472205,"Alta"
"18034","3066_11",4,4,4,3,3,3,2,4,4,4,4,2,21.8955223898439,"Alta"
"18035","3066_12",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18036","3066_13",4,4,4,4,4,4,4,4,4,4,3,4,25.1369244843697,"Muy Alta"
"18037","3066_14",4,4,4,4,4,4,4,2,3,4,4,4,23.3950996575132,"Muy Alta"
"18038","3066_15",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18039","3066_16",4,4,4,4,4,4,3,4,4,4,3,3,23.9532617910902,"Muy Alta"
"18040","3066_17",4,4,4,3,4,4,1,1,1,4,4,2,17.2433570509125,"Media"
"18041","3066_18",3,4,4,4,4,4,1,1,4,4,4,4,20.6163900919441,"Alta"
"18042","3066_19",3,2,2,2,2,2,1,3,4,4,1,1,11.5285365874302,"Baja"
"18043","3066_20",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18044","3067_1",3,3,3,3,3,3,2,2,2,3,2,2,13.6107115472216,"Baja"
"18045","3067_2",3,3,3,3,3,3,2,2,3,3,3,3,15.7639739774946,"Media"
"18046","3067_3",3,3,3,4,3,3,1,2,4,4,3,2,16.7300090029892,"Media"
"18047","3067_4",3,3,2,4,3,3,2,2,4,3,3,3,16.1685672993859,"Media"
"18048","3067_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18049","3067_6",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"18050","3067_7",2,3,3,2,2,2,3,3,3,3,3,3,14.8680242613096,"Media"
"18051","3067_8",4,4,4,4,4,4,2,1,4,3,3,1,19.0471595761198,"Alta"
"18052","3067_9",4,4,4,4,4,3,3,4,4,4,4,2,23.8016538636843,"Muy Alta"
"18053","3067_10",4,4,4,4,4,4,2,1,4,4,4,4,22.0638270427549,"Alta"
"18054","3067_11",4,4,4,4,4,4,4,2,3,3,3,3,21.3598223805559,"Alta"
"18055","3067_13",4,4,4,4,2,3,4,4,4,4,4,4,24.071332318646,"Muy Alta"
"18056","3067_14",4,4,3,3,2,3,4,3,4,4,4,2,20.7706909520713,"Alta"
"18057","3067_15",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
