"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"31848","4971_3",4,4,2,4,4,4,4,4,4,4,4,4,23.951742051041,"Muy Alta"
"31849","4971_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31850","4971_5",3,4,4,4,4,4,4,4,4,4,4,4,25.1665931357997,"Muy Alta"
"31851","4972_1",3,4,2,3,4,2,1,3,4,1,1,2,13.278540536249,"Baja"
"31852","4972_2",4,4,3,3,4,3,2,2,4,3,1,1,16.3621150542781,"Media"
"31853","4972_3",3,4,4,4,4,3,2,3,4,4,4,4,22.5118403530401,"Muy Alta"
"31854","4972_4",3,4,4,4,4,1,1,1,4,3,1,1,14.6962941086079,"Baja"
"31855","4972_5",2,4,4,4,4,1,1,1,4,2,2,1,13.9655185817194,"Baja"
"31856","4973_1",4,4,4,4,4,3,1,1,4,2,1,1,15.5804209553936,"Media"
"31857","4973_2",4,4,4,4,4,4,2,1,2,2,3,1,16.529856734533,"Media"
"31858","4973_3",3,4,3,4,3,3,2,2,3,3,3,2,16.5966720149558,"Media"
"31859","4973_4",2,2,3,3,3,2,3,2,4,4,3,3,16.0837259736723,"Media"
"31860","4973_5",3,4,4,4,4,3,4,4,4,3,4,4,23.9610981211142,"Muy Alta"
"31861","4974_2",2,3,3,3,3,1,3,3,3,3,2,2,14.3613042017035,"Baja"
"31862","4974_3",1,2,2,3,3,2,2,2,1,3,1,2,8.19692552863722,"Muy baja"
"31863","4974_4",3,4,4,4,4,2,1,2,4,2,3,1,16.7729435237677,"Media"
"31864","4974_5",2,2,3,4,4,2,1,4,2,4,4,3,16.5857674917447,"Media"
"31865","4975_2",4,4,3,4,4,2,4,4,4,4,4,3,23.5556055020324,"Muy Alta"
"31866","4975_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31867","4975_5",1,4,4,4,4,4,4,4,4,4,4,4,23.6576544310596,"Muy Alta"
"31868","4976_1",3,3,2,3,2,2,1,2,1,1,1,1,7.11154244036112,"Muy baja"
"31869","4976_2",4,4,4,4,4,4,1,1,3,1,1,1,14.386598281808,"Baja"
"31870","4976_3",1,4,1,4,4,1,1,1,1,1,1,1,6.07719839663512,"Muy baja"
"31871","4976_4",4,4,4,4,4,4,4,1,1,1,1,1,14.7086424138616,"Baja"
"31872","4976_5",4,4,4,4,4,4,2,4,4,1,4,3,21.7630996614941,"Alta"
"31873","4977_1",2,3,3,3,2,2,1,1,2,1,1,1,7.39639588867847,"Muy baja"
"31874","4977_2",4,4,4,4,4,2,3,1,1,1,1,1,13.1255731426868,"Baja"
"31875","4977_3",3,3,3,3,3,3,4,3,2,3,2,3,16.311108588453,"Media"
"31876","4977_4",3,3,3,3,3,2,2,1,4,2,1,1,12.0634753476544,"Baja"
"31877","4977_5",3,4,4,4,4,4,4,2,4,1,4,3,20.7470320069831,"Alta"
"31878","4978_1",2,3,3,4,3,2,1,1,4,1,1,1,10.3664184273466,"Muy baja"
"31879","4978_2",4,4,4,4,4,3,4,4,4,3,4,3,24.2248723786454,"Muy Alta"
"31880","4978_3",3,3,4,4,3,2,1,3,4,2,1,2,15.0042207704607,"Media"
"31881","4978_4",1,4,4,3,3,2,1,1,4,2,1,1,11.6587981865166,"Baja"
"31882","4978_5",3,3,3,4,3,2,1,1,4,1,1,1,11.1208877797166,"Baja"
"31883","4979_1",3,4,4,4,4,3,1,1,4,1,1,1,14.065507424705,"Baja"
"31884","4979_2",3,4,4,4,4,3,1,1,4,1,1,1,14.065507424705,"Baja"
"31885","4979_3",2,2,3,4,4,3,2,4,4,1,3,2,15.9244789562265,"Media"
"31886","4979_4",3,4,4,4,4,4,3,3,4,1,4,2,20.3871360632147,"Alta"
"31887","4979_5",3,4,3,4,4,3,3,2,4,2,3,2,18.1099644332906,"Media"
"31888","4980_1",2,4,3,4,4,2,1,1,1,3,4,1,13.119341390538,"Baja"
"31889","4980_2",3,4,3,4,3,2,3,2,3,4,2,1,16.330199856709,"Media"
"31890","4980_3",2,4,4,4,4,3,1,1,1,1,1,1,10.6757500774324,"Muy baja"
"31891","4980_4",3,3,2,3,2,2,1,1,1,1,1,1,6.28777569084994,"Muy baja"
"31892","4980_5",3,4,2,4,3,2,3,3,4,3,3,1,17.0714295447716,"Media"
"31893","4981_1",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"31894","4981_2",3,3,3,4,4,2,1,2,3,2,3,1,14.0972850500905,"Baja"
"31895","4981_3",4,4,4,4,4,3,4,4,4,1,4,4,23.1946791168473,"Muy Alta"
"31896","4981_4",4,3,2,4,4,2,1,3,3,3,4,3,17.2168333052035,"Media"
"31897","4982_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31898","4982_2",4,4,2,4,4,2,1,4,4,3,4,4,20.2222934046664,"Alta"
"31899","4982_4",3,3,2,4,4,2,2,4,1,3,3,3,15.4381016337169,"Media"
"31900","4982_5",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"31901","4983_1",4,4,4,4,4,4,4,2,2,2,2,3,18.9368108668032,"Alta"
"31902","4983_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31903","4983_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31904","4984_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31905","4984_2",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"31906","4984_3",4,4,4,4,4,4,4,3,4,4,3,4,24.3131577348586,"Muy Alta"
"31907","4984_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31908","4984_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31909","4985_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31910","4985_2",4,4,4,4,4,4,4,3,4,3,4,1,22.8647662758235,"Muy Alta"
"31911","4985_3",4,4,4,4,4,4,2,2,2,4,4,4,21.1307351289977,"Alta"
"31912","4985_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31913","4986_1",1,4,4,4,4,4,4,4,4,4,4,4,23.6576544310596,"Muy Alta"
"31914","4986_2",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31915","4986_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31916","4986_4",4,4,4,4,4,4,4,4,4,3,4,2,24.1792281201736,"Muy Alta"
"31917","4986_5",4,4,4,4,4,2,3,3,3,3,3,3,20.6005198588922,"Alta"
"31918","4987_2",4,4,4,4,4,4,1,4,4,4,4,2,22.86076950317,"Muy Alta"
"31919","4987_4",4,4,4,4,4,4,4,4,2,4,4,4,24.1642038249014,"Muy Alta"
"31920","4987_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31921","4988_1",3,4,4,4,3,2,2,2,4,4,2,2,17.9910169033058,"Media"
"31922","4988_2",4,4,4,4,4,4,2,2,2,2,2,2,17.060180575083,"Media"
"31923","4988_3",4,4,4,4,4,4,4,1,4,4,1,1,19.6252629437196,"Alta"
"31924","4988_4",4,4,4,4,4,4,3,1,1,1,1,1,14.0156748154209,"Baja"
"31925","4988_5",4,4,4,4,1,1,1,1,4,1,1,1,11.822856104606,"Baja"
"31926","4989_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31927","4989_4",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31928","4989_5",2,3,3,4,4,4,4,4,4,4,4,4,22.6148946413867,"Muy Alta"
"31929","4990_1",4,4,4,4,4,3,4,4,3,4,3,4,23.8134443163685,"Muy Alta"
"31930","4990_2",4,4,3,4,4,3,4,4,2,4,4,4,22.7344927699699,"Muy Alta"
"31931","4990_3",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"31932","4990_4",3,3,2,3,4,1,3,4,1,3,4,4,16.450027285608,"Media"
"31933","4991_1",4,4,3,4,4,2,4,3,2,3,4,2,19.7238408160955,"Alta"
"31934","4991_2",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31935","4991_3",4,4,3,3,4,3,4,4,4,4,4,3,23.489832129578,"Muy Alta"
"31936","4991_4",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"31937","4991_5",4,4,3,4,4,4,3,2,3,3,2,2,18.4073614649119,"Media"
"31938","4992_1",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"31939","4992_2",4,4,4,4,4,4,2,4,4,4,2,4,22.9668512836884,"Muy Alta"
"31940","4992_3",4,4,4,4,4,4,4,4,4,4,3,3,24.6462293895309,"Muy Alta"
"31941","4992_4",4,4,4,4,4,4,2,2,4,4,4,3,22.3968986974272,"Muy Alta"
"31942","4992_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31943","4993_1",4,4,4,4,4,4,4,4,3,4,4,2,24.0612429668578,"Muy Alta"
"31944","4993_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31945","4993_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31946","4993_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31947","4994_1",4,4,4,4,4,4,3,4,4,4,4,2,24.2467047000514,"Muy Alta"
"31948","4994_2",4,4,3,4,4,2,3,4,4,4,4,3,22.8626379035917,"Muy Alta"
"31949","4994_3",4,4,3,4,3,2,1,1,4,2,3,1,15.0166462414838,"Media"
"31950","4994_4",4,3,1,3,2,1,1,1,2,2,1,1,7.25140749824119,"Muy baja"
"31951","4994_5",4,4,4,4,4,3,1,3,1,3,3,3,17.9027768351096,"Media"
"31952","4995_1",4,4,4,4,4,2,1,1,4,4,4,4,20.4807577715801,"Alta"
"31953","4995_2",4,4,4,4,4,4,1,2,3,2,2,4,18.2270324979542,"Media"
"31954","4995_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31955","4995_4",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31956","4995_5",4,4,4,3,3,3,3,3,4,4,4,4,22.7461134284511,"Muy Alta"
"31957","4996_1",4,4,4,4,4,4,3,2,3,4,4,4,22.7021320590725,"Muy Alta"
"31958","4996_2",2,3,3,4,4,3,4,4,4,4,4,3,21.6791487101807,"Alta"
"31959","4996_3",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31960","4996_4",4,3,3,4,4,2,2,4,4,4,4,2,20.8664062868335,"Alta"
"31961","4996_5",3,2,4,4,4,3,2,1,1,2,2,2,12.5333264582433,"Baja"
"31962","4997_1",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"31963","4997_2",4,4,4,4,3,3,4,3,4,4,4,1,22.4778199511966,"Muy Alta"
"31964","4997_3",4,4,4,4,2,3,1,2,4,1,1,1,14.2390641934296,"Baja"
"31965","4997_4",4,4,4,4,4,3,3,4,4,4,4,4,24.783044053362,"Muy Alta"
"31966","4997_5",4,4,4,4,4,2,1,2,2,1,2,2,14.7166671255897,"Baja"
"31967","4998_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31968","4998_2",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"31969","4998_3",2,4,2,4,4,4,1,3,4,4,4,3,19.0494387066288,"Alta"
"31970","4998_4",4,4,4,4,4,4,4,2,4,4,4,3,23.7828338943085,"Muy Alta"
"31971","4998_5",4,4,4,4,4,4,4,4,3,4,4,4,25.0426331565356,"Muy Alta"
"31972","4999_1",3,4,4,2,3,1,3,3,4,4,3,3,19.3158850958866,"Alta"
"31973","4999_2",4,4,3,3,3,3,2,2,1,2,1,1,12.2640432144787,"Baja"
"31974","4999_3",3,4,3,4,4,3,4,2,1,2,1,1,14.1086729343898,"Baja"
"31975","4999_5",4,4,4,4,4,3,2,2,2,2,3,4,18.3806579321937,"Media"
"31976","5000_2",4,4,4,4,4,4,4,4,4,4,4,1,24.4489772036532,"Muy Alta"
"31977","5000_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31978","5000_5",4,4,4,4,4,4,3,4,2,4,4,3,22.9805411316218,"Muy Alta"
"31979","5001_1",3,3,3,4,3,3,2,3,3,3,3,4,17.5892600306661,"Media"
"31980","5001_2",4,4,4,4,4,3,4,4,4,4,4,2,24.494621462125,"Muy Alta"
"31981","5001_4",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"31982","5002_1",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"31983","5002_2",3,3,3,4,4,3,2,2,2,4,2,2,15.5843196009398,"Media"
"31984","5002_3",3,4,4,4,4,3,2,4,2,2,4,4,20.057860082646,"Alta"
"31985","5002_4",4,4,4,4,4,4,4,4,4,3,3,4,24.3764803060513,"Muy Alta"
"31986","5002_5",2,4,4,4,4,4,1,3,3,3,1,1,16.0460814327272,"Media"
"31987","5003_1",4,4,4,4,4,4,3,3,2,3,1,1,18.0625260027144,"Media"
"31988","5003_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"31989","5003_3",4,4,4,4,4,4,1,1,4,1,1,1,15.2650276134422,"Media"
"31990","5003_4",4,4,4,4,4,4,2,2,2,2,2,1,16.5694854802441,"Media"
"31991","5003_5",4,4,4,4,4,4,1,1,1,1,1,1,12.6297396185396,"Baja"
"31992","5004_1",4,4,3,4,4,3,1,3,4,4,4,4,21.5886818884051,"Alta"
"31993","5004_2",3,3,3,3,3,2,1,2,4,4,4,4,17.5396621512784,"Media"
"31994","5004_3",4,4,3,4,3,2,1,4,4,4,4,2,20.2836679452931,"Alta"
"31995","5004_4",3,4,4,4,4,4,3,3,3,3,3,3,20.7361521792563,"Alta"
"31996","5004_5",4,4,4,4,4,4,2,3,4,4,4,4,23.7113605417772,"Muy Alta"
"31997","5005_1",4,4,4,4,4,4,3,3,3,3,3,2,20.9999264367875,"Alta"
"31998","5005_2",4,4,3,4,4,4,4,4,4,4,4,4,24.9364022696054,"Muy Alta"
"31999","5005_3",3,4,1,4,4,4,2,3,4,3,3,2,17.4769381619178,"Media"
"32000","5005_4",4,4,4,4,4,4,4,4,4,3,4,4,25.1606183098513,"Muy Alta"
"32001","5005_5",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"32002","5006_2",3,4,3,4,4,3,4,3,2,4,3,2,19.390728474611,"Alta"
"32003","5006_3",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"32004","5006_4",3,4,4,4,4,3,4,4,4,4,4,1,23.2494570149161,"Muy Alta"
"32005","5006_5",4,4,4,4,4,4,2,2,4,2,2,1,18.3263441435125,"Media"
"32006","5007_1",3,4,4,4,4,3,4,4,3,3,4,4,23.08266878948,"Muy Alta"
"32007","5007_2",4,4,3,4,4,4,4,1,4,4,3,3,21.190268922433,"Alta"
"32008","5007_3",4,4,3,4,4,3,2,3,3,1,3,2,17.3563594267784,"Media"
"32009","5007_4",4,4,4,4,4,4,1,4,4,4,4,1,22.3700744083311,"Muy Alta"
"32010","5007_5",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"32011","5008_1",2,2,2,3,3,3,2,2,1,2,2,2,9.42013954285588,"Muy baja"
"32012","5008_2",4,4,4,3,3,3,4,2,3,4,3,3,20.4620518471075,"Alta"
"32013","5008_3",3,4,4,4,4,3,4,4,4,4,4,3,24.2308472045938,"Muy Alta"
"32014","5008_4",4,4,4,4,4,4,3,2,1,3,3,4,19.4006912136857,"Alta"
"32015","5008_5",4,4,4,4,4,4,3,3,3,3,3,3,21.4906215316264,"Alta"
"32016","5009_1",4,4,4,4,4,4,4,2,4,4,1,1,20.4490296932308,"Alta"
"32017","5009_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32018","5009_4",4,4,4,4,4,2,1,3,4,4,4,1,20.6562059860858,"Alta"
"32019","5009_5",4,4,4,4,4,4,4,4,4,4,1,1,22.0965631922531,"Alta"
"32020","5010_1",4,4,4,4,4,4,1,1,2,1,2,3,15.2736971436515,"Media"
"32021","5010_2",4,4,4,4,4,3,1,1,1,1,1,2,12.6753838770114,"Baja"
"32022","5010_3",4,4,4,4,4,4,4,3,1,4,4,4,22.462007743756,"Muy Alta"
"32023","5010_4",4,4,4,4,4,3,4,3,2,3,2,2,19.5852758634269,"Alta"
"32024","5010_5",4,4,3,3,4,3,4,4,4,4,4,4,23.9805272244169,"Muy Alta"
"32025","5011_1",3,3,3,4,3,2,3,3,3,4,2,2,16.8320927775804,"Media"
"32026","5011_2",4,3,2,4,3,3,1,3,1,3,2,2,13.143714709285,"Baja"
"32027","5011_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32028","5011_4",2,3,4,4,4,4,2,4,4,4,4,2,21.232229473392,"Alta"
"32029","5011_5",4,4,4,4,4,3,2,4,4,4,4,4,24.0900764549213,"Muy Alta"
"32030","5012_1",3,4,4,4,4,3,3,4,4,3,3,4,22.4839925188735,"Muy Alta"
"32031","5012_3",4,3,3,4,4,4,3,4,1,4,4,3,20.3048826579446,"Alta"
"32032","5012_4",4,4,3,4,4,3,2,3,4,2,2,2,18.2110949329311,"Media"
"32033","5012_5",4,4,3,4,4,3,3,2,3,3,3,2,18.7464486323449,"Alta"
"32034","5013_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32035","5013_2",4,4,4,4,4,4,4,3,2,2,4,4,21.8195487187533,"Alta"
"32036","5013_3",4,4,4,4,4,4,2,2,4,4,4,4,22.887593792266,"Muy Alta"
"32037","5013_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32038","5013_5",4,4,4,4,4,4,1,3,1,3,4,4,19.6226607701155,"Alta"
"32039","5014_1",3,4,4,4,4,4,1,2,1,1,3,1,14.2673130232808,"Baja"
"32040","5014_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32041","5014_3",4,4,4,4,4,4,4,4,4,2,4,4,24.4001741315328,"Muy Alta"
"32042","5014_4",4,4,1,1,1,1,4,4,4,1,4,4,15.7111051622208,"Media"
"32043","5014_5",4,4,4,4,4,4,4,4,4,3,4,2,24.1792281201736,"Muy Alta"
"32044","5015_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32045","5015_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32046","5015_3",1,4,1,4,4,1,1,3,2,3,2,4,12.3802728722452,"Baja"
"32047","5015_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32048","5015_5",3,4,4,4,4,4,3,4,3,2,4,2,21.0929176594102,"Alta"
"32049","5016_1",4,4,4,4,4,3,4,1,4,3,3,1,19.9880439366341,"Alta"
"32050","5016_2",3,4,4,4,4,4,4,4,3,4,4,4,24.2881638041655,"Muy Alta"
"32051","5016_3",3,3,3,3,4,1,2,1,3,2,1,1,11.4423348462315,"Baja"
"32052","5017_2",4,4,4,4,4,4,3,3,3,2,3,3,20.7301773533079,"Alta"
"32053","5017_3",4,4,4,4,4,4,4,4,4,4,3,2,24.155534294692,"Muy Alta"
"32054","5017_4",4,4,4,4,4,4,2,3,2,3,3,3,19.9192246015515,"Alta"
"32055","5017_5",3,4,3,4,4,4,4,4,4,3,2,2,20.8718225416391,"Alta"
"32056","5018_1",3,4,3,4,4,3,1,4,1,4,1,4,16.6702772792436,"Media"
"32057","5018_2",4,3,4,4,4,4,2,2,4,3,3,3,20.0397475918301,"Alta"
"32058","5018_3",4,4,4,4,3,4,4,4,4,4,2,2,22.6690566243137,"Muy Alta"
"32059","5018_4",1,4,4,4,4,4,1,3,4,2,3,3,17.9592634309506,"Media"
"32060","5018_5",3,4,4,4,4,4,2,3,3,4,3,2,20.3129336642953,"Alta"
"32061","5019_1",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"32062","5019_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32063","5019_3",4,4,4,4,4,4,1,4,3,4,4,4,22.9637303612135,"Muy Alta"
"32064","5019_5",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"32065","5020_2",3,3,2,4,4,2,4,4,4,4,3,3,20.2197690038193,"Alta"
"32066","5020_3",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"32067","5020_4",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"32068","5020_5",2,1,1,4,4,1,1,4,4,4,4,4,15.6063810528774,"Media"
"32069","5021_1",2,4,4,4,4,3,4,4,4,2,4,4,22.4461845904257,"Muy Alta"
"32070","5021_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32071","5021_3",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"32072","5021_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32073","5022_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32074","5022_3",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"32075","5022_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32076","5023_1",3,4,4,3,3,3,2,4,3,4,4,3,20.7533188006785,"Alta"
"32077","5023_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32078","5023_3",4,4,4,4,4,4,2,4,2,4,4,2,21.7968784383423,"Alta"
"32079","5023_4",4,4,4,4,4,4,3,4,3,4,4,3,23.858970463256,"Muy Alta"
"32080","5023_5",1,4,4,4,4,4,4,4,4,4,4,4,23.6576544310596,"Muy Alta"
"32081","5024_1",3,4,3,4,4,4,4,4,4,4,4,1,22.7098476327187,"Muy Alta"
"32082","5024_2",3,3,3,2,4,1,1,2,2,3,3,3,13.4939908324426,"Baja"
"32083","5024_3",2,2,3,1,2,2,3,3,2,3,3,4,13.1568968922143,"Baja"
"32084","5024_5",4,4,4,4,4,2,1,2,1,1,1,1,12.5634046953166,"Baja"
"32085","5025_1",4,3,3,3,1,2,3,1,1,3,2,2,11.5062222473632,"Baja"
"32086","5025_2",4,4,3,2,3,3,1,1,1,1,2,1,10.260178483187,"Muy baja"
"32087","5025_3",4,3,4,1,1,1,4,3,1,4,2,4,15.1065186773769,"Media"
"32088","5025_4",4,4,4,4,3,1,4,2,3,1,1,4,16.7238609354782,"Media"
"32089","5025_5",4,4,2,2,3,3,4,4,4,1,4,4,19.5013705954974,"Alta"
"32090","5026_1",1,4,4,4,3,1,1,1,3,3,1,1,11.6065864056552,"Baja"
"32091","5026_2",4,4,4,4,4,2,4,4,4,4,4,3,24.5402657205968,"Muy Alta"
"32092","5026_3",4,4,4,4,4,3,3,3,1,3,3,3,19.2887120319909,"Alta"
"32093","5026_4",4,4,4,4,4,2,3,3,3,3,3,3,20.6005198588922,"Alta"
"32094","5026_5",3,4,4,3,4,2,4,4,4,4,4,4,23.7656672542442,"Muy Alta"
"32095","5027_1",3,3,4,4,4,2,3,4,4,4,4,3,22.2802598463074,"Muy Alta"
"32096","5027_2",4,4,4,3,3,2,3,3,4,4,4,2,21.3196724024063,"Alta"
"32097","5027_3",4,4,3,3,3,1,3,4,4,4,4,4,21.6951182866638,"Alta"
"32098","5027_4",3,3,3,3,4,2,1,2,4,2,2,1,13.6807521691032,"Baja"
"32099","5027_5",4,4,4,4,4,4,3,4,4,4,4,2,24.2467047000514,"Muy Alta"
"32100","5028_1",2,3,4,2,2,2,3,3,1,4,3,3,14.8562699949241,"Media"
"32101","5028_2",4,4,4,4,4,4,4,4,2,4,4,3,23.6735087300625,"Muy Alta"
"32102","5028_3",2,3,4,4,4,4,2,4,1,4,4,4,19.5783316681671,"Alta"
"32103","5028_4",4,4,4,4,4,4,1,3,3,4,4,4,22.1399636117024,"Muy Alta"
"32104","5028_5",1,4,2,4,4,2,2,2,2,4,4,4,16.0079049620246,"Media"
"32105","5029_1",4,4,4,2,4,4,4,3,1,3,3,3,19.4050820491558,"Alta"
"32106","5029_2",4,4,4,4,4,4,4,4,4,3,4,4,25.1606183098513,"Muy Alta"
"32107","5029_4",3,1,3,2,3,2,3,3,1,4,4,4,14.9781140469898,"Media"
"32108","5029_5",4,4,4,3,2,2,4,4,1,1,4,4,18.1988367435996,"Media"
"32109","5030_1",3,4,3,4,2,1,1,2,2,3,2,2,12.6486957417685,"Baja"
"32110","5030_2",4,2,4,4,4,4,3,3,1,3,1,1,15.558958824123,"Media"
"32111","5030_3",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"32112","5030_4",4,4,4,4,4,4,3,2,2,2,2,3,18.2438432683625,"Media"
"32113","5030_5",4,4,4,4,4,4,1,1,1,1,2,2,13.9045727171785,"Baja"
"32114","5031_2",2,4,4,4,3,2,2,4,3,4,3,3,19.2804848169628,"Alta"
"32115","5031_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32116","5031_5",4,4,4,4,4,4,4,4,4,3,4,4,25.1606183098513,"Muy Alta"
"32117","5032_1",3,4,1,4,4,2,1,1,1,4,4,4,14.1370197686143,"Baja"
"32118","5032_2",4,4,4,4,3,3,1,1,1,2,1,3,13.2241834835904,"Baja"
"32119","5032_3",4,4,4,2,4,2,2,4,2,4,3,4,20.082380533843,"Alta"
"32120","5032_5",4,4,3,4,4,4,4,4,1,4,4,4,22.3011142747028,"Muy Alta"
"32121","5033_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32122","5033_4",4,4,4,4,4,3,4,4,2,4,4,4,23.7191529885343,"Muy Alta"
"32123","5033_5",4,4,3,4,4,4,2,2,1,2,2,2,15.1970910248844,"Media"
"32124","5034_1",3,3,3,4,4,2,2,3,1,3,3,3,15.5989951027701,"Media"
"32125","5034_2",4,4,4,4,4,4,4,3,1,3,3,3,20.4267304667987,"Alta"
"32126","5034_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"32127","5034_4",4,4,4,4,4,4,2,3,1,3,3,2,18.5501001750784,"Alta"
"32128","5035_1",2,2,2,2,4,2,3,3,2,4,4,4,15.6323223977465,"Media"
"32129","5035_2",4,4,4,4,4,4,3,4,3,3,3,4,22.8050833759764,"Muy Alta"
"32130","5035_5",4,3,4,4,4,3,1,2,1,3,3,4,16.7571362569586,"Media"
"32131","5036_1",3,4,3,4,4,3,2,4,1,4,2,2,17.1659926918066,"Media"
"32132","5036_2",2,2,2,3,2,1,2,2,3,3,3,3,11.6198341437691,"Baja"
"32133","5036_3",1,4,4,4,4,4,3,4,4,4,4,4,22.964686832619,"Muy Alta"
"32134","5036_4",4,4,4,4,2,2,1,2,4,3,2,1,16.0990397174995,"Media"
"32135","5036_5",3,4,2,3,4,3,2,3,1,4,4,4,17.3964077121874,"Media"
