"","vid","ingreso_viv","P5_2","prop_gasto","indice_aseq"
"747","1077_10",4400,0,0,2
"748","1077_11",8400,NA,NA,NA
"749","1077_12",NA,NA,NA,NA
"750","1077_13",NA,NA,NA,NA
"751","1077_14",19600,NA,NA,NA
"752","1077_15",2000,NA,NA,NA
"753","1077_16",6200,NA,NA,NA
"754","1077_17",4800,NA,NA,NA
"755","1077_18",800,NA,NA,NA
"756","1077_19",7700,NA,NA,NA
"757","1077_2",4000,0,0,2
"758","1077_20",3600,700,0.194444444444444,2
"759","1077_3",4000,NA,NA,NA
"760","1077_4",4800,NA,NA,NA
"761","1077_5",9600,NA,NA,NA
"762","1077_6",3000,NA,NA,NA
"763","1077_7",6000,NA,NA,NA
"764","1077_8",NA,NA,NA,NA
"765","1077_9",1600,NA,NA,NA
"766","1078_1",4800,NA,NA,NA
"767","1078_10",NA,NA,NA,NA
"768","1078_11",800,0,0,2
"769","1078_12",4000,NA,NA,NA
"770","1078_13",4000,NA,NA,NA
"771","1078_14",4800,NA,NA,NA
"772","1078_15",4000,NA,NA,NA
"773","1078_16",1600,NA,NA,NA
"774","1078_17",2800,NA,NA,NA
"775","1078_18",NA,NA,NA,NA
"776","1078_19",400,NA,NA,NA
"777","1078_2",3200,NA,NA,NA
"778","1078_20",5200,NA,NA,NA
"779","1078_3",NA,NA,NA,NA
"780","1078_4",NA,NA,NA,NA
"781","1078_5",2400,NA,NA,NA
"782","1078_6",400,NA,NA,NA
"783","1078_7",1200,NA,NA,NA
"784","1078_9",83.3333333333333,NA,NA,NA
"785","1079_1",NA,NA,NA,NA
"786","1079_10",3000,NA,NA,NA
"787","1079_11",3600,NA,NA,NA
"788","1079_12",2000,NA,NA,NA
"789","1079_13",2400,NA,NA,NA
"790","1079_14",NA,NA,NA,NA
"791","1079_15",2800,NA,NA,NA
"792","1079_16",4000,NA,NA,NA
"793","1079_17",3600,1500,0.416666666666667,1
"794","1079_18",1800,NA,NA,NA
"795","1079_19",NA,NA,NA,NA
"796","1079_2",9600,NA,NA,NA
"797","1079_20",1200,NA,NA,NA
"798","1079_3",2000,NA,NA,NA
"799","1079_4",5000,NA,NA,NA
"800","1079_5",4000,NA,NA,NA
"801","1079_6",6200,NA,NA,NA
"802","1079_7",NA,NA,NA,NA
"803","1079_8",NA,NA,NA,NA
"804","1079_9",NA,NA,NA,NA
"805","108_1",NA,NA,NA,NA
"806","108_2",12000,NA,NA,NA
"807","108_3",6000,NA,NA,NA
"808","108_4",NA,NA,NA,NA
"809","108_5",14400,NA,NA,NA
"810","1080_1",1600,NA,NA,NA
"811","1080_10",NA,NA,NA,NA
"812","1080_12",10000,NA,NA,NA
"813","1080_13",2800,0,0,2
"814","1080_14",8000,NA,NA,NA
"815","1080_16",2800,NA,NA,NA
"816","1080_17",10400,NA,NA,NA
"817","1080_18",3600,0,0,2
"818","1080_19",2400,NA,NA,NA
"819","1080_2",4000,0,0,2
"820","1080_20",2400,NA,NA,NA
"821","1080_3",8800,0,0,2
"822","1080_4",6400,NA,NA,NA
"823","1080_5",4000,NA,NA,NA
"824","1080_6",6000,NA,NA,NA
"825","1080_7",8000,NA,NA,NA
"826","1081_1",NA,NA,NA,NA
"827","1081_10",1000,0,0,2
"828","1081_11",NA,NA,NA,NA
"829","1081_12",NA,NA,NA,NA
"830","1081_14",NA,NA,NA,NA
"831","1081_15",10400,NA,NA,NA
"832","1081_16",8000,NA,NA,NA
"833","1081_18",NA,NA,NA,NA
"834","1081_19",NA,NA,NA,NA
"835","1081_2",4400,NA,NA,NA
"836","1081_3",2800,NA,NA,NA
"837","1081_4",4400,0,0,2
"838","1081_5",3200,0,0,2
"839","1081_6",5200,NA,NA,NA
"840","1081_7",17400,NA,NA,NA
"841","1081_9",5600,NA,NA,NA
"842","1082_1",200,NA,NA,NA
"843","1082_10",3000,0,0,2
"844","1082_11",2400,NA,NA,NA
"845","1082_12",2000,NA,NA,NA
"846","1082_13",3600,NA,NA,NA
"847","1082_15",600,NA,NA,NA
"848","1082_16",2080,NA,NA,NA
"849","1082_17",1200,NA,NA,NA
"850","1082_18",4000,NA,NA,NA
"851","1082_19",NA,0,NA,NA
"852","1082_2",800,NA,NA,NA
"853","1082_20",2400,NA,NA,NA
"854","1082_3",17500,NA,NA,NA
"855","1082_4",6000,NA,NA,NA
"856","1082_5",2400,NA,NA,NA
"857","1082_6",16400,NA,NA,NA
"858","1082_7",9600,NA,NA,NA
"859","1082_8",NA,NA,NA,NA
"860","1082_9",1200,NA,NA,NA
"861","1083_1",NA,NA,NA,NA
"862","1083_10",NA,NA,NA,NA
"863","1083_11",3600,NA,NA,NA
"864","1083_13",4200,NA,NA,NA
"865","1083_14",3200,NA,NA,NA
"866","1083_15",3000,NA,NA,NA
"867","1083_16",NA,NA,NA,NA
"868","1083_17",3600,0,0,2
"869","1083_18",NA,NA,NA,NA
"870","1083_19",NA,NA,NA,NA
"871","1083_20",2400,NA,NA,NA
"872","1083_4",11200,NA,NA,NA
"873","1083_6",NA,NA,NA,NA
"874","1083_7",10400,NA,NA,NA
"875","1083_8",5200,NA,NA,NA
"876","1083_9",NA,NA,NA,NA
"877","1084_1",12800,NA,NA,NA
"878","1084_10",2400,NA,NA,NA
"879","1084_11",NA,NA,NA,NA
"880","1084_12",2400,600,0.25,2
"881","1084_13",NA,NA,NA,NA
"882","1084_14",NA,NA,NA,NA
"883","1084_15",3000,NA,NA,NA
"884","1084_16",10800,NA,NA,NA
"885","1084_17",6000,NA,NA,NA
"886","1084_18",4800,NA,NA,NA
"887","1084_19",NA,NA,NA,NA
"888","1084_2",13000,NA,NA,NA
"889","1084_20",NA,NA,NA,NA
"890","1084_3",14400,NA,NA,NA
"891","1084_4",11600,NA,NA,NA
"892","1084_5",NA,NA,NA,NA
"893","1084_6",2800,NA,NA,NA
"894","1084_7",5800,NA,NA,NA
"895","1084_8",4400,NA,NA,NA
"896","1084_9",2200,NA,NA,NA
"897","1085_1",NA,NA,NA,NA
"898","1085_10",4000,NA,NA,NA
"899","1085_11",2000,NA,NA,NA
"900","1085_12",2000,NA,NA,NA
"901","1085_14",3200,NA,NA,NA
"902","1085_15",500,0,0,2
"903","1085_16",4000,NA,NA,NA
"904","1085_17",2000,NA,NA,NA
"905","1085_18",4800,NA,NA,NA
"906","1085_19",2000,NA,NA,NA
"907","1085_20",1440,NA,NA,NA
"908","1085_3",NA,NA,NA,NA
"909","1085_4",NA,NA,NA,NA
"910","1085_5",7200,NA,NA,NA
"911","1085_6",4166.66666666667,NA,NA,NA
"912","1085_8",2800,NA,NA,NA
"913","1085_9",2000,NA,NA,NA
"914","1086_1",1200,0,0,2
"915","1086_10",8000,NA,NA,NA
"916","1086_11",7600,NA,NA,NA
"917","1086_12",4000,NA,NA,NA
"918","1086_13",NA,NA,NA,NA
"919","1086_14",12000,NA,NA,NA
"920","1086_15",4000,NA,NA,NA
"921","1086_16",9600,0,0,2
"922","1086_17",14000,NA,NA,NA
"923","1086_19",3000,NA,NA,NA
"924","1086_2",1600,0,0,2
"925","1086_20",2000,NA,NA,NA
"926","1086_3",6400,0,0,2
"927","1086_4",NA,NA,NA,NA
"928","1086_6",11500,NA,NA,NA
"929","1086_7",1600,NA,NA,NA
"930","1086_8",3500,NA,NA,NA
"931","1086_9",7000,NA,NA,NA
"932","1087_10",16000,NA,NA,NA
"933","1087_11",9000,NA,NA,NA
"934","1087_12",13500,NA,NA,NA
"935","1087_13",NA,NA,NA,NA
"936","1087_14",2000,NA,NA,NA
"937","1087_15",NA,NA,NA,NA
"938","1087_17",3000,NA,NA,NA
"939","1087_18",NA,0,NA,NA
"940","1087_2",6000,NA,NA,NA
"941","1087_3",20400,0,0,2
"942","1087_4",6000,NA,NA,NA
"943","1087_5",14000,NA,NA,NA
"944","1087_6",17500,NA,NA,NA
"945","1087_7",4000,NA,NA,NA
"946","1087_8",8800,NA,NA,NA
"947","1087_9",1200,NA,NA,NA
"948","1088_1",NA,0,NA,NA
"949","1088_10",NA,NA,NA,NA
"950","1088_11",1000,NA,NA,NA
"951","1088_12",6000,NA,NA,NA
"952","1088_13",NA,NA,NA,NA
"953","1088_14",3000,0,0,2
"954","1088_15",NA,NA,NA,NA
"955","1088_16",1200,NA,NA,NA
"956","1088_17",3500,NA,NA,NA
"957","1088_18",4200,NA,NA,NA
"958","1088_20",1000,0,0,2
"959","1088_21",7200,0,0,2
"960","1088_5",4000,NA,NA,NA
"961","1088_6",4500,NA,NA,NA
"962","1088_7",2400,NA,NA,NA
"963","1088_9",1600,NA,NA,NA
"964","1089_1",4000,0,0,2
"965","1089_11",NA,NA,NA,NA
"966","1089_12",6800,0,0,2
"967","1089_13",3000,0,0,2
"968","1089_14",6400,0,0,2
"969","1089_15",10800,0,0,2
"970","1089_16",6600,0,0,2
"971","1089_18",4800,0,0,2
"972","1089_19",14000,0,0,2
"973","1089_2",6000,NA,NA,NA
"974","1089_3",3000,0,0,2
"975","1089_4",6000,NA,NA,NA
"976","1089_5",6200,NA,NA,NA
"977","1089_6",3600,0,0,2
"978","1089_7",6000,NA,NA,NA
"979","1089_8",4800,NA,NA,NA
"980","1089_9",8000,NA,NA,NA
"981","109_2",15000,8000,0.533333333333333,1
"982","109_4",4000,0,0,2
"983","109_5",NA,NA,NA,NA
"984","1090_1",2000,NA,NA,NA
"985","1090_10",1000,NA,NA,NA
"986","1090_11",3500,NA,NA,NA
"987","1090_12",2880,NA,NA,NA
"988","1090_13",NA,NA,NA,NA
"989","1090_14",2000,NA,NA,NA
"990","1090_15",1600,0,0,2
"991","1090_16",2000,0,0,2
"992","1090_17",2000,NA,NA,NA
"993","1090_18",8200,NA,NA,NA
"994","1090_19",1600,NA,NA,NA
"995","1090_2",3120,NA,NA,NA
"996","1090_3",2400,NA,NA,NA
"997","1090_4",NA,NA,NA,NA
"998","1090_5",10000,NA,NA,NA
"999","1090_6",3600,NA,NA,NA
"1000","1090_7",600,NA,NA,NA
"1001","1090_8",4000,NA,NA,NA
"1002","1090_9",4200,NA,NA,NA
"1003","1091_1",4500,NA,NA,NA
"1004","1091_10",11700,NA,NA,NA
"1005","1091_11",3748,NA,NA,NA
"1006","1091_12",NA,NA,NA,NA
"1007","1091_14",1250,NA,NA,NA
"1008","1091_15",NA,NA,NA,NA
"1009","1091_16",1800,NA,NA,NA
"1010","1091_17",1200,NA,NA,NA
"1011","1091_18",3000,NA,NA,NA
"1012","1091_19",3000,NA,NA,NA
"1013","1091_2",4500,NA,NA,NA
"1014","1091_20",7900,NA,NA,NA
"1015","1091_3",4500,NA,NA,NA
"1016","1091_4",NA,NA,NA,NA
"1017","1091_6",2000,NA,NA,NA
"1018","1091_7",2400,NA,NA,NA
"1019","1091_8",4500,NA,NA,NA
"1020","1091_9",4000,NA,NA,NA
"1021","1092_1",3600,NA,NA,NA
"1022","1092_10",3000,NA,NA,NA
"1023","1092_11",9200,NA,NA,NA
"1024","1092_12",1440,NA,NA,NA
"1025","1092_13",2400,NA,NA,NA
"1026","1092_14",NA,NA,NA,NA
"1027","1092_15",3000,NA,NA,NA
"1028","1092_16",6000,NA,NA,NA
"1029","1092_17",4000,NA,NA,NA
"1030","1092_18",5520,NA,NA,NA
"1031","1092_19",6400,NA,NA,NA
"1032","1092_2",NA,NA,NA,NA
"1033","1092_20",6000,NA,NA,NA
"1034","1092_4",NA,0,NA,NA
"1035","1092_5",2600,NA,NA,NA
"1036","1092_6",600,NA,NA,NA
"1037","1092_7",NA,NA,NA,NA
"1038","1092_8",NA,NA,NA,NA
"1039","1092_9",1200,NA,NA,NA
"1040","1093_1",4300,NA,NA,NA
"1041","1093_10",3400,NA,NA,NA
"1042","1093_11",NA,NA,NA,NA
"1043","1093_12",7400,0,0,2
"1044","1093_13",1800,NA,NA,NA
"1045","1093_14",3000,NA,NA,NA
"1046","1093_15",NA,NA,NA,NA
"1047","1093_16",1000,0,0,2
"1048","1093_17",1800,NA,NA,NA
"1049","1093_18",2400,NA,NA,NA
"1050","1093_19",1600,NA,NA,NA
"1051","1093_2",4500,NA,NA,NA
"1052","1093_20",16600,NA,NA,NA
"1053","1093_3",4400,NA,NA,NA
"1054","1093_4",NA,NA,NA,NA
"1055","1093_5",NA,NA,NA,NA
"1056","1093_6",1800,NA,NA,NA
"1057","1093_8",NA,NA,NA,NA
"1058","1094_1",3800,NA,NA,NA
"1059","1094_10",4400,NA,NA,NA
"1060","1094_11",7200,NA,NA,NA
"1061","1094_12",2600,NA,NA,NA
"1062","1094_13",8400,NA,NA,NA
"1063","1094_14",3600,NA,NA,NA
"1064","1094_15",3600,NA,NA,NA
"1065","1094_16",10000,NA,NA,NA
"1066","1094_17",3600,NA,NA,NA
"1067","1094_18",8800,0,0,2
"1068","1094_19",12000,NA,NA,NA
"1069","1094_2",3600,NA,NA,NA
"1070","1094_20",7200,NA,NA,NA
"1071","1094_21",5200,0,0,2
"1072","1094_3",1600,NA,NA,NA
"1073","1094_4",12600,NA,NA,NA
"1074","1094_5",9800,0,0,2
"1075","1094_6",NA,NA,NA,NA
"1076","1094_7",3600,NA,NA,NA
"1077","1094_8",3600,NA,NA,NA
"1078","1094_9",3200,NA,NA,NA
"1079","1095_1",8000,3600,0.45,1
"1080","1095_3",30000,3200,0.106666666666667,2
"1081","1095_5",5000,1800,0.36,1
"1082","1096_1",23400,NA,NA,NA
"1083","1096_2",6000,NA,NA,NA
"1084","1096_3",6400,NA,NA,NA
"1085","1096_4",6000,1000,0.166666666666667,2
"1086","1097_1",NA,NA,NA,NA
"1087","1097_2",20000,10000,0.5,1
"1088","1097_3",20000,0,0,2
"1089","1097_4",12500,NA,NA,NA
"1090","1097_5",6000,5000,0.833333333333333,1
"1091","1098_2",6000,12000,2,1
"1092","1098_3",21000,10000,0.476190476190476,1
"1093","1098_4",15000,5000,0.333333333333333,1
"1094","1099_1",4800,NA,NA,NA
"1095","1099_2",3800,NA,NA,NA
"1096","1099_3",7200,NA,NA,NA
"1097","1099_4",2000,700,0.35,1
"1098","1099_5",3800,NA,NA,NA
"1099","11_1",19200,NA,NA,NA
"1100","11_2",5200,0,0,2
"1101","11_4",1200,2300,1.91666666666667,1
"1102","11_5",NA,NA,NA,NA
"1103","110_2",2800,NA,NA,NA
"1104","110_3",8800,2000,0.227272727272727,2
"1105","110_4",NA,NA,NA,NA
"1106","110_5",NA,NA,NA,NA
"1107","1100_1",NA,NA,NA,NA
"1108","1100_2",8000,NA,NA,NA
"1109","1100_3",10400,NA,NA,NA
"1110","1100_4",800,NA,NA,NA
"1111","1100_5",15300,NA,NA,NA
"1112","1101_1",NA,NA,NA,NA
"1113","1101_2",8000,NA,NA,NA
"1114","1101_3",8800,NA,NA,NA
"1115","1101_4",6000,NA,NA,NA
"1116","1101_5",2800,0,0,2
"1117","1102_1",4000,NA,NA,NA
"1118","1102_2",3600,NA,NA,NA
"1119","1102_3",3200,NA,NA,NA
"1120","1102_4",1600,NA,NA,NA
"1121","1102_5",8000,NA,NA,NA
"1122","1103_1",NA,500,NA,NA
"1123","1103_2",800,NA,NA,NA
"1124","1103_3",5600,NA,NA,NA
"1125","1103_4",NA,NA,NA,NA
"1126","1103_5",4000,NA,NA,NA
"1127","1104_1",10000,NA,NA,NA
"1128","1104_2",56400,NA,NA,NA
"1129","1104_3",4000,NA,NA,NA
"1130","1104_4",20200,NA,NA,NA
"1131","1104_5",20000,1500,0.075,2
"1132","1105_1",14800,NA,NA,NA
"1133","1105_2",5600,NA,NA,NA
"1134","1105_3",4000,NA,NA,NA
"1135","1105_4",9000,NA,NA,NA
"1136","1105_5",5400,NA,NA,NA
"1137","1106_1",4000,NA,NA,NA
"1138","1106_2",6400,600,0.09375,2
"1139","1106_3",4000,NA,NA,NA
"1140","1106_4",NA,150,NA,NA
"1141","1106_5",8000,1500,0.1875,2
"1142","1107_1",20800,NA,NA,NA
"1143","1107_2",7200,0,0,2
"1144","1107_3",7400,NA,NA,NA
"1145","1107_4",NA,NA,NA,NA
"1146","1107_5",NA,NA,NA,NA
"1147","1108_4",6880,NA,NA,NA
"1148","1108_5",2400,NA,NA,NA
"1149","1109_1",3200,NA,NA,NA
"1150","1109_2",8500,NA,NA,NA
"1151","1109_5",6000,NA,NA,NA
"1152","111_2",12000,NA,NA,NA
"1153","111_3",6000,NA,NA,NA
"1154","111_4",NA,NA,NA,NA
"1155","111_5",13000,NA,NA,NA
"1156","1110_1",16400,NA,NA,NA
"1157","1110_2",4200,0,0,2
"1158","1110_3",5800,0,0,2
"1159","1110_4",8000,NA,NA,NA
"1160","1111_1",5600,NA,NA,NA
"1161","1111_2",11800,NA,NA,NA
"1162","1111_3",13200,NA,NA,NA
"1163","1111_5",1200,NA,NA,NA
"1164","1112_1",8800,NA,NA,NA
"1165","1112_2",2400,NA,NA,NA
"1166","1112_3",8400,NA,NA,NA
"1167","1112_4",4200,NA,NA,NA
"1168","1112_5",13600,2000,0.147058823529412,2
"1169","1113_1",6000,NA,NA,NA
"1170","1113_2",2400,NA,NA,NA
"1171","1113_3",5000,NA,NA,NA
"1172","1113_4",10000,NA,NA,NA
"1173","1113_5",4800,0,0,2
"1174","1114_1",4800,0,0,2
"1175","1114_5",9600,NA,NA,NA
"1176","1115_2",2800,NA,NA,NA
"1177","1115_3",60000,5500,0.0916666666666667,2
"1178","1115_4",17000,0,0,2
"1179","1116_2",4800,NA,NA,NA
"1180","1116_3",4800,NA,NA,NA
"1181","1116_4",NA,NA,NA,NA
"1182","1117_2",8000,NA,NA,NA
"1183","1117_3",18400,NA,NA,NA
"1184","1117_5",NA,NA,NA,NA
"1185","1118_1",10000,0,0,2
"1186","1118_2",2000,NA,NA,NA
"1187","1118_3",NA,0,NA,NA
"1188","1118_4",NA,5000,NA,NA
"1189","1118_5",16000,0,0,2
"1190","1119_1",NA,NA,NA,NA
"1191","1119_2",6000,NA,NA,NA
"1192","1119_3",8000,1500,0.1875,2
"1193","1119_4",8000,2900,0.3625,1
"1194","1119_5",23600,2500,0.105932203389831,2
"1195","112_1",NA,NA,NA,NA
"1196","112_3",NA,NA,NA,NA
"1197","112_4",NA,2000,NA,NA
"1198","1120_1",NA,0,NA,NA
"1199","1120_3",6000,NA,NA,NA
"1200","1120_5",22800,NA,NA,NA
"1201","1121_3",NA,NA,NA,NA
"1202","1121_4",13000,1000,0.0769230769230769,2
"1203","1122_2",28800,2000,0.0694444444444444,2
"1204","1122_3",18800,NA,NA,NA
"1205","1122_4",18400,NA,NA,NA
"1206","1122_5",10000,0,0,2
"1207","1123_1",27200,900,0.0330882352941176,2
"1208","1123_4",14000,975,0.0696428571428571,2
"1209","1124_1",10400,NA,NA,NA
"1210","1124_2",5600,NA,NA,NA
"1211","1124_4",NA,NA,NA,NA
"1212","1124_5",10400,NA,NA,NA
"1213","1125_1",40000,NA,NA,NA
"1214","1125_2",10200,1200,0.117647058823529,2
"1215","1125_4",13600,1500,0.110294117647059,2
"1216","1125_5",8000,NA,NA,NA
"1217","1126_1",NA,1250,NA,NA
"1218","1126_2",4000,2000,0.5,1
"1219","1126_3",NA,8500,NA,NA
"1220","1126_4",2400,NA,NA,NA
"1221","1126_5",14400,1200,0.0833333333333333,2
"1222","1127_1",5200,200,0.0384615384615385,2
"1223","1127_2",10000,4000,0.4,1
"1224","1127_3",20000,NA,NA,NA
"1225","1127_4",NA,450,NA,NA
"1226","1127_5",1200,NA,NA,NA
"1227","1128_1",12800,1000,0.078125,2
"1228","1128_2",4000,0,0,2
"1229","1128_3",4800,700,0.145833333333333,2
"1230","1128_4",5200,2000,0.384615384615385,1
"1231","1128_5",8000,1200,0.15,2
"1232","1129_1",13600,1200,0.0882352941176471,2
"1233","1129_2",22400,1000,0.0446428571428571,2
"1234","1129_3",3200,1000,0.3125,1
"1235","1129_4",7000,NA,NA,NA
"1236","1129_5",8000,1200,0.15,2
"1237","113_1",3200,0,0,2
"1238","113_2",20000,2200,0.11,2
"1239","113_3",2000,NA,NA,NA
"1240","113_4",8000,NA,NA,NA
"1241","113_5",NA,NA,NA,NA
"1242","1130_1",12400,NA,NA,NA
"1243","1130_2",4400,NA,NA,NA
"1244","1130_3",NA,NA,NA,NA
"1245","1130_4",10400,NA,NA,NA
"1246","1130_5",20000,NA,NA,NA
"1247","1131_1",6400,NA,NA,NA
"1248","1131_2",4320,NA,NA,NA
"1249","1131_3",6400,1100,0.171875,2
"1250","1131_4",11200,0,0,2
"1251","1131_5",NA,NA,NA,NA
"1252","1132_1",6400,1000,0.15625,2
"1253","1132_2",16000,1000,0.0625,2
"1254","1132_3",5200,NA,NA,NA
"1255","1132_4",16000,4600,0.2875,2
"1256","1132_5",6000,0,0,2
"1257","1133_1",6800,NA,NA,NA
"1258","1133_2",16000,NA,NA,NA
"1259","1133_3",NA,NA,NA,NA
"1260","1133_5",18400,NA,NA,NA
"1261","1134_3",16800,NA,NA,NA
"1262","1134_4",4800,NA,NA,NA
"1263","1134_5",NA,NA,NA,NA
"1264","1135_1",NA,0,NA,NA
"1265","1135_2",16000,3500,0.21875,2
"1266","1135_3",NA,NA,NA,NA
"1267","1135_4",24166.6666666667,NA,NA,NA
"1268","1135_5",120000,NA,NA,NA
"1269","1136_1",36000,1000,0.0277777777777778,2
"1270","1136_4",8000,NA,NA,NA
"1271","1137_1",NA,NA,NA,NA
"1272","1137_2",8400,0,0,2
"1273","1137_3",10000,3200,0.32,1
"1274","1137_4",10000,0,0,2
"1275","1137_5",6000,NA,NA,NA
"1276","1138_1",8000,3000,0.375,1
"1277","1138_2",32000,15000,0.46875,1
"1278","1138_3",12000,NA,NA,NA
"1279","1138_4",NA,NA,NA,NA
"1280","1138_5",12000,4300,0.358333333333333,1
"1281","1139_1",NA,NA,NA,NA
"1282","1139_2",22000,NA,NA,NA
"1283","1139_3",9000,NA,NA,NA
"1284","1139_5",8000,NA,NA,NA
"1285","114_1",2000,NA,NA,NA
"1286","114_2",NA,NA,NA,NA
"1287","114_3",NA,NA,NA,NA
"1288","114_4",16800,NA,NA,NA
"1289","114_5",11200,0,0,2
"1290","1140_1",80000,NA,NA,NA
"1291","1140_2",NA,NA,NA,NA
"1292","1140_3",NA,NA,NA,NA
"1293","1140_4",NA,NA,NA,NA
"1294","1140_5",NA,NA,NA,NA
"1295","1141_1",NA,NA,NA,NA
"1296","1141_2",4800,NA,NA,NA
"1297","1141_3",8000,NA,NA,NA
"1298","1141_4",2000,NA,NA,NA
"1299","1141_5",6000,0,0,2
"1300","1142_1",4800,NA,NA,NA
"1301","1142_2",NA,NA,NA,NA
"1302","1142_4",NA,NA,NA,NA
"1303","1142_5",4000,1500,0.375,1
"1304","1143_1",NA,NA,NA,NA
"1305","1143_3",12000,4500,0.375,1
"1306","1143_4",10000,5000,0.5,1
"1307","1143_5",7600,NA,NA,NA
"1308","1144_3",7000,NA,NA,NA
"1309","1144_4",40000,NA,NA,NA
"1310","1144_5",NA,NA,NA,NA
"1311","1145_1",22000,NA,NA,NA
"1312","1145_2",16000,1600,0.1,2
"1313","1145_3",8000,0,0,2
"1314","1145_4",12000,NA,NA,NA
"1315","1146_2",12800,0,0,2
"1316","1146_3",13000,NA,NA,NA
"1317","1146_4",18000,3500,0.194444444444444,2
"1318","1146_5",9400,2500,0.265957446808511,2
"1319","1147_1",8000,0,0,2
"1320","1147_2",NA,3000,NA,NA
"1321","1147_3",44000,NA,NA,NA
"1322","1147_4",28000,3600,0.128571428571429,2
"1323","1148_1",20000,1200,0.06,2
"1324","1148_2",3200,NA,NA,NA
"1325","1148_3",8000,3600,0.45,1
"1326","1148_5",NA,NA,NA,NA
"1327","1149_1",15200,1500,0.0986842105263158,2
"1328","1149_2",4800,800,0.166666666666667,2
"1329","1149_3",12000,1800,0.15,2
"1330","1149_4",4800,NA,NA,NA
"1331","1149_5",NA,0,NA,NA
"1332","115_1",4000,NA,NA,NA
"1333","115_2",33200,NA,NA,NA
"1334","115_3",36000,1500,0.0416666666666667,2
"1335","115_4",NA,NA,NA,NA
"1336","115_5",NA,NA,NA,NA
"1337","1150_1",12000,800,0.0666666666666667,2
"1338","1150_2",8000,700,0.0875,2
"1339","1150_4",4800,NA,NA,NA
"1340","1150_5",NA,NA,NA,NA
"1341","1151_1",38000,NA,NA,NA
"1342","1151_2",13000,NA,NA,NA
"1343","1151_3",16000,NA,NA,NA
"1344","1151_4",10000,NA,NA,NA
"1345","1151_5",4800,NA,NA,NA
"1346","1152_3",5600,NA,NA,NA
"1347","1152_4",8000,NA,NA,NA
"1348","1152_5",24000,4200,0.175,2
"1349","1153_1",NA,NA,NA,NA
"1350","1153_2",10000,3000,0.3,2
"1351","1153_4",28000,7000,0.25,2
"1352","1153_5",15200,1000,0.0657894736842105,2
"1353","1154_3",6000,0,0,2
"1354","1154_4",NA,NA,NA,NA
"1355","1154_5",NA,NA,NA,NA
"1356","1155_2",9600,NA,NA,NA
"1357","1155_3",18000,1200,0.0666666666666667,2
"1358","1155_5",NA,NA,NA,NA
"1359","1156_1",6000,1100,0.183333333333333,2
"1360","1156_2",NA,NA,NA,NA
"1361","1156_3",5600,6000,1.07142857142857,1
"1362","1156_4",4000,2000,0.5,1
"1363","1156_5",20000,NA,NA,NA
"1364","1157_1",8000,NA,NA,NA
"1365","1157_2",NA,NA,NA,NA
"1366","1157_3",NA,NA,NA,NA
"1367","1157_4",36000,NA,NA,NA
"1368","1157_5",12000,NA,NA,NA
"1369","1158_1",NA,NA,NA,NA
"1370","1158_2",4800,1400,0.291666666666667,2
"1371","1158_3",NA,NA,NA,NA
"1372","1158_4",NA,NA,NA,NA
"1373","1158_5",4400,NA,NA,NA
"1374","1159_1",8000,3200,0.4,1
"1375","1159_2",16000,0,0,2
"1376","1159_3",22000,900,0.0409090909090909,2
"1377","1159_4",NA,NA,NA,NA
"1378","1159_5",14000,2200,0.157142857142857,2
"1379","116_1",7000,4400,0.628571428571429,1
"1380","116_2",2000,2000,1,1
"1381","116_3",NA,NA,NA,NA
"1382","116_4",38000,NA,NA,NA
"1383","1160_1",6000,NA,NA,NA
"1384","1160_2",12000,1600,0.133333333333333,2
"1385","1160_3",NA,NA,NA,NA
"1386","1160_4",5600,NA,NA,NA
"1387","1160_5",8000,1800,0.225,2
"1388","1161_4",18800,NA,NA,NA
"1389","1161_5",6000,0,0,2
"1390","1162_1",13800,1400,0.101449275362319,2
"1391","1162_2",8400,1000,0.119047619047619,2
"1392","1162_3",29200,NA,NA,NA
"1393","1162_4",NA,1035,NA,NA
"1394","1162_5",11600,1125,0.0969827586206897,2
"1395","1163_1",14000,0,0,2
"1396","1163_2",6000,600,0.1,2
"1397","1163_4",12800,2000,0.15625,2
"1398","1163_5",NA,2000,NA,NA
"1399","1164_1",12000,800,0.0666666666666667,2
"1400","1164_2",5200,NA,NA,NA
"1401","1164_3",8400,NA,NA,NA
"1402","1164_4",NA,0,NA,NA
"1403","1164_5",6000,NA,NA,NA
"1404","1165_1",12000,500,0.0416666666666667,2
"1405","1165_2",6800,1000,0.147058823529412,2
"1406","1165_3",10000,0,0,2
"1407","1165_4",6600,0,0,2
"1408","1165_5",6000,0,0,2
"1409","1166_1",NA,NA,NA,NA
"1410","1166_2",NA,NA,NA,NA
"1411","1166_3",NA,NA,NA,NA
"1412","1166_4",10000,NA,NA,NA
"1413","1166_5",27000,NA,NA,NA
"1414","1167_1",45000,NA,NA,NA
"1415","1167_2",NA,2000,NA,NA
"1416","1167_3",7400,1200,0.162162162162162,2
"1417","1167_4",5000,NA,NA,NA
"1418","1167_5",7600,3500,0.460526315789474,1
"1419","1168_1",NA,NA,NA,NA
"1420","1168_2",NA,NA,NA,NA
"1421","1168_3",10000,NA,NA,NA
"1422","1168_4",2000,0,0,2
"1423","1168_5",28000,NA,NA,NA
"1424","1169_1",40000,NA,NA,NA
"1425","1169_2",NA,NA,NA,NA
