"","vid","ingreso_viv","P5_2","prop_gasto","indice_aseq"
"32240","5439_16",4800,NA,NA,NA
"32241","5439_18",NA,NA,NA,NA
"32242","5439_19",8400,NA,NA,NA
"32243","5439_2",800,NA,NA,NA
"32244","5439_20",5400,500,0.0925925925925926,2
"32245","5439_3",4000,NA,NA,NA
"32246","5439_4",4800,NA,NA,NA
"32247","5439_5",7200,NA,NA,NA
"32248","5439_6",5600,NA,NA,NA
"32249","5439_7",2400,NA,NA,NA
"32250","5439_8",9600,NA,NA,NA
"32251","5439_9",3200,NA,NA,NA
"32252","544_5",6800,0,0,2
"32253","5440_1",15200,3000,0.197368421052632,2
"32254","5440_10",3200,NA,NA,NA
"32255","5440_11",3200,0,0,2
"32256","5440_12",10400,NA,NA,NA
"32257","5440_13",1000,NA,NA,NA
"32258","5440_14",13200,1700,0.128787878787879,2
"32259","5440_15",8000,NA,NA,NA
"32260","5440_16",4000,NA,NA,NA
"32261","5440_17",NA,0,NA,NA
"32262","5440_18",5200,NA,NA,NA
"32263","5440_19",4400,NA,NA,NA
"32264","5440_2",7200,0,0,2
"32265","5440_20",3600,0,0,2
"32266","5440_3",20400,NA,NA,NA
"32267","5440_4",21000,NA,NA,NA
"32268","5440_5",7200,2000,0.277777777777778,2
"32269","5440_6",NA,NA,NA,NA
"32270","5440_7",20000,NA,NA,NA
"32271","5440_8",4000,NA,NA,NA
"32272","5440_9",6000,NA,NA,NA
"32273","5441_1",4320,NA,NA,NA
"32274","5441_10",8800,NA,NA,NA
"32275","5441_11",1200,0,0,2
"32276","5441_12",5000,NA,NA,NA
"32277","5441_13",NA,NA,NA,NA
"32278","5441_14",6000,NA,NA,NA
"32279","5441_15",4000,NA,NA,NA
"32280","5441_16",2000,NA,NA,NA
"32281","5441_17",16000,NA,NA,NA
"32282","5441_2",10000,1500,0.15,2
"32283","5441_20",800,0,0,2
"32284","5441_3",1200,NA,NA,NA
"32285","5441_4",3200,NA,NA,NA
"32286","5441_5",6600,NA,NA,NA
"32287","5441_6",5200,NA,NA,NA
"32288","5441_7",2000,0,0,2
"32289","5441_8",NA,0,NA,NA
"32290","5441_9",800,NA,NA,NA
"32291","5442_1",18000,1000,0.0555555555555556,2
"32292","5442_2",2400,NA,NA,NA
"32293","5442_3",8000,NA,NA,NA
"32294","5442_4",6000,400,0.0666666666666667,2
"32295","5442_5",8800,NA,NA,NA
"32296","5443_1",NA,NA,NA,NA
"32297","5443_10",NA,NA,NA,NA
"32298","5443_12",9200,NA,NA,NA
"32299","5443_13",8000,NA,NA,NA
"32300","5443_14",5600,NA,NA,NA
"32301","5443_15",5200,NA,NA,NA
"32302","5443_16",12400,NA,NA,NA
"32303","5443_18",1600,NA,NA,NA
"32304","5443_19",5040,NA,NA,NA
"32305","5443_2",6000,NA,NA,NA
"32306","5443_20",2000,NA,NA,NA
"32307","5443_3",2400,NA,NA,NA
"32308","5443_4",7200,NA,NA,NA
"32309","5443_5",NA,NA,NA,NA
"32310","5443_6",9600,0,0,2
"32311","5443_7",4000,NA,NA,NA
"32312","5443_8",4800,NA,NA,NA
"32313","5443_9",2000,500,0.25,2
"32314","5444_1",4320,NA,NA,NA
"32315","5444_2",28600,NA,NA,NA
"32316","5444_3",NA,0,NA,NA
"32317","5444_4",2800,NA,NA,NA
"32318","5444_5",19600,NA,NA,NA
"32319","5445_1",7200,NA,NA,NA
"32320","5445_2",9200,NA,NA,NA
"32321","5445_3",4800,NA,NA,NA
"32322","5445_4",6800,NA,NA,NA
"32323","5445_5",4800,NA,NA,NA
"32324","5446_1",7200,NA,NA,NA
"32325","5446_10",16800,NA,NA,NA
"32326","5446_12",800,NA,NA,NA
"32327","5446_13",2800,NA,NA,NA
"32328","5446_14",2000,NA,NA,NA
"32329","5446_15",5200,NA,NA,NA
"32330","5446_16",4800,NA,NA,NA
"32331","5446_17",6800,NA,NA,NA
"32332","5446_18",12000,NA,NA,NA
"32333","5446_19",4000,NA,NA,NA
"32334","5446_2",1600,NA,NA,NA
"32335","5446_20",8400,0,0,2
"32336","5446_3",10000,NA,NA,NA
"32337","5446_4",NA,NA,NA,NA
"32338","5446_5",3200,NA,NA,NA
"32339","5446_7",10000,NA,NA,NA
"32340","5446_8",6000,NA,NA,NA
"32341","5446_9",2456,NA,NA,NA
"32342","5447_10",6000,0,0,2
"32343","5447_11",8000,NA,NA,NA
"32344","5447_12",8000,1200,0.15,2
"32345","5447_13",NA,0,NA,NA
"32346","5447_14",15600,NA,NA,NA
"32347","5447_15",NA,NA,NA,NA
"32348","5447_16",6000,NA,NA,NA
"32349","5447_17",6000,NA,NA,NA
"32350","5447_18",6000,NA,NA,NA
"32351","5447_19",20800,500,0.0240384615384615,2
"32352","5447_2",4800,NA,NA,NA
"32353","5447_20",2400,NA,NA,NA
"32354","5447_3",7600,NA,NA,NA
"32355","5447_4",8000,NA,NA,NA
"32356","5447_5",11800,NA,NA,NA
"32357","5447_6",2800,0,0,2
"32358","5447_7",11000,NA,NA,NA
"32359","5447_8",8000,1000,0.125,2
"32360","5447_9",5200,NA,NA,NA
"32361","5448_1",NA,NA,NA,NA
"32362","5448_10",3200,0,0,2
"32363","5448_11",1200,NA,NA,NA
"32364","5448_12",5600,NA,NA,NA
"32365","5448_13",NA,NA,NA,NA
"32366","5448_14",8000,NA,NA,NA
"32367","5448_15",NA,NA,NA,NA
"32368","5448_16",4800,NA,NA,NA
"32369","5448_17",5200,0,0,2
"32370","5448_18",2000,NA,NA,NA
"32371","5448_19",3600,NA,NA,NA
"32372","5448_2",13600,NA,NA,NA
"32373","5448_20",17800,NA,NA,NA
"32374","5448_3",4800,0,0,2
"32375","5448_4",2800,500,0.178571428571429,2
"32376","5448_5",4000,NA,NA,NA
"32377","5448_6",NA,NA,NA,NA
"32378","5448_8",4400,NA,NA,NA
"32379","5448_9",4320,NA,NA,NA
"32380","5449_1",6000,NA,NA,NA
"32381","5449_10",18000,NA,NA,NA
"32382","5449_11",NA,NA,NA,NA
"32383","5449_12",960,NA,NA,NA
"32384","5449_13",2400,NA,NA,NA
"32385","5449_14",9600,NA,NA,NA
"32386","5449_15",2000,NA,NA,NA
"32387","5449_16",13200,NA,NA,NA
"32388","5449_17",NA,NA,NA,NA
"32389","5449_18",4000,NA,NA,NA
"32390","5449_19",7400,NA,NA,NA
"32391","5449_2",3200,0,0,2
"32392","5449_20",1200,NA,NA,NA
"32393","5449_3",3600,NA,NA,NA
"32394","5449_4",4000,NA,NA,NA
"32395","5449_5",6000,NA,NA,NA
"32396","5449_6",6600,NA,NA,NA
"32397","5449_7",9800,NA,NA,NA
"32398","5449_8",1800,NA,NA,NA
"32399","5449_9",8400,NA,NA,NA
"32400","545_2",40000,0,0,2
"32401","545_4",16800,1600,0.0952380952380952,2
"32402","545_5",8000,2000,0.25,2
"32403","5450_1",4480,NA,NA,NA
"32404","5450_10",600,NA,NA,NA
"32405","5450_11",NA,NA,NA,NA
"32406","5450_12",9520,NA,NA,NA
"32407","5450_13",45000,NA,NA,NA
"32408","5450_14",2400,1200,0.5,1
"32409","5450_15",3600,1500,0.416666666666667,1
"32410","5450_16",2400,NA,NA,NA
"32411","5450_17",NA,NA,NA,NA
"32412","5450_18",8000,NA,NA,NA
"32413","5450_19",1800,0,0,2
"32414","5450_20",4800,1800,0.375,1
"32415","5450_3",6800,0,0,2
"32416","5450_4",1600,NA,NA,NA
"32417","5450_5",3600,0,0,2
"32418","5450_6",NA,NA,NA,NA
"32419","5450_8",2400,800,0.333333333333333,1
"32420","5450_9",3000,NA,NA,NA
"32421","5451_1",10000,4500,0.45,1
"32422","5451_2",8000,2000,0.25,2
"32423","5451_3",16000,NA,NA,NA
"32424","5451_4",8000,2800,0.35,1
"32425","5451_5",8200,0,0,2
"32426","5452_2",40000,4000,0.1,2
"32427","5452_3",NA,NA,NA,NA
"32428","5452_4",8200,NA,NA,NA
"32429","5452_5",7000,NA,NA,NA
"32430","5453_1",16000,NA,NA,NA
"32431","5453_10",NA,NA,NA,NA
"32432","5453_11",5600,NA,NA,NA
"32433","5453_12",2400,0,0,2
"32434","5453_13",4800,100,0.0208333333333333,2
"32435","5453_14",3200,NA,NA,NA
"32436","5453_15",3200,NA,NA,NA
"32437","5453_16",3200,0,0,2
"32438","5453_17",7600,0,0,2
"32439","5453_19",10000,NA,NA,NA
"32440","5453_2",5600,0,0,2
"32441","5453_20",3600,NA,NA,NA
"32442","5453_3",5200,NA,NA,NA
"32443","5453_6",NA,NA,NA,NA
"32444","5453_7",2200,NA,NA,NA
"32445","5453_8",6000,NA,NA,NA
"32446","5453_9",2400,NA,NA,NA
"32447","5454_1",14400,0,0,2
"32448","5454_10",2080,NA,NA,NA
"32449","5454_11",4000,0,0,2
"32450","5454_12",3600,NA,NA,NA
"32451","5454_13",NA,500,NA,NA
"32452","5454_14",3600,NA,NA,NA
"32453","5454_15",7200,NA,NA,NA
"32454","5454_16",3600,0,0,2
"32455","5454_17",200,NA,NA,NA
"32456","5454_18",6000,NA,NA,NA
"32457","5454_19",8800,NA,NA,NA
"32458","5454_2",9560,NA,NA,NA
"32459","5454_20",14400,NA,NA,NA
"32460","5454_3",8333,NA,NA,NA
"32461","5454_4",3200,0,0,2
"32462","5454_5",3400,0,0,2
"32463","5454_6",NA,NA,NA,NA
"32464","5454_7",6200,NA,NA,NA
"32465","5454_8",5200,NA,NA,NA
"32466","5454_9",8000,NA,NA,NA
"32467","5455_1",3400,NA,NA,NA
"32468","5455_10",4000,NA,NA,NA
"32469","5455_11",NA,NA,NA,NA
"32470","5455_12",19200,NA,NA,NA
"32471","5455_13",NA,NA,NA,NA
"32472","5455_14",6000,NA,NA,NA
"32473","5455_15",2800,NA,NA,NA
"32474","5455_16",9200,NA,NA,NA
"32475","5455_17",3200,NA,NA,NA
"32476","5455_18",9800,NA,NA,NA
"32477","5455_19",800,NA,NA,NA
"32478","5455_2",14800,1800,0.121621621621622,2
"32479","5455_20",2000,NA,NA,NA
"32480","5455_3",14000,2000,0.142857142857143,2
"32481","5455_4",5200,NA,NA,NA
"32482","5455_5",4400,NA,NA,NA
"32483","5455_6",4800,NA,NA,NA
"32484","5455_7",NA,NA,NA,NA
"32485","5455_8",1200,NA,NA,NA
"32486","5455_9",7000,NA,NA,NA
"32487","5456_1",800,NA,NA,NA
"32488","5456_10",5200,550,0.105769230769231,2
"32489","5456_11",3600,1000,0.277777777777778,2
"32490","5456_12",6000,NA,NA,NA
"32491","5456_13",6000,NA,NA,NA
"32492","5456_14",12240,NA,NA,NA
"32493","5456_15",4800,NA,NA,NA
"32494","5456_17",7800,NA,NA,NA
"32495","5456_18",2000,NA,NA,NA
"32496","5456_19",10400,NA,NA,NA
"32497","5456_2",4000,NA,NA,NA
"32498","5456_5",3000,NA,NA,NA
"32499","5456_6",6400,NA,NA,NA
"32500","5456_7",NA,NA,NA,NA
"32501","5456_8",NA,NA,NA,NA
"32502","5456_9",5600,NA,NA,NA
"32503","5457_1",1400,NA,NA,NA
"32504","5457_10",1600,NA,NA,NA
"32505","5457_11",5000,NA,NA,NA
"32506","5457_12",800,NA,NA,NA
"32507","5457_13",1250,NA,NA,NA
"32508","5457_14",NA,NA,NA,NA
"32509","5457_15",3600,NA,NA,NA
"32510","5457_16",1600,NA,NA,NA
"32511","5457_17",NA,NA,NA,NA
"32512","5457_18",NA,NA,NA,NA
"32513","5457_19",NA,NA,NA,NA
"32514","5457_2",10800,NA,NA,NA
"32515","5457_20",3600,0,0,2
"32516","5457_3",3600,0,0,2
"32517","5457_4",NA,NA,NA,NA
"32518","5457_5",1666.66666666667,NA,NA,NA
"32519","5457_6",NA,NA,NA,NA
"32520","5457_7",NA,NA,NA,NA
"32521","5457_8",1250,NA,NA,NA
"32522","5457_9",833.333333333333,NA,NA,NA
"32523","5458_1",3200,0,0,2
"32524","5458_10",2100,NA,NA,NA
"32525","5458_11",NA,NA,NA,NA
"32526","5458_12",NA,NA,NA,NA
"32527","5458_13",15200,NA,NA,NA
"32528","5458_14",1000,0,0,2
"32529","5458_15",5600,NA,NA,NA
"32530","5458_16",3800,1000,0.263157894736842,2
"32531","5458_17",NA,NA,NA,NA
"32532","5458_18",3200,NA,NA,NA
"32533","5458_19",NA,NA,NA,NA
"32534","5458_2",5600,NA,NA,NA
"32535","5458_20",NA,NA,NA,NA
"32536","5458_21",800,NA,NA,NA
"32537","5458_3",2000,NA,NA,NA
"32538","5458_4",NA,NA,NA,NA
"32539","5458_5",4000,NA,NA,NA
"32540","5458_6",4800,NA,NA,NA
"32541","5458_8",2800,0,0,2
"32542","5458_9",2800,NA,NA,NA
"32543","5459_1",19600,0,0,2
"32544","5459_10",NA,NA,NA,NA
"32545","5459_11",4000,NA,NA,NA
"32546","5459_12",6000,NA,NA,NA
"32547","5459_13",6800,NA,NA,NA
"32548","5459_14",6500,1500,0.230769230769231,2
"32549","5459_15",4800,NA,NA,NA
"32550","5459_16",8000,0,0,2
"32551","5459_18",10000,NA,NA,NA
"32552","5459_19",11200,NA,NA,NA
"32553","5459_2",6000,600,0.1,2
"32554","5459_3",NA,NA,NA,NA
"32555","5459_4",8120,NA,NA,NA
"32556","5459_5",8000,600,0.075,2
"32557","5459_6",8000,NA,NA,NA
"32558","5459_7",4000,NA,NA,NA
"32559","5459_8",NA,NA,NA,NA
"32560","5459_9",4800,NA,NA,NA
"32561","546_1",15800,NA,NA,NA
"32562","546_2",16000,3200,0.2,2
"32563","546_5",36000,2000,0.0555555555555556,2
"32564","5460_1",NA,NA,NA,NA
"32565","5460_10",1280,NA,NA,NA
"32566","5460_11",1200,NA,NA,NA
"32567","5460_12",1920,NA,NA,NA
"32568","5460_13",1600,NA,NA,NA
"32569","5460_16",8000,NA,NA,NA
"32570","5460_17",2000,NA,NA,NA
"32571","5460_2",2000,NA,NA,NA
"32572","5460_3",400,NA,NA,NA
"32573","5460_5",10000,NA,NA,NA
"32574","5460_6",4800,NA,NA,NA
"32575","5460_7",8000,NA,NA,NA
"32576","5460_9",4800,NA,NA,NA
"32577","5461_10",4000,NA,NA,NA
"32578","5461_11",4000,NA,NA,NA
"32579","5461_12",4800,NA,NA,NA
"32580","5461_13",10000,NA,NA,NA
"32581","5461_14",NA,NA,NA,NA
"32582","5461_15",6000,NA,NA,NA
"32583","5461_16",NA,NA,NA,NA
"32584","5461_17",4160,0,0,2
"32585","5461_18",7200,NA,NA,NA
"32586","5461_19",2400,0,0,2
"32587","5461_2",1600,NA,NA,NA
"32588","5461_20",7200,NA,NA,NA
"32589","5461_21",1360,NA,NA,NA
"32590","5461_3",4000,1000,0.25,2
"32591","5461_4",NA,NA,NA,NA
"32592","5461_5",6400,NA,NA,NA
"32593","5461_6",4000,NA,NA,NA
"32594","5461_7",5200,0,0,2
"32595","5461_9",3600,NA,NA,NA
"32596","5462_1",13200,0,0,2
"32597","5462_10",4000,0,0,2
"32598","5462_11",NA,NA,NA,NA
"32599","5462_12",3200,NA,NA,NA
"32600","5462_13",1200,0,0,2
"32601","5462_14",NA,NA,NA,NA
"32602","5462_15",NA,NA,NA,NA
"32603","5462_17",3000,NA,NA,NA
"32604","5462_18",1000,0,0,2
"32605","5462_19",400,NA,NA,NA
"32606","5462_2",9600,NA,NA,NA
"32607","5462_20",NA,NA,NA,NA
"32608","5462_3",4800,0,0,2
"32609","5462_4",NA,0,NA,NA
"32610","5462_5",NA,0,NA,NA
"32611","5462_6",800,NA,NA,NA
"32612","5462_8",8000,0,0,2
"32613","5463_1",3600,NA,NA,NA
"32614","5463_10",666.666666666667,NA,NA,NA
"32615","5463_11",5833.33333333333,NA,NA,NA
"32616","5463_12",6400,NA,NA,NA
"32617","5463_13",2000,NA,NA,NA
"32618","5463_14",10000,NA,NA,NA
"32619","5463_17",4550,0,0,2
"32620","5463_19",NA,NA,NA,NA
"32621","5463_2",3200,0,0,2
"32622","5463_20",NA,0,NA,NA
"32623","5463_3",5400,NA,NA,NA
"32624","5463_4",8166.66666666667,NA,NA,NA
"32625","5463_5",20000,NA,NA,NA
"32626","5463_6",11000,0,0,2
"32627","5463_7",3600,0,0,2
"32628","5463_8",4800,0,0,2
"32629","5463_9",3200,0,0,2
"32630","5464_1",3600,NA,NA,NA
"32631","5464_10",400,NA,NA,NA
"32632","5464_12",1200,NA,NA,NA
"32633","5464_13",NA,NA,NA,NA
"32634","5464_14",3200,NA,NA,NA
"32635","5464_15",5400,NA,NA,NA
"32636","5464_16",3200,0,0,2
"32637","5464_17",3000,0,0,2
"32638","5464_18",NA,NA,NA,NA
"32639","5464_2",1600,NA,NA,NA
"32640","5464_3",4000,NA,NA,NA
"32641","5464_4",1600,NA,NA,NA
"32642","5464_6",6000,NA,NA,NA
"32643","5464_7",400,NA,NA,NA
"32644","5464_8",NA,NA,NA,NA
"32645","5464_9",NA,NA,NA,NA
"32646","5465_1",2800,0,0,2
"32647","5465_10",6000,NA,NA,NA
"32648","5465_11",12000,0,0,2
"32649","5465_12",2600,NA,NA,NA
"32650","5465_13",1200,NA,NA,NA
"32651","5465_14",2800,0,0,2
"32652","5465_15",3000,NA,NA,NA
"32653","5465_16",NA,NA,NA,NA
"32654","5465_17",1800,NA,NA,NA
"32655","5465_18",NA,NA,NA,NA
"32656","5465_19",1200,NA,NA,NA
"32657","5465_2",880,NA,NA,NA
"32658","5465_20",6200,NA,NA,NA
"32659","5465_4",4000,NA,NA,NA
"32660","5465_6",1200,NA,NA,NA
"32661","5465_7",13600,NA,NA,NA
"32662","5465_8",1800,NA,NA,NA
"32663","5465_9",NA,0,NA,NA
"32664","5466_1",8000,NA,NA,NA
"32665","5466_11",4000,NA,NA,NA
"32666","5466_12",NA,NA,NA,NA
"32667","5466_13",12000,NA,NA,NA
"32668","5466_15",5200,0,0,2
"32669","5466_19",2500,0,0,2
"32670","5466_2",16800,NA,NA,NA
"32671","5466_3",4000,400,0.1,2
"32672","5466_4",13200,NA,NA,NA
"32673","5466_5",NA,NA,NA,NA
"32674","5466_7",13000,NA,NA,NA
"32675","5466_8",40000,NA,NA,NA
"32676","5466_9",NA,NA,NA,NA
"32677","5467_10",2800,NA,NA,NA
"32678","5467_11",3600,NA,NA,NA
"32679","5467_12",3600,NA,NA,NA
"32680","5467_13",3200,0,0,2
"32681","5467_14",5600,NA,NA,NA
"32682","5467_15",2800,NA,NA,NA
"32683","5467_16",6000,NA,NA,NA
"32684","5467_17",4000,NA,NA,NA
"32685","5467_18",8000,NA,NA,NA
"32686","5467_19",4000,NA,NA,NA
"32687","5467_2",7600,NA,NA,NA
"32688","5467_20",1600,NA,NA,NA
"32689","5467_4",3600,NA,NA,NA
"32690","5467_5",5600,400,0.0714285714285714,2
"32691","5467_6",800,NA,NA,NA
"32692","5467_7",5520,NA,NA,NA
"32693","5467_8",10000,NA,NA,NA
"32694","5467_9",8000,NA,NA,NA
"32695","5468_1",7600,NA,NA,NA
"32696","5468_10",4000,NA,NA,NA
"32697","5468_11",4000,0,0,2
"32698","5468_12",2800,NA,NA,NA
"32699","5468_13",NA,0,NA,NA
"32700","5468_14",8000,NA,NA,NA
"32701","5468_15",NA,NA,NA,NA
"32702","5468_17",2400,NA,NA,NA
"32703","5468_18",8400,NA,NA,NA
"32704","5468_19",10000,0,0,2
"32705","5468_2",7600,NA,NA,NA
"32706","5468_20",21200,NA,NA,NA
"32707","5468_21",4800,NA,NA,NA
"32708","5468_22",1600,NA,NA,NA
"32709","5468_23",3200,NA,NA,NA
"32710","5468_3",NA,NA,NA,NA
"32711","5468_4",2400,NA,NA,NA
"32712","5468_6",8000,NA,NA,NA
"32713","5468_7",6000,NA,NA,NA
"32714","5468_8",6000,NA,NA,NA
"32715","5468_9",4000,0,0,2
"32716","5469_1",9800,0,0,2
"32717","5469_10",2240,0,0,2
"32718","5469_11",3200,NA,NA,NA
"32719","5469_12",NA,NA,NA,NA
"32720","5469_13",2400,NA,NA,NA
"32721","5469_14",NA,NA,NA,NA
"32722","5469_15",2800,NA,NA,NA
"32723","5469_16",5000,NA,NA,NA
"32724","5469_17",NA,NA,NA,NA
"32725","5469_18",7200,NA,NA,NA
"32726","5469_19",3900,NA,NA,NA
"32727","5469_2",28000,NA,NA,NA
"32728","5469_20",3200,0,0,2
"32729","5469_3",12000,NA,NA,NA
"32730","5469_4",9000,NA,NA,NA
"32731","5469_6",23200,0,0,2
"32732","5469_7",2800,NA,NA,NA
"32733","5469_8",2800,NA,NA,NA
"32734","5469_9",13200,NA,NA,NA
"32735","547_1",48000,NA,NA,NA
"32736","547_2",10000,NA,NA,NA
"32737","547_3",20000,NA,NA,NA
"32738","547_4",12000,NA,NA,NA
"32739","5470_1",NA,NA,NA,NA
"32740","5470_10",NA,NA,NA,NA
"32741","5470_11",4000,NA,NA,NA
"32742","5470_12",NA,NA,NA,NA
"32743","5470_13",NA,NA,NA,NA
"32744","5470_14",4000,NA,NA,NA
"32745","5470_15",6800,0,0,2
"32746","5470_16",4800,NA,NA,NA
"32747","5470_17",4800,NA,NA,NA
"32748","5470_18",6000,NA,NA,NA
"32749","5470_19",12000,NA,NA,NA
"32750","5470_2",6400,NA,NA,NA
"32751","5470_20",2800,NA,NA,NA
"32752","5470_4",10800,NA,NA,NA
"32753","5470_5",6400,NA,NA,NA
"32754","5470_6",8000,NA,NA,NA
"32755","5470_7",10200,NA,NA,NA
"32756","5470_9",13000,0,0,2
"32757","5471_1",4000,NA,NA,NA
"32758","5471_10",3400,NA,NA,NA
"32759","5471_11",10800,700,0.0648148148148148,2
"32760","5471_12",NA,NA,NA,NA
"32761","5471_13",NA,NA,NA,NA
"32762","5471_14",1800,NA,NA,NA
"32763","5471_15",6000,0,0,2
"32764","5471_16",NA,0,NA,NA
"32765","5471_17",NA,NA,NA,NA
"32766","5471_18",16000,500,0.03125,2
"32767","5471_19",4800,NA,NA,NA
"32768","5471_2",NA,0,NA,NA
"32769","5471_20",2000,NA,NA,NA
"32770","5471_3",NA,NA,NA,NA
"32771","5471_4",2400,NA,NA,NA
"32772","5471_5",10100,NA,NA,NA
"32773","5471_6",NA,400,NA,NA
"32774","5471_7",NA,NA,NA,NA
"32775","5471_8",4400,NA,NA,NA
"32776","5471_9",11200,NA,NA,NA
"32777","5472_1",3600,1000,0.277777777777778,2
"32778","5472_10",3600,NA,NA,NA
"32779","5472_11",7600,NA,NA,NA
"32780","5472_12",6000,0,0,2
"32781","5472_13",16000,NA,NA,NA
"32782","5472_14",23000,NA,NA,NA
"32783","5472_15",NA,0,NA,NA
"32784","5472_16",11500,NA,NA,NA
"32785","5472_17",6800,NA,NA,NA
"32786","5472_18",6400,NA,NA,NA
"32787","5472_19",8400,500,0.0595238095238095,2
"32788","5472_2",16000,NA,NA,NA
"32789","5472_20",6000,0,0,2
"32790","5472_4",4800,800,0.166666666666667,2
"32791","5472_5",12000,NA,NA,NA
"32792","5472_6",6000,NA,NA,NA
"32793","5472_7",6800,NA,NA,NA
"32794","5472_8",5760,NA,NA,NA
"32795","5472_9",10400,NA,NA,NA
"32796","5473_1",2400,0,0,2
"32797","5473_10",7600,NA,NA,NA
"32798","5473_11",3000,NA,NA,NA
"32799","5473_12",3600,NA,NA,NA
"32800","5473_13",4800,NA,NA,NA
"32801","5473_14",2800,NA,NA,NA
"32802","5473_16",NA,NA,NA,NA
"32803","5473_17",2600,450,0.173076923076923,2
"32804","5473_18",5880,0,0,2
"32805","5473_19",2400,0,0,2
"32806","5473_2",11400,NA,NA,NA
"32807","5473_3",2000,0,0,2
"32808","5473_4",5600,0,0,2
"32809","5473_5",1600,NA,NA,NA
"32810","5473_6",8000,NA,NA,NA
"32811","5473_7",2000,NA,NA,NA
"32812","5473_8",2000,NA,NA,NA
"32813","5474_1",2800,NA,NA,NA
"32814","5474_10",4400,NA,NA,NA
"32815","5474_11",13600,NA,NA,NA
"32816","5474_12",1600,NA,NA,NA
"32817","5474_13",3200,NA,NA,NA
"32818","5474_14",2000,0,0,2
"32819","5474_16",3120,NA,NA,NA
"32820","5474_17",NA,NA,NA,NA
"32821","5474_18",3200,NA,NA,NA
"32822","5474_19",1200,NA,NA,NA
"32823","5474_2",2800,NA,NA,NA
"32824","5474_4",4400,NA,NA,NA
"32825","5474_5",9000,NA,NA,NA
"32826","5474_6",4000,NA,NA,NA
"32827","5474_7",2000,0,0,2
"32828","5474_8",3200,NA,NA,NA
"32829","5474_9",15200,NA,NA,NA
"32830","5475_1",5000,NA,NA,NA
"32831","5475_11",7200,NA,NA,NA
"32832","5475_12",NA,0,NA,NA
"32833","5475_14",NA,0,NA,NA
"32834","5475_15",2100,NA,NA,NA
"32835","5475_16",666.666666666667,0,0,2
"32836","5475_17",1400,NA,NA,NA
"32837","5475_2",NA,0,NA,NA
"32838","5475_20",3600,NA,NA,NA
"32839","5475_3",1200,NA,NA,NA
"32840","5475_4",1600,NA,NA,NA
"32841","5475_5",7000,NA,NA,NA
"32842","5475_6",8000,0,0,2
"32843","5475_7",2400,NA,NA,NA
"32844","5475_8",3600,NA,NA,NA
"32845","5475_9",600,0,0,2
"32846","5476_10",4000,0,0,2
"32847","5476_11",18800,1000,0.0531914893617021,2
"32848","5476_12",NA,NA,NA,NA
"32849","5476_13",NA,NA,NA,NA
"32850","5476_14",480,NA,NA,NA
"32851","5476_15",2400,NA,NA,NA
"32852","5476_16",NA,NA,NA,NA
"32853","5476_18",NA,1000,NA,NA
"32854","5476_19",NA,NA,NA,NA
"32855","5476_2",NA,NA,NA,NA
"32856","5476_20",2000,NA,NA,NA
"32857","5476_3",2000,NA,NA,NA
"32858","5476_4",1520,NA,NA,NA
"32859","5476_7",NA,NA,NA,NA
"32860","5476_8",4000,NA,NA,NA
"32861","5477_1",NA,NA,NA,NA
"32862","5477_10",NA,300,NA,NA
"32863","5477_11",600,0,0,2
"32864","5477_12",NA,NA,NA,NA
"32865","5477_13",6000,0,0,2
"32866","5477_14",2400,500,0.208333333333333,2
"32867","5477_15",2000,NA,NA,NA
"32868","5477_16",9800,NA,NA,NA
"32869","5477_17",3200,NA,NA,NA
"32870","5477_19",2400,NA,NA,NA
"32871","5477_2",5200,NA,NA,NA
"32872","5477_20",10800,NA,NA,NA
"32873","5477_4",16000,0,0,2
"32874","5477_5",3000,0,0,2
"32875","5477_6",2000,NA,NA,NA
"32876","5477_7",NA,NA,NA,NA
"32877","5477_8",2200,0,0,2
"32878","5477_9",2000,NA,NA,NA
"32879","5478_1",2800,0,0,2
"32880","5478_10",NA,NA,NA,NA
"32881","5478_11",NA,NA,NA,NA
"32882","5478_12",4000,0,0,2
"32883","5478_13",4800,NA,NA,NA
"32884","5478_15",2400,NA,NA,NA
"32885","5478_16",7200,0,0,2
"32886","5478_17",2560,NA,NA,NA
"32887","5478_19",4800,NA,NA,NA
"32888","5478_2",3200,NA,NA,NA
"32889","5478_20",3000,NA,NA,NA
"32890","5478_3",2800,NA,NA,NA
"32891","5478_4",2000,NA,NA,NA
"32892","5478_5",NA,NA,NA,NA
"32893","5478_6",2000,NA,NA,NA
"32894","5478_7",8000,NA,NA,NA
"32895","5478_8",9600,NA,NA,NA
"32896","5478_9",7200,NA,NA,NA
"32897","5479_1",6000,0,0,2
"32898","5479_2",7000,3700,0.528571428571429,1
"32899","5479_3",10000,1000,0.1,2
"32900","5479_4",NA,NA,NA,NA
"32901","5479_5",NA,1600,NA,NA
"32902","548_1",35000,4700,0.134285714285714,2
"32903","548_2",8000,2800,0.35,1
"32904","548_3",42000,7000,0.166666666666667,2
"32905","548_5",38000,NA,NA,NA
"32906","5480_1",11000,NA,NA,NA
"32907","5480_2",45000,6000,0.133333333333333,2
"32908","5480_3",6000,2000,0.333333333333333,1
"32909","5480_4",3000,1500,0.5,1
"32910","5480_5",NA,5300,NA,NA
"32911","5481_1",15000,1800,0.12,2
"32912","5481_2",12200,200,0.0163934426229508,2
