vid,ingreso_viv,mes_info,mes_fov,mes_insp,mes_fp,mes_onl,mes_fa,gas_tot,prop_gasto
8066_12,7600,NA,NA,NA,NA,NA,NA,0,0
8066_13,8000,NA,NA,NA,NA,NA,NA,0,0
8066_14,4400,NA,NA,NA,NA,NA,NA,0,0
8066_16,6400,NA,NA,NA,NA,NA,NA,0,0
8066_17,9000,NA,NA,NA,NA,NA,NA,0,0
8066_18,4800,NA,NA,NA,NA,NA,NA,0,0
8066_19,8000,NA,NA,NA,NA,NA,NA,0,0
8066_20,4840,NA,NA,NA,NA,NA,NA,0,0
8066_3,4000,NA,NA,NA,NA,NA,NA,0,0
8066_7,10800,518.3823529411765,NA,NA,NA,NA,NA,518.3823529411765,0.04799836601307189
8066_8,4000,NA,NA,NA,NA,NA,NA,0,0
8066_9,7800,NA,NA,NA,NA,NA,NA,0,0
8067_1,NA,NA,NA,NA,NA,NA,NA,0,NA
8067_10,5600,NA,NA,NA,NA,NA,NA,0,0
8067_11,2400,NA,NA,NA,NA,NA,NA,0,0
8067_12,6800,NA,NA,NA,NA,NA,NA,0,0
8067_15,4800,NA,NA,NA,NA,NA,NA,0,0
8067_16,NA,NA,NA,NA,NA,NA,NA,0,NA
8067_17,2000,NA,NA,NA,NA,NA,NA,0,0
8067_2,1800,NA,NA,NA,NA,NA,NA,0,0
8067_3,4000,NA,NA,NA,NA,NA,NA,0,0
8067_4,7600,NA,NA,NA,NA,NA,NA,0,0
8067_6,9200,NA,NA,NA,NA,NA,NA,0,0
8067_7,600,NA,NA,NA,NA,NA,NA,0,0
8067_8,4400,NA,NA,NA,NA,NA,NA,0,0
8067_9,30400,NA,NA,NA,NA,NA,NA,0,0
8068_1,NA,NA,NA,NA,NA,NA,NA,0,NA
8068_10,7200,NA,NA,NA,NA,NA,NA,0,0
8068_11,5400,NA,NA,NA,NA,NA,NA,0,0
8068_12,4000,NA,NA,NA,NA,NA,NA,0,0
8068_13,360,NA,NA,NA,NA,NA,NA,0,0
8068_14,9200,NA,NA,NA,NA,NA,NA,0,0
8068_15,10800,NA,NA,NA,NA,NA,NA,0,0
8068_16,4800,NA,NA,NA,NA,NA,NA,0,0
8068_17,NA,NA,NA,NA,NA,NA,NA,0,NA
8068_18,5400,NA,NA,NA,NA,NA,NA,0,0
8068_19,3400,NA,NA,NA,NA,NA,NA,0,0
8068_2,4800,NA,NA,NA,NA,NA,NA,0,0
8068_20,4000,NA,NA,NA,NA,NA,NA,0,0
8068_3,4800,NA,NA,NA,NA,NA,NA,0,0
8068_4,8400,NA,NA,NA,NA,NA,NA,0,0
8068_5,6800,NA,NA,NA,NA,NA,NA,0,0
8068_6,6800,NA,NA,NA,NA,NA,NA,0,0
8068_7,9400,NA,NA,NA,NA,NA,NA,0,0
8068_8,4800,NA,NA,NA,NA,NA,NA,0,0
8068_9,12400,NA,NA,NA,NA,NA,NA,0,0
8069_1,6400,NA,NA,NA,NA,NA,NA,0,0
8069_10,5600,NA,NA,NA,NA,NA,NA,0,0
8069_11,4800,NA,NA,NA,NA,NA,NA,0,0
8069_12,NA,NA,NA,NA,NA,NA,NA,0,NA
8069_13,1200,NA,NA,NA,NA,NA,NA,0,0
8069_14,NA,NA,NA,NA,NA,NA,NA,0,NA
8069_15,800,NA,NA,NA,NA,NA,NA,0,0
8069_16,1200,NA,NA,NA,NA,NA,NA,0,0
8069_17,7200,NA,NA,NA,NA,NA,NA,0,0
8069_18,4320,NA,NA,NA,NA,NA,NA,0,0
8069_19,8288,NA,NA,NA,NA,NA,NA,0,0
8069_2,NA,NA,NA,NA,NA,NA,NA,0,NA
8069_20,4800,NA,NA,NA,NA,NA,NA,0,0
8069_3,6800,NA,NA,NA,NA,NA,NA,0,0
8069_4,7200,NA,NA,NA,NA,NA,NA,0,0
8069_5,8000,NA,NA,NA,NA,NA,NA,0,0
8069_6,800,NA,NA,NA,NA,NA,NA,0,0
8069_7,6000,NA,NA,NA,NA,NA,NA,0,0
8069_8,1200,NA,NA,NA,NA,NA,NA,0,0
8069_9,4800,NA,NA,NA,NA,NA,NA,0,0
807_1,2400,NA,NA,NA,NA,NA,NA,0,0
807_11,NA,NA,NA,NA,NA,NA,NA,0,NA
807_12,5000,NA,NA,NA,NA,NA,NA,0,0
807_13,8800,NA,NA,NA,NA,NA,NA,0,0
807_14,4800,NA,NA,NA,NA,NA,NA,0,0
807_15,30000,NA,NA,NA,NA,NA,NA,0,0
807_16,3600,NA,NA,NA,NA,NA,NA,0,0
807_17,36800,NA,NA,NA,NA,NA,NA,0,0
807_18,NA,NA,NA,NA,NA,NA,NA,0,NA
807_19,NA,NA,NA,NA,NA,NA,NA,0,NA
807_2,NA,NA,NA,NA,NA,NA,NA,0,NA
807_20,24000,NA,NA,NA,NA,NA,NA,0,0
807_3,10000,NA,NA,NA,NA,NA,NA,0,0
807_4,4000,NA,NA,NA,NA,NA,NA,0,0
807_5,4000,NA,NA,NA,NA,NA,NA,0,0
807_6,NA,NA,NA,NA,NA,NA,NA,0,NA
807_7,24000,NA,NA,NA,NA,NA,NA,0,0
807_8,80000,NA,NA,NA,NA,NA,NA,0,0
807_9,NA,NA,NA,NA,NA,NA,NA,0,NA
8070_1,4000,NA,NA,NA,NA,NA,NA,0,0
8070_10,3600,NA,NA,NA,NA,NA,NA,0,0
8070_11,3320,NA,NA,NA,NA,NA,NA,0,0
8070_12,NA,NA,NA,NA,NA,NA,NA,0,NA
8070_13,5200,NA,NA,NA,NA,NA,NA,0,0
8070_15,5200,NA,NA,NA,NA,NA,NA,0,0
8070_16,13400,NA,NA,NA,NA,NA,NA,0,0
8070_17,680,NA,NA,NA,NA,NA,NA,0,0
8070_18,14800,NA,NA,NA,NA,NA,NA,0,0
8070_19,3600,NA,NA,NA,NA,NA,NA,0,0
8070_2,6000,NA,NA,NA,NA,NA,NA,0,0
8070_20,2400,NA,NA,NA,NA,NA,NA,0,0
8070_3,8800,NA,NA,NA,NA,NA,NA,0,0
8070_4,8600,NA,NA,NA,NA,NA,NA,0,0
8070_5,8100,NA,NA,NA,NA,NA,NA,0,0
8070_6,6800,NA,NA,NA,NA,NA,NA,0,0
8070_7,4000,NA,NA,NA,NA,NA,NA,0,0
8070_8,1320,NA,NA,NA,NA,NA,NA,0,0
8070_9,5200,NA,NA,NA,NA,NA,NA,0,0
8071_1,NA,NA,NA,NA,NA,NA,NA,0,NA
8071_2,12000,NA,NA,NA,NA,NA,NA,0,0
8071_3,12000,NA,NA,NA,NA,NA,NA,0,0
8071_4,11400,NA,NA,NA,NA,NA,NA,0,0
8071_5,11200,NA,NA,NA,NA,NA,NA,0,0
8072_1,12400,NA,NA,NA,NA,NA,NA,0,0
8072_2,13600,NA,NA,NA,NA,NA,NA,0,0
8072_4,27600,NA,NA,NA,NA,NA,NA,0,0
8073_1,1200,NA,NA,NA,NA,NA,NA,0,0
8073_2,10000,2105.2631578947367,NA,NA,NA,NA,NA,2105.2631578947367,0.21052631578947367
8073_4,NA,0.6422018348623854,NA,NA,NA,NA,NA,0.6422018348623854,NA
8074_1,4200,NA,NA,NA,NA,NA,NA,0,0
8074_10,6800,NA,NA,NA,NA,NA,NA,0,0
8074_11,4000,NA,NA,NA,NA,NA,NA,0,0
8074_12,18800,NA,NA,NA,NA,NA,NA,0,0
8074_13,15200,NA,NA,NA,NA,NA,NA,0,0
8074_14,8400,NA,NA,NA,NA,NA,NA,0,0
8074_15,8400,16666.666666666668,NA,NA,NA,NA,NA,16666.666666666668,1.9841269841269842
8074_16,8000,NA,NA,NA,NA,NA,NA,0,0
8074_17,800,NA,NA,NA,NA,NA,NA,0,0
8074_18,6000,NA,NA,NA,NA,NA,NA,0,0
8074_19,8800,NA,NA,NA,NA,NA,NA,0,0
8074_20,6000,NA,NA,NA,NA,NA,NA,0,0
8074_3,4800,NA,NA,NA,NA,NA,NA,0,0
8074_4,NA,NA,NA,NA,NA,NA,NA,0,NA
8074_5,5200,NA,NA,NA,NA,NA,NA,0,0
8074_6,6800,NA,NA,NA,NA,NA,NA,0,0
8074_7,8000,NA,NA,NA,NA,NA,NA,0,0
8074_8,16000,NA,NA,NA,NA,NA,NA,0,0
8074_9,4000,NA,NA,NA,NA,NA,NA,0,0
8075_1,8800,NA,NA,NA,NA,NA,NA,0,0
8075_2,10800,NA,NA,NA,NA,NA,NA,0,0
8075_3,3600,NA,NA,NA,NA,NA,NA,0,0
8075_4,7200,NA,NA,NA,NA,NA,NA,0,0
8076_1,8000,NA,NA,NA,NA,NA,NA,0,0
8076_2,8000,NA,NA,NA,NA,NA,NA,0,0
8076_3,3800,NA,NA,NA,NA,NA,NA,0,0
8076_4,16560,NA,NA,NA,NA,NA,NA,0,0
8076_5,7000,NA,NA,NA,NA,NA,NA,0,0
8077_1,1600,NA,NA,NA,NA,NA,NA,0,0
8077_10,1200,NA,NA,NA,NA,NA,NA,0,0
8077_11,NA,NA,NA,NA,NA,NA,NA,0,NA
8077_12,4000,NA,NA,NA,NA,NA,NA,0,0
8077_13,12000,NA,NA,NA,NA,NA,NA,0,0
8077_14,7250,NA,NA,NA,NA,NA,NA,0,0
8077_15,7000,NA,NA,NA,NA,NA,NA,0,0
8077_16,200,NA,NA,NA,NA,NA,NA,0,0
8077_17,10000,NA,NA,NA,NA,NA,NA,0,0
8077_18,7200,NA,NA,NA,NA,NA,NA,0,0
8077_19,5800,NA,NA,NA,NA,NA,NA,0,0
8077_2,12000,NA,NA,NA,NA,NA,NA,0,0
8077_20,4400,NA,NA,NA,NA,NA,NA,0,0
8077_3,6960,NA,NA,NA,NA,NA,NA,0,0
8077_4,800,NA,NA,NA,NA,NA,NA,0,0
8077_6,8000,NA,NA,NA,NA,NA,NA,0,0
8077_7,NA,NA,NA,NA,NA,NA,NA,0,NA
8077_8,8000,NA,NA,NA,NA,NA,NA,0,0
8077_9,16000,NA,NA,NA,NA,NA,NA,0,0
8078_1,8400,NA,NA,NA,NA,NA,NA,0,0
8078_10,3200,NA,NA,NA,NA,NA,NA,0,0
8078_12,6000,NA,NA,NA,NA,NA,NA,0,0
8078_13,5500,NA,NA,NA,NA,NA,NA,0,0
8078_14,20000,NA,NA,NA,NA,NA,NA,0,0
8078_15,NA,NA,NA,NA,NA,NA,NA,0,NA
8078_16,3440,NA,NA,NA,NA,NA,NA,0,0
8078_17,2000,NA,NA,NA,NA,NA,NA,0,0
8078_18,40000,NA,NA,NA,NA,NA,NA,0,0
8078_19,4600,NA,NA,NA,NA,NA,NA,0,0
8078_2,8800,NA,NA,NA,NA,NA,NA,0,0
8078_20,4800,NA,NA,NA,NA,NA,NA,0,0
8078_3,12600,NA,NA,NA,NA,NA,NA,0,0
8078_4,3600,NA,NA,NA,NA,NA,NA,0,0
8078_5,NA,NA,NA,NA,NA,NA,NA,0,NA
8078_6,NA,NA,NA,NA,NA,NA,NA,0,NA
8078_7,5200,NA,NA,NA,NA,NA,NA,0,0
8078_8,2000,NA,NA,NA,NA,NA,NA,0,0
8078_9,NA,NA,NA,NA,NA,NA,NA,0,NA
8079_1,1880,NA,NA,NA,NA,NA,NA,0,0
8079_11,7600,NA,NA,NA,NA,NA,NA,0,0
8079_12,3200,NA,NA,NA,NA,NA,NA,0,0
8079_13,4800,NA,NA,NA,NA,NA,NA,0,0
8079_14,600,NA,NA,NA,NA,NA,NA,0,0
8079_15,4000,NA,NA,NA,NA,NA,NA,0,0
8079_16,33600,NA,NA,NA,NA,NA,NA,0,0
8079_17,16000,1215.2777777777778,NA,NA,NA,NA,NA,1215.2777777777778,0.07595486111111112
8079_18,NA,NA,NA,NA,NA,NA,NA,0,NA
8079_19,14800,NA,NA,NA,NA,NA,NA,0,0
8079_2,100,NA,NA,NA,NA,NA,NA,0,0
8079_20,10800,NA,NA,NA,NA,NA,NA,0,0
8079_3,21200,NA,NA,NA,NA,NA,NA,0,0
8079_4,12800,NA,NA,NA,NA,NA,NA,0,0
8079_5,4800,NA,NA,NA,NA,NA,NA,0,0
8079_6,6800,NA,NA,NA,NA,NA,NA,0,0
8079_7,16000,NA,NA,NA,NA,NA,NA,0,0
8079_8,NA,NA,NA,NA,NA,NA,NA,0,NA
8079_9,3800,NA,NA,NA,NA,NA,NA,0,0
808_1,20000,NA,NA,NA,NA,NA,NA,0,0
808_11,11200,NA,NA,NA,NA,NA,NA,0,0
808_12,10000,NA,NA,NA,NA,NA,NA,0,0
808_13,6000,1000,NA,NA,NA,NA,NA,1000,0.16666666666666666
808_14,NA,NA,NA,NA,NA,NA,NA,0,NA
808_15,NA,NA,NA,NA,NA,NA,NA,0,NA
808_16,5000,NA,NA,NA,NA,NA,NA,0,0
808_17,NA,NA,NA,NA,NA,NA,NA,0,NA
808_18,18000,NA,NA,NA,NA,NA,NA,0,0
808_19,NA,NA,NA,NA,NA,NA,NA,0,NA
808_20,NA,NA,NA,NA,NA,NA,NA,0,NA
808_3,NA,NA,NA,NA,NA,NA,NA,0,NA
808_4,5000,NA,NA,NA,NA,NA,NA,0,0
808_6,28000,NA,NA,NA,NA,NA,NA,0,0
808_7,4000,NA,NA,NA,NA,NA,NA,0,0
808_8,4000,NA,NA,NA,NA,NA,NA,0,0
8080_1,1600,NA,NA,NA,NA,NA,NA,0,0
8080_10,5600,NA,NA,NA,NA,NA,NA,0,0
8080_11,8800,NA,NA,NA,NA,NA,NA,0,0
8080_12,25600,NA,NA,NA,NA,NA,NA,0,0
8080_13,10000,NA,NA,NA,NA,NA,NA,0,0
8080_14,6000,NA,NA,NA,NA,NA,NA,0,0
8080_15,3200,NA,NA,NA,NA,NA,NA,0,0
8080_17,21000,NA,NA,NA,NA,NA,NA,0,0
8080_18,500,NA,NA,NA,NA,NA,NA,0,0
8080_19,22400,NA,NA,NA,NA,NA,NA,0,0
8080_2,6600,NA,NA,NA,NA,NA,NA,0,0
8080_20,6000,NA,NA,NA,NA,NA,NA,0,0
8080_3,NA,NA,NA,NA,NA,NA,NA,0,NA
8080_4,1600,NA,NA,NA,NA,NA,NA,0,0
8080_5,4000,NA,NA,NA,NA,NA,NA,0,0
8080_6,6000,NA,NA,NA,NA,NA,NA,0,0
8080_7,8400,NA,NA,NA,NA,NA,NA,0,0
8080_8,NA,NA,NA,NA,NA,NA,NA,0,NA
8080_9,6000,NA,NA,NA,NA,NA,NA,0,0
8081_1,4800,NA,NA,NA,NA,NA,NA,0,0
8081_10,2800,NA,NA,NA,NA,NA,NA,0,0
8081_11,10600,NA,NA,NA,NA,NA,NA,0,0
8081_12,9600,NA,NA,NA,NA,NA,NA,0,0
8081_13,20000,NA,NA,NA,NA,NA,NA,0,0
8081_14,6400,NA,NA,NA,NA,NA,NA,0,0
8081_15,6420,NA,NA,NA,NA,NA,NA,0,0
8081_16,3200,NA,NA,NA,NA,NA,NA,0,0
8081_17,4000,NA,NA,NA,NA,NA,NA,0,0
8081_18,1000,NA,NA,NA,NA,NA,NA,0,0
8081_19,5000,NA,NA,NA,NA,NA,NA,0,0
8081_2,13600,NA,NA,NA,NA,NA,NA,0,0
8081_20,32800,NA,NA,NA,NA,NA,NA,0,0
8081_3,8000,NA,NA,NA,NA,NA,NA,0,0
8081_4,28000,NA,NA,NA,NA,NA,NA,0,0
8081_5,7200,NA,NA,NA,NA,NA,NA,0,0
8081_6,12000,NA,NA,NA,NA,NA,NA,0,0
8081_8,4920,NA,NA,NA,NA,NA,NA,0,0
8081_9,17200,NA,NA,NA,NA,NA,NA,0,0
8082_1,6000,NA,NA,NA,NA,NA,NA,0,0
8082_10,NA,NA,NA,NA,NA,NA,NA,0,NA
8082_11,3464,NA,NA,NA,NA,NA,NA,0,0
8082_12,3740,NA,NA,NA,NA,NA,NA,0,0
8082_13,NA,NA,NA,NA,NA,NA,NA,0,NA
8082_15,4500,NA,NA,NA,NA,NA,NA,0,0
8082_16,4720,NA,NA,NA,NA,NA,NA,0,0
8082_17,4000,NA,NA,NA,NA,NA,NA,0,0
8082_18,3600,NA,NA,NA,NA,NA,NA,0,0
8082_19,2800,NA,NA,NA,NA,NA,NA,0,0
8082_2,3200,NA,NA,NA,NA,NA,NA,0,0
8082_20,1560,NA,NA,NA,NA,NA,NA,0,0
8082_3,2400,NA,NA,NA,NA,NA,NA,0,0
8082_4,12000,NA,NA,NA,NA,NA,NA,0,0
8082_5,3200,NA,NA,NA,NA,NA,NA,0,0
8082_6,4800,NA,NA,NA,NA,NA,NA,0,0
8082_7,1000,NA,NA,NA,NA,NA,NA,0,0
8082_8,6560,NA,NA,NA,NA,NA,NA,0,0
8082_9,1560,NA,NA,NA,NA,NA,NA,0,0
8083_1,6800,NA,NA,NA,NA,NA,NA,0,0
8083_10,5360,NA,NA,NA,NA,NA,NA,0,0
8083_11,14700,NA,NA,NA,NA,NA,NA,0,0
8083_12,8000,NA,NA,NA,NA,NA,NA,0,0
8083_13,14800,NA,NA,NA,NA,NA,NA,0,0
8083_14,17000,1086.9565217391305,NA,NA,NA,NA,NA,1086.9565217391305,0.0639386189258312
8083_15,13600,NA,NA,NA,NA,NA,NA,0,0
8083_16,5200,NA,NA,NA,NA,NA,NA,0,0
8083_17,8000,NA,NA,NA,NA,NA,NA,0,0
8083_18,NA,NA,NA,NA,NA,NA,NA,0,NA
8083_19,16400,NA,NA,NA,NA,NA,NA,0,0
8083_2,16600,NA,NA,NA,NA,NA,NA,0,0
8083_20,6000,NA,NA,NA,NA,NA,NA,0,0
8083_3,19800,NA,NA,NA,NA,NA,NA,0,0
8083_4,14000,568.75,NA,NA,NA,NA,NA,568.75,0.040625
8083_5,13400,NA,NA,NA,NA,NA,NA,0,0
8083_6,11800,NA,NA,NA,NA,NA,NA,0,0
8083_7,10400,NA,NA,NA,NA,NA,NA,0,0
8083_8,4800,NA,NA,NA,NA,NA,NA,0,0
8083_9,22400,NA,NA,NA,NA,NA,NA,0,0
8084_1,6000,NA,NA,NA,NA,NA,NA,0,0
8084_10,20800,NA,NA,NA,NA,NA,NA,0,0
8084_11,2800,NA,NA,NA,NA,NA,NA,0,0
8084_12,10800,NA,NA,NA,NA,NA,NA,0,0
8084_13,3400,NA,NA,NA,NA,NA,NA,0,0
8084_14,7600,NA,NA,NA,NA,NA,NA,0,0
8084_15,3600,NA,NA,NA,NA,NA,NA,0,0
8084_18,4000,NA,NA,NA,NA,NA,NA,0,0
8084_19,NA,NA,NA,NA,NA,NA,NA,0,NA
8084_2,10000,NA,NA,NA,NA,NA,NA,0,0
8084_20,4800,NA,NA,NA,NA,NA,NA,0,0
8084_3,28100,NA,NA,NA,NA,NA,NA,0,0
8084_4,9200,NA,NA,NA,NA,NA,NA,0,0
8084_5,NA,NA,NA,NA,NA,NA,NA,0,NA
8084_6,8800,NA,NA,NA,NA,NA,NA,0,0
8084_7,5200,NA,NA,NA,NA,NA,NA,0,0
8084_8,10000,688.0733944954128,NA,NA,NA,NA,NA,688.0733944954128,0.06880733944954127
8084_9,12100,NA,NA,NA,NA,NA,NA,0,0
8085_1,2400,NA,NA,NA,NA,NA,NA,0,0
8085_10,400,NA,NA,NA,NA,NA,NA,0,0
8085_11,7200,NA,NA,NA,NA,NA,NA,0,0
8085_12,20400,NA,NA,NA,NA,NA,NA,0,0
8085_13,11200,NA,NA,NA,NA,NA,NA,0,0
8085_14,8800,NA,NA,NA,NA,NA,NA,0,0
8085_15,13800,NA,NA,NA,NA,NA,NA,0,0
8085_17,8800,NA,NA,NA,NA,NA,NA,0,0
8085_18,5120,NA,NA,NA,NA,NA,NA,0,0
8085_19,6000,NA,NA,NA,NA,NA,NA,0,0
8085_2,10000,NA,NA,NA,NA,NA,NA,0,0
8085_20,NA,NA,NA,NA,NA,NA,NA,0,NA
8085_3,7600,NA,NA,NA,NA,NA,NA,0,0
8085_4,19600,NA,NA,NA,NA,NA,NA,0,0
8085_5,9200,NA,NA,NA,NA,NA,NA,0,0
8085_6,NA,NA,NA,NA,NA,NA,NA,0,NA
8085_7,NA,NA,NA,NA,NA,NA,NA,0,NA
8085_8,3200,NA,NA,NA,NA,NA,NA,0,0
8085_9,NA,NA,NA,NA,NA,NA,NA,0,NA
8086_1,10080,NA,NA,NA,NA,NA,NA,0,0
8086_10,11040,NA,NA,NA,NA,NA,NA,0,0
8086_11,7200,NA,NA,NA,NA,NA,NA,0,0
8086_12,22800,NA,NA,NA,NA,NA,NA,0,0
8086_13,8000,NA,NA,NA,NA,NA,NA,0,0
8086_14,1320,NA,NA,NA,NA,NA,NA,0,0
8086_15,24000,NA,NA,NA,NA,NA,NA,0,0
8086_16,1960,NA,NA,NA,NA,NA,NA,0,0
8086_17,NA,NA,NA,NA,NA,NA,NA,0,NA
8086_18,NA,NA,NA,NA,NA,NA,NA,0,NA
8086_19,6920,NA,NA,NA,NA,NA,NA,0,0
8086_2,NA,NA,NA,NA,NA,NA,NA,0,NA
8086_20,21600,NA,NA,NA,NA,NA,NA,0,0
8086_3,70,NA,NA,NA,NA,NA,NA,0,0
8086_4,2800,NA,NA,NA,NA,NA,NA,0,0
8086_5,NA,NA,NA,NA,NA,NA,NA,0,NA
8086_6,18800,NA,NA,NA,NA,NA,NA,0,0
8086_7,4000,NA,NA,NA,NA,NA,NA,0,0
8086_8,4500,NA,NA,NA,NA,NA,NA,0,0
8086_9,4125,NA,NA,NA,NA,NA,NA,0,0
8087_1,4000,NA,NA,NA,NA,NA,NA,0,0
8087_10,2800,NA,NA,NA,NA,NA,NA,0,0
8087_11,8400,NA,NA,NA,NA,NA,NA,0,0
8087_12,NA,NA,NA,NA,NA,NA,NA,0,NA
8087_13,4600,NA,NA,NA,NA,NA,NA,0,0
8087_14,3600,NA,NA,NA,NA,NA,NA,0,0
8087_15,1200,NA,NA,NA,NA,NA,NA,0,0
8087_16,3000,NA,NA,NA,NA,NA,NA,0,0
8087_18,6000,NA,NA,NA,NA,NA,NA,0,0
8087_19,4000,NA,NA,NA,NA,NA,NA,0,0
8087_2,2000,NA,NA,NA,NA,NA,NA,0,0
8087_20,3420,NA,NA,NA,NA,NA,NA,0,0
8087_3,2400,NA,NA,NA,NA,NA,NA,0,0
8087_4,5200,NA,NA,NA,NA,NA,NA,0,0
8087_5,3200,NA,NA,NA,NA,NA,NA,0,0
8087_6,6000,NA,NA,NA,NA,NA,NA,0,0
8087_7,1600,NA,NA,NA,NA,NA,NA,0,0
8087_8,2800,NA,NA,NA,NA,NA,NA,0,0
8087_9,3200,NA,NA,NA,NA,NA,NA,0,0
8088_1,15400,NA,NA,NA,NA,NA,NA,0,0
8088_10,4000,NA,NA,NA,NA,NA,NA,0,0
8088_11,7600,NA,NA,NA,NA,NA,NA,0,0
8088_12,6000,NA,NA,NA,NA,NA,NA,0,0
8088_13,8800,NA,NA,NA,NA,NA,NA,0,0
8088_14,1600,NA,NA,NA,NA,NA,NA,0,0
8088_15,7200,NA,NA,NA,NA,NA,NA,0,0
8088_16,6800,NA,NA,NA,NA,NA,NA,0,0
8088_17,12100,NA,NA,NA,NA,NA,NA,0,0
8088_18,6000,NA,NA,NA,NA,NA,NA,0,0
8088_19,4800,NA,NA,NA,NA,NA,NA,0,0
8088_2,NA,NA,NA,NA,NA,NA,NA,0,NA
8088_20,10400,NA,NA,NA,NA,NA,NA,0,0
8088_3,6400,NA,NA,NA,NA,NA,NA,0,0
8088_4,9000,NA,NA,NA,NA,NA,NA,0,0
8088_5,12000,NA,NA,NA,NA,NA,NA,0,0
8088_6,7600,NA,NA,NA,NA,NA,NA,0,0
8088_7,7000,NA,NA,NA,NA,NA,NA,0,0
8088_8,7600,NA,NA,NA,NA,NA,NA,0,0
8088_9,12400,NA,NA,NA,NA,NA,NA,0,0
8089_1,4000,NA,NA,NA,NA,NA,NA,0,0
8089_10,5000,NA,NA,NA,NA,NA,NA,0,0
8089_11,4000,NA,NA,NA,NA,NA,NA,0,0
8089_12,3200,NA,NA,NA,NA,NA,NA,0,0
8089_15,4000,NA,NA,NA,NA,NA,NA,0,0
8089_16,14800,NA,NA,NA,NA,NA,NA,0,0
8089_17,3600,NA,NA,NA,NA,NA,NA,0,0
8089_18,8400,NA,NA,NA,NA,NA,NA,0,0
8089_19,4800,NA,NA,NA,NA,NA,NA,0,0
8089_2,720,NA,NA,NA,NA,NA,NA,0,0
8089_3,7200,NA,NA,NA,NA,NA,NA,0,0
8089_4,NA,NA,NA,NA,NA,NA,NA,0,NA
8089_5,4000,NA,NA,NA,NA,NA,NA,0,0
8089_6,2400,NA,NA,NA,NA,NA,NA,0,0
8089_7,3600,NA,NA,NA,NA,NA,NA,0,0
8089_8,7000,NA,NA,NA,NA,NA,NA,0,0
8089_9,5600,NA,NA,NA,NA,NA,NA,0,0
809_1,18800,NA,NA,NA,NA,NA,NA,0,0
809_10,NA,NA,NA,NA,NA,NA,NA,0,NA
809_13,NA,NA,NA,NA,NA,NA,NA,0,NA
809_14,NA,NA,NA,NA,NA,NA,NA,0,NA
809_15,6000,NA,NA,NA,NA,NA,NA,0,0
809_16,13200,NA,NA,NA,NA,NA,NA,0,0
809_17,4800,NA,NA,NA,NA,NA,NA,0,0
809_19,24000,NA,NA,NA,NA,NA,NA,0,0
809_2,16400,NA,NA,NA,NA,NA,NA,0,0
809_3,3200,NA,NA,NA,NA,NA,NA,0,0
809_5,10000,NA,NA,NA,NA,NA,NA,0,0
809_6,7200,NA,NA,NA,NA,NA,NA,0,0
809_8,19200,NA,NA,NA,NA,NA,NA,0,0
809_9,9200,NA,NA,NA,NA,NA,NA,0,0
8090_1,4800,NA,NA,NA,NA,NA,NA,0,0
8090_10,4000,NA,NA,NA,NA,NA,NA,0,0
8090_11,150,NA,NA,NA,NA,NA,NA,0,0
8090_12,4900,NA,NA,NA,NA,NA,NA,0,0
8090_13,7120,NA,NA,NA,NA,NA,NA,0,0
8090_14,5000,NA,NA,NA,NA,NA,NA,0,0
8090_15,4000,NA,NA,NA,NA,NA,NA,0,0
8090_17,2400,NA,NA,NA,NA,NA,NA,0,0
8090_18,3200,NA,NA,NA,NA,NA,NA,0,0
8090_19,NA,NA,NA,NA,NA,NA,NA,0,NA
8090_2,NA,NA,NA,NA,NA,NA,NA,0,NA
8090_20,6000,NA,NA,NA,NA,NA,NA,0,0
8090_3,NA,NA,NA,NA,NA,NA,NA,0,NA
8090_4,2000,NA,NA,NA,NA,NA,NA,0,0
8090_6,NA,NA,NA,NA,NA,NA,NA,0,NA
8090_7,NA,NA,NA,NA,NA,NA,NA,0,NA
8090_8,6563,NA,NA,NA,NA,NA,NA,0,0
8090_9,1200,NA,NA,NA,NA,NA,NA,0,0
8091_1,6000,NA,NA,NA,NA,NA,NA,0,0
8091_10,NA,NA,NA,NA,NA,NA,NA,0,NA
8091_11,4500,NA,NA,NA,NA,NA,NA,0,0
8091_12,2800,NA,NA,NA,NA,NA,NA,0,0
8091_15,6000,NA,NA,NA,NA,NA,NA,0,0
8091_16,10000,NA,NA,NA,NA,NA,NA,0,0
8091_17,9500,NA,NA,NA,NA,NA,NA,0,0
8091_18,4800,NA,NA,NA,NA,NA,NA,0,0
8091_19,11000,NA,NA,NA,NA,NA,NA,0,0
8091_2,3600,NA,NA,NA,NA,NA,NA,0,0
8091_20,4000,NA,NA,NA,NA,NA,NA,0,0
8091_3,11600,NA,NA,NA,NA,NA,NA,0,0
8091_4,16800,NA,NA,NA,NA,NA,NA,0,0
8091_5,18000,NA,NA,NA,NA,NA,NA,0,0
8091_6,2400,NA,NA,NA,NA,NA,NA,0,0
8091_7,NA,NA,NA,NA,NA,NA,NA,0,NA
8091_8,7200,NA,NA,NA,NA,NA,NA,0,0
8092_1,NA,NA,NA,NA,NA,NA,NA,0,NA
8092_11,NA,NA,NA,NA,NA,NA,NA,0,NA
8092_12,4800,NA,NA,NA,NA,NA,NA,0,0
8092_14,13600,NA,NA,NA,NA,NA,NA,0,0
8092_15,NA,NA,NA,NA,NA,NA,NA,0,NA
