vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
5913_1,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5913_3,Media,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Baja
5913_4,Media,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Media
5913_5,Muy baja,Baja,Media,Media,Muy Alta,Alta,Baja,NA
5914_1,Media,Baja,Alta,Alta,Muy Alta,Alta,Alta,Baja
5914_2,Media,Muy Alta,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5914_4,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5914_5,Media,Baja,Alta,Alta,Muy Alta,Alta,Alta,Baja
5915_1,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5915_2,Muy baja,Media,Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
5915_3,Muy Alta,Media,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
5915_4,Media,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
5916_1,Media,Media,Alta,Media,NA,Baja,Muy baja,NA
5916_3,Muy Alta,Baja,Muy Alta,Muy baja,NA,Baja,Muy Alta,Alta
5916_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Media
5916_5,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Media,Media
5917_1,Media,Media,Media,Muy baja,Muy Alta,Alta,Alta,Alta
5917_2,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5917_4,Muy baja,Media,Muy Alta,Alta,NA,Alta,Alta,Muy baja
5917_5,Media,Media,Alta,Media,Muy Alta,Baja,Muy Alta,Media
5918_1,Muy baja,Baja,Media,Baja,Muy Alta,Alta,Muy baja,NA
5918_2,Muy baja,Muy baja,Baja,Muy Alta,Muy Alta,Alta,Muy baja,NA
5918_3,Muy Alta,Muy baja,Media,Alta,NA,Alta,Muy baja,NA
5918_4,Media,Baja,Media,Muy baja,Muy Alta,Baja,Media,Alta
5919_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5919_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5919_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5920_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5920_2,Muy baja,Media,Muy Alta,Alta,NA,Alta,Media,Alta
5920_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5920_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5920_5,Muy baja,Media,Muy Alta,Media,NA,Alta,Baja,NA
5921_1,Baja,Media,Muy Alta,Baja,NA,Baja,Baja,NA
5921_2,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
5921_3,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
5921_4,Muy baja,Muy Alta,Muy Alta,Alta,NA,Baja,Baja,NA
5921_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Media,Baja
5922_1,Muy baja,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
5922_2,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5922_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Media,Alta
5923_1,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5923_2,Baja,Alta,Muy Alta,Muy baja,Media,Baja,Media,Alta
5923_3,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
5923_4,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
5923_5,Alta,Alta,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5924_1,Media,Muy Alta,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5924_2,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
5924_3,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
5924_5,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5925_3,Muy baja,Baja,Media,Muy baja,Muy Alta,Baja,Alta,Muy Alta
5925_4,Muy baja,Baja,Media,Muy baja,NA,Baja,Muy baja,NA
5925_5,Muy baja,Media,Media,Media,Muy Alta,Alta,Alta,Media
5926_1,Muy Alta,Media,Muy Alta,Baja,Alta,Baja,Media,Muy Alta
5926_2,Media,Media,Muy Alta,Baja,Baja,Baja,Media,Muy Alta
5926_3,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Alta
5926_4,Muy baja,Media,Muy Alta,Baja,Baja,Baja,Media,Muy Alta
5926_5,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5927_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5927_2,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5927_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5927_4,Muy Alta,Media,Muy Alta,Muy baja,Alta,Baja,Media,Baja
5927_5,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5928_1,Media,Media,Muy Alta,Baja,NA,Baja,Media,Muy Alta
5928_2,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Baja,NA
5928_4,Muy Alta,Media,Muy Alta,Baja,Media,Alta,Media,Muy baja
5928_5,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Alta,Alta
5929_1,Baja,Media,Muy Alta,Media,Media,Baja,Media,Media
5929_2,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
5929_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5929_4,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Muy baja
5929_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5930_1,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5930_2,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5930_3,Media,Media,Muy Alta,Muy Alta,Alta,Alta,Media,Media
5930_4,Muy baja,Media,Muy Alta,Media,NA,Baja,Baja,NA
5930_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5931_1,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5931_2,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Alta
5931_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Muy Alta
5931_4,Alta,Media,Muy Alta,Muy baja,NA,Baja,Media,Muy Alta
5931_5,Muy Alta,Baja,Muy Alta,Alta,Alta,Baja,Media,Media
5932_1,Muy baja,Media,Muy Alta,Muy baja,Media,Baja,Media,Muy Alta
5932_2,Media,Media,Muy Alta,Alta,NA,Alta,Media,Alta
5932_3,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Media
5932_4,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Alta
5933_2,Media,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Alta
5933_3,Media,Media,Muy Alta,Alta,Alta,Baja,Media,Media
5933_4,Baja,Media,Muy Alta,Baja,Baja,Alta,Media,Baja
5933_5,Muy baja,Muy Alta,Muy Alta,Media,NA,Baja,Media,Media
5934_1,Muy baja,Media,Muy Alta,Media,NA,Baja,Media,Baja
5934_2,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Alta
5934_3,Muy baja,Media,Muy Alta,Alta,Baja,Baja,Media,Media
5934_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5934_5,Muy baja,Media,Muy Alta,Alta,Baja,Baja,Media,Muy Alta
5935_1,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5935_2,Muy baja,Alta,Muy Alta,Alta,Media,Baja,Media,Muy baja
5935_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Alta,Baja
5936_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5936_2,Baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Alta,Media
5936_3,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
5936_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5936_5,Media,Media,Muy Alta,Media,Baja,Baja,Media,Baja
5937_1,Muy baja,Media,Muy Alta,Baja,NA,Baja,Media,Muy baja
5937_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5938_1,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5938_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Muy baja
5938_3,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Alta
5938_4,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5938_5,Baja,Muy Alta,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
5939_1,Muy baja,Media,Muy Alta,Media,NA,Baja,Media,Media
5939_2,Media,Media,Muy Alta,Alta,NA,Baja,Media,Baja
5939_3,Baja,Media,Muy Alta,Muy Alta,Media,Alta,Media,Baja
5940_1,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Alta,Alta
5940_2,Media,Media,Muy Alta,Media,Media,Alta,Media,Baja
5940_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Baja
5940_5,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Alta
5941_1,Muy baja,Media,Muy Alta,Alta,Alta,Alta,Media,Baja
5941_2,Muy baja,Baja,Muy Alta,Baja,Baja,Alta,Media,Alta
5941_3,Muy baja,Baja,Alta,Media,Media,Alta,Media,Media
5941_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Media
5942_1,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5942_2,Muy Alta,Media,Muy Alta,Muy baja,NA,Baja,Media,Muy Alta
5942_3,Muy baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
5943_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Alta
5944_1,Baja,Alta,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5944_2,Muy baja,Media,Muy Alta,Muy Alta,Baja,Baja,Media,Media
5944_3,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5944_4,Muy baja,Alta,Muy Alta,Muy Alta,NA,Alta,Media,Muy baja
5945_1,Alta,Media,Alta,Media,Media,Baja,Media,Media
5945_2,Muy baja,Media,Muy Alta,Alta,Alta,Baja,Media,Media
5945_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5945_4,Muy baja,Media,Muy Alta,Media,Media,Baja,Media,Baja
5946_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5946_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
5946_3,Muy baja,Media,Muy Alta,Baja,Media,Baja,Media,Alta
5946_4,Muy baja,Media,Alta,Muy baja,Media,Baja,Media,Alta
5946_5,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
5947_1,Muy Alta,Media,Alta,Alta,Muy Alta,Alta,Baja,NA
5947_2,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5947_3,Muy baja,Media,Alta,Muy baja,NA,Baja,Muy Alta,Media
5947_4,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
5947_5,Muy baja,Media,Baja,Baja,Muy Alta,Baja,Media,Muy baja
5948_1,Muy Alta,Alta,Media,Alta,Muy Alta,Alta,Media,Media
5948_2,Media,Baja,Media,Muy baja,Muy Alta,Baja,Baja,NA
5948_4,Media,Media,Alta,Media,Muy Alta,Baja,Baja,NA
5948_5,Baja,Baja,Baja,Media,Muy Alta,Baja,Media,Media
5949_1,Baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
5949_2,Media,Media,Muy Alta,Media,NA,Alta,Baja,NA
5949_3,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5949_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
5949_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5950_2,Muy Alta,Media,Alta,Muy baja,Muy Alta,Alta,Muy Alta,Muy baja
5950_3,Muy baja,Media,Media,Muy baja,Muy Alta,Baja,Alta,Media
5950_4,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Alta,Media
5951_1,Muy baja,Media,Muy Alta,Baja,Media,Baja,Media,Muy Alta
5951_2,Muy baja,Media,Alta,Baja,Muy Alta,Alta,Media,Muy baja
5951_3,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Muy Alta
5951_4,Media,Media,Muy Alta,Alta,NA,Baja,Media,Alta
5951_5,Media,Alta,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5952_1,Muy Alta,Media,Alta,Media,Muy Alta,Baja,Baja,NA
5952_3,Muy baja,Media,Muy Alta,Media,NA,Baja,Media,Media
5952_4,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5953_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Muy baja
5953_2,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5953_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
5953_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Media,Muy baja
5953_5,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5954_1,Muy baja,Media,Muy Alta,Baja,Alta,Baja,Media,Muy Alta
5954_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5954_3,Muy baja,Media,Muy Alta,Alta,Baja,Baja,Media,Alta
5954_4,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5954_5,Muy baja,Media,Muy Alta,Baja,Media,Baja,Media,Alta
5955_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5955_2,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5955_3,Muy Alta,Media,Muy Alta,Baja,Baja,Baja,Media,Muy Alta
5955_4,Muy baja,Media,Alta,Media,Alta,Baja,Media,Media
5955_5,Muy baja,Baja,Muy Alta,Alta,Media,Baja,Media,Muy Alta
5956_1,Muy Alta,Media,Alta,Baja,Muy Alta,Baja,Baja,NA
5956_2,Baja,Baja,Muy Alta,Baja,Alta,Alta,Media,Alta
5956_3,Muy baja,Media,Muy Alta,Media,Media,Alta,Media,Baja
5956_4,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Media
5956_5,Muy baja,Media,Muy Alta,Muy Alta,Alta,Alta,Media,Muy baja
5957_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Muy Alta
5957_3,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Media
5957_4,Muy baja,Media,Muy Alta,Media,Media,Baja,Media,Alta
5957_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Alta
5958_1,Muy baja,Media,Muy Alta,Baja,Muy Baja,Baja,Media,Media
5958_2,Muy baja,Baja,Alta,Alta,Baja,Alta,Media,Alta
5958_3,Muy baja,Alta,Muy Alta,Media,Alta,Alta,Media,Media
5958_4,Muy Alta,Media,Alta,Muy baja,Media,Baja,Media,Alta
5958_5,Media,Media,Muy Alta,Baja,Media,Baja,Media,Baja
5959_1,Muy baja,Baja,Media,Media,Muy Alta,Baja,Baja,NA
5959_2,Muy baja,Baja,Muy baja,Media,Muy Alta,Baja,Baja,NA
5959_3,Media,Baja,Media,Media,Muy Alta,Baja,Muy baja,NA
5959_4,Muy baja,Baja,Muy baja,Baja,Muy Alta,Baja,Media,Alta
5959_5,Muy baja,Media,Alta,Media,Muy Alta,Baja,Muy baja,NA
5960_1,Media,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5960_3,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5960_4,Muy baja,Baja,Media,Media,Muy Alta,Alta,Baja,NA
5960_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
5961_1,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
5961_2,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5961_4,Muy baja,Baja,Media,Baja,Muy Alta,Baja,Baja,NA
5962_1,Media,Baja,Media,Baja,Muy Alta,Baja,Baja,NA
5962_2,Baja,Baja,Muy Alta,Baja,Media,Alta,Media,Alta
5962_3,Muy baja,Baja,Muy Alta,Media,NA,Baja,Media,Muy Alta
5962_4,Baja,Baja,Alta,Baja,Muy Alta,Baja,Media,Muy Alta
5962_5,Media,Baja,Media,Muy baja,Muy Alta,Baja,Baja,NA
5963_1,Baja,Muy Alta,Muy Alta,Baja,Muy Alta,Baja,Media,Muy Alta
5963_2,Baja,Baja,Muy Alta,Baja,Baja,Baja,Media,Muy Alta
5963_3,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5963_4,Muy baja,Media,Muy Alta,Baja,Media,Baja,Media,Muy Alta
5964_1,Muy Alta,Media,Alta,Baja,NA,Baja,Baja,NA
5964_2,Muy baja,Alta,Muy Alta,Media,NA,Baja,Muy Alta,Media
5964_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5964_4,Media,Media,Muy Alta,Muy baja,NA,Baja,Media,Muy Alta
5964_5,Muy baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
5965_1,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5965_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5965_3,Muy baja,Media,Muy Alta,Baja,Baja,Baja,Media,Media
5965_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
5965_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5966_1,Alta,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5966_2,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Alta
5966_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5966_4,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5966_5,Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5967_1,Muy baja,Media,Alta,Media,Muy Alta,Baja,Media,Muy baja
5967_2,Muy baja,Baja,Baja,Alta,Muy Alta,Alta,Alta,Baja
5967_4,Muy baja,Media,Baja,Media,Muy Alta,Baja,Media,Baja
5967_5,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Media,Media
5968_1,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
5968_2,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
5968_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5968_4,Media,Media,Muy Alta,Media,Muy Alta,Alta,Media,Muy baja
5968_5,Muy baja,Alta,Muy Alta,Media,Muy Alta,Alta,Media,Baja
5969_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5969_3,Muy baja,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
5969_4,Muy baja,Media,Alta,Media,NA,Alta,Media,Baja
5969_5,Muy baja,Alta,Alta,Baja,NA,Baja,Muy Alta,Media
5970_1,Media,Media,Muy Alta,Media,Alta,Baja,Media,Baja
5970_2,Media,Media,Muy Alta,Alta,Media,Alta,Media,Media
5970_3,Alta,Baja,Alta,Media,Media,Baja,Media,Muy Alta
5970_4,Baja,Media,Muy Alta,Muy baja,Alta,Alta,Media,Alta
5970_5,Baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
5971_1,Muy baja,Baja,Muy Alta,Baja,NA,Baja,Media,Alta
5971_2,Muy baja,Alta,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5971_3,Muy baja,Alta,Muy Alta,Muy baja,Alta,Baja,Media,Alta
5971_4,Alta,Alta,Muy Alta,Alta,Alta,Baja,Media,Alta
5972_1,Baja,Alta,Alta,Muy baja,Muy Alta,Alta,Baja,NA
5972_2,Muy baja,Baja,Baja,Baja,Muy Alta,Alta,Baja,NA
5972_3,Muy baja,Media,Alta,Baja,NA,Alta,Muy Alta,Muy baja
5972_4,Muy baja,Baja,Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
5972_5,Muy baja,Muy baja,Alta,Baja,Muy Alta,Alta,Baja,NA
5973_1,Muy baja,Media,Media,Media,Muy Alta,Baja,Media,Muy baja
5973_2,Muy baja,Muy baja,Media,Alta,Muy Alta,Alta,Muy baja,NA
5973_3,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Alta,Baja
5973_4,Muy baja,Media,Media,Baja,Muy Alta,Baja,Muy baja,NA
5973_5,Muy baja,Baja,Media,Muy baja,Muy Alta,Alta,Alta,Baja
5974_2,Muy baja,Media,Media,Muy baja,NA,Baja,Baja,NA
5974_3,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Alta,Muy baja
5974_4,Muy baja,Baja,Baja,Muy baja,Muy Alta,Baja,Media,Muy Alta
5974_5,Muy Alta,Baja,Media,Baja,Muy Alta,Alta,Alta,Baja
5975_1,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5975_2,Baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5975_3,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Media,Muy Alta
5975_4,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
5975_5,Baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5976_1,Muy Alta,Baja,Alta,Muy baja,NA,Baja,Baja,NA
5976_2,Media,Baja,Alta,Muy baja,Media,Baja,Media,Alta
5976_3,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5976_4,Muy baja,Media,Muy Alta,Baja,Baja,Baja,Media,Alta
5976_5,Muy baja,Media,Muy Alta,Muy baja,NA,Baja,Media,Media
5977_1,Muy baja,Baja,Muy Alta,Baja,Alta,Baja,Media,Alta
5977_2,Baja,Alta,Muy Alta,Media,Muy Alta,Baja,Media,Alta
5977_3,Baja,Media,Muy Alta,Alta,Media,Alta,Media,Baja
5978_1,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Media,Alta
5978_2,Media,Baja,Muy baja,Media,Muy Alta,Alta,Muy baja,NA
5978_3,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5978_4,Muy baja,Baja,Muy Alta,Baja,Muy Baja,Baja,Media,Alta
5978_5,Media,Media,Muy Alta,Baja,Muy Alta,Alta,Muy baja,NA
5979_3,Media,Alta,Muy Alta,Alta,Muy Alta,Baja,Media,Media
5980_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Media,Media
5980_3,Muy baja,Alta,Muy Alta,Media,Muy Alta,Baja,Media,Alta
5980_4,Muy baja,Media,Muy Alta,Baja,Alta,Baja,Media,Muy Alta
5980_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5981_1,Muy baja,Media,Muy Alta,Alta,Media,Alta,Media,Muy baja
5981_2,Media,Media,Muy Alta,Muy Alta,Media,Alta,Media,Muy baja
5981_3,Baja,Media,Muy Alta,Alta,Media,Baja,Media,Muy Alta
5981_4,Media,Media,Alta,Baja,Muy Baja,Alta,Media,Baja
5981_5,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5982_2,Media,Media,Muy baja,Baja,Muy Alta,Alta,Alta,Baja
5982_3,Muy baja,Baja,Muy baja,Media,Muy Alta,Alta,Alta,Media
5982_4,Muy baja,Baja,Alta,Muy baja,Muy Alta,Alta,Muy Alta,Alta
5982_5,Muy baja,Baja,Media,Muy baja,Muy Alta,Alta,Alta,Muy Alta
5983_1,Muy baja,Baja,Media,Muy baja,Muy Alta,Baja,Alta,Alta
5983_2,Muy baja,Muy baja,Media,Media,Muy Alta,Baja,Media,Alta
5983_3,Muy baja,Baja,Media,Media,Muy Alta,Alta,Alta,Baja
5983_4,Muy baja,Muy baja,Media,Muy baja,Muy Alta,Alta,Media,Alta
5984_1,Muy baja,Media,Media,Baja,NA,Alta,Alta,Muy baja
5984_2,Alta,Media,Alta,Muy baja,Muy Alta,Alta,Media,Baja
5984_3,Muy baja,Media,Media,Baja,Muy Alta,Alta,Baja,NA
5984_4,Muy baja,Baja,Media,Media,NA,Alta,Media,Media
5984_5,Alta,Baja,Alta,Muy baja,Muy Alta,Alta,Media,Muy baja
5985_1,Muy baja,Baja,Media,Media,Muy Alta,Baja,Baja,NA
5985_2,Alta,Media,Alta,Muy baja,Muy Alta,Baja,Alta,Media
5985_3,Muy baja,Baja,Media,Baja,Muy Alta,Alta,Alta,Media
5985_5,Muy Alta,Baja,Media,Media,Muy Alta,Alta,Media,Baja
5986_1,Muy baja,Baja,Media,Baja,NA,Alta,Alta,Alta
5986_2,Muy baja,Muy baja,Media,Baja,Muy Alta,Baja,Media,Muy Alta
5986_3,Muy baja,Baja,Media,Baja,Muy Alta,Baja,Media,Alta
5986_4,Muy baja,Baja,Media,Muy baja,Muy Alta,Baja,Alta,Alta
5986_5,Muy baja,Muy baja,Media,Muy baja,Muy Alta,Baja,Muy baja,Alta
5987_1,Muy baja,Media,Muy Alta,Baja,Alta,Alta,Media,Media
5987_2,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5987_3,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5987_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5987_5,Muy baja,Media,Muy Alta,Media,Media,Baja,Media,Muy Alta
5988_1,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Media
5988_2,Muy baja,Media,Muy Alta,Baja,Alta,Alta,Media,Alta
5988_3,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5988_4,Muy baja,Media,Muy Alta,Media,Media,Baja,Media,Alta
5988_5,Media,Media,Muy Alta,Media,Muy Alta,Baja,Media,Muy Alta
5989_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5989_2,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5989_3,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Muy baja,NA
5989_4,Muy baja,Media,Muy Alta,Muy baja,Alta,Baja,Media,Alta
5989_5,Muy baja,Media,Alta,Media,Alta,Baja,Media,Muy Alta
5990_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
5990_2,Muy Alta,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy Alta
5990_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5990_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5990_5,Muy baja,Media,Muy Alta,Media,NA,Baja,Baja,NA
5991_1,Baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
5991_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
