vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
4206_16,Media,Muy baja,Media,Media,Muy Alta,Baja,Alta,Muy Alta
4206_17,Media,Muy baja,Media,Media,NA,Alta,Alta,Baja
4206_18,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4206_19,Baja,Baja,Muy Alta,Alta,NA,Alta,Alta,Muy baja
4206_20,Media,Baja,Alta,Muy baja,NA,Baja,Muy Alta,Baja
4207_1,Muy baja,Baja,Muy Alta,Media,NA,Alta,Alta,Baja
4207_2,Alta,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Media
4207_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4207_4,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
4207_5,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4207_6,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4207_7,Muy baja,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4207_8,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4207_9,Baja,Baja,Alta,Alta,Muy Alta,Alta,Muy baja,NA
4207_10,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Alta,Alta
4207_12,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4207_13,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Baja
4207_14,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
4207_15,Muy baja,Baja,Alta,Muy baja,NA,Baja,Baja,NA
4207_17,Baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4207_18,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Muy Alta
4207_19,Muy baja,Muy baja,Baja,Media,Muy Alta,Baja,Muy baja,NA
4207_20,Baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4208_1,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4208_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4208_3,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4208_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4208_5,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4208_6,Muy baja,Media,Muy Alta,Baja,NA,Alta,Muy Alta,Muy baja
4208_7,Media,Baja,Alta,Media,Muy Alta,Alta,Baja,NA
4208_8,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
4208_9,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4208_10,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4208_11,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4208_12,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4208_13,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4208_14,Muy Alta,Media,Alta,Alta,Muy Alta,Baja,Muy Alta,Media
4208_15,Media,Baja,Alta,Muy Alta,NA,Baja,Muy baja,NA
4208_16,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
4208_17,Media,Media,Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4208_18,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Alta,Alta
4208_19,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4208_20,Baja,Media,Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4209_1,Muy baja,Baja,Muy Alta,Baja,NA,Alta,Baja,NA
4209_2,Muy baja,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4209_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4209_4,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4209_5,Alta,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4209_6,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4209_7,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4209_9,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4209_10,Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4209_11,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4209_12,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
4209_13,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4209_15,Muy baja,Baja,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
4209_16,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4209_17,Media,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
4209_18,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4209_19,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
4209_20,Alta,Baja,Alta,Alta,NA,Alta,Muy baja,NA
4210_1,Muy baja,Baja,Muy Alta,Baja,NA,Baja,Muy Alta,Media
4210_2,Baja,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
4210_3,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4210_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4210_5,Baja,Media,Alta,Media,Muy Alta,Alta,Baja,NA
4210_6,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
4210_7,Muy baja,Baja,Muy Alta,Muy baja,NA,Baja,Muy baja,NA
4210_10,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4210_11,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4210_13,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4210_14,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4210_16,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4210_17,Media,Media,Muy Alta,Alta,NA,Baja,Baja,NA
4210_18,Muy Alta,Baja,Alta,Muy Alta,NA,Baja,Muy Alta,Alta
4210_19,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4211_1,Baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4211_2,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
4211_3,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
4211_4,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4211_5,Baja,Media,Muy Alta,Muy baja,NA,Baja,Alta,Alta
4211_6,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4211_7,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Baja,NA
4211_8,Muy baja,Media,Muy Alta,Muy baja,NA,Baja,Muy baja,NA
4211_9,Baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
4211_10,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4211_11,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
4211_12,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy baja,NA
4211_13,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4211_14,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Alta,Baja
4211_15,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4211_16,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Muy baja
4211_17,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4211_18,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
4211_19,Baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
4211_20,Muy baja,Media,Muy Alta,Media,NA,Baja,Alta,Muy baja
4212_1,Baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4212_2,Muy baja,Muy Alta,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4212_4,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4212_5,Muy baja,Media,Muy Alta,Media,NA,Baja,Baja,NA
4212_6,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
4212_7,Alta,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
4212_8,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4212_9,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Muy baja
4212_11,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4212_12,Alta,Baja,Muy Alta,Media,NA,Baja,Alta,Media
4212_13,Muy Alta,Baja,Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4212_14,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
4212_16,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
4212_17,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4212_18,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4212_20,Muy baja,Media,Alta,Media,Muy Alta,Baja,Muy Alta,Muy Alta
4213_2,Muy Alta,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4213_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Media
4213_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4213_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4213_6,Media,Media,Muy Alta,Alta,NA,Baja,Muy baja,NA
4213_7,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
4213_8,Muy baja,Media,Muy Alta,Baja,NA,Baja,Baja,NA
4213_9,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4213_10,Media,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4213_11,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
4213_12,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy baja
4213_13,Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4213_14,Media,Media,Muy Alta,Alta,NA,Baja,Muy baja,NA
4213_15,Media,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
4213_16,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Muy baja,NA
4213_17,Muy Alta,Media,Muy Alta,Media,NA,Baja,Baja,NA
4213_18,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4213_19,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4213_20,Baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4214_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4214_2,Muy Alta,Baja,Alta,Muy baja,Muy Alta,Baja,Baja,NA
4214_3,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy Alta
4214_4,Media,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
4214_6,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4214_7,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4214_8,Baja,Baja,Alta,Alta,Muy Alta,Alta,Muy baja,NA
4214_10,Muy baja,Baja,Muy Alta,Baja,NA,Baja,Media,Alta
4214_11,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4214_12,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
4214_13,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4214_14,Media,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
4214_15,Media,Media,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4214_16,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Alta,Muy Alta,Baja
4214_17,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4214_19,Muy Alta,Media,Alta,Muy baja,NA,Alta,Muy Alta,Alta
4214_20,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4215_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4215_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4215_3,Baja,Muy baja,Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4215_4,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
4215_5,Media,Baja,Muy Alta,Media,NA,Alta,Muy baja,NA
4215_6,Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
4215_7,Muy baja,Muy baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4215_8,Media,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4215_9,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4215_10,Alta,Media,Muy Alta,Baja,NA,Alta,Alta,Baja
4215_11,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Baja
4215_13,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4215_14,Baja,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
4215_15,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
4215_16,Alta,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4215_17,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4215_18,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4215_19,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4215_20,Muy baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
4216_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_3,Media,Baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
4216_4,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4216_5,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
4216_6,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4216_7,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_8,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4216_9,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4216_10,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_11,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
4216_12,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_13,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
4216_14,Media,Baja,Media,Media,Muy Alta,Baja,Baja,NA
4216_15,Muy baja,Muy baja,Baja,Alta,Muy Alta,Baja,Muy Alta,Alta
4216_16,Media,Muy baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4216_18,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4216_19,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4216_20,Muy baja,Media,Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
4217_1,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4217_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
4217_4,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
4217_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4217_6,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4217_8,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Baja
4217_9,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4217_10,Media,Alta,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4217_11,Baja,Media,Muy Alta,Muy Alta,NA,Baja,Muy baja,NA
4217_12,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4217_13,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4217_14,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Baja,NA
4217_15,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy baja,Baja
4217_17,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
4217_18,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
4217_19,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4217_20,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
4218_1,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy baja,NA
4218_2,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
4218_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4218_4,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4218_5,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4218_6,Muy baja,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
4218_7,Media,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
4218_8,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4218_9,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4218_10,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4218_11,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
4218_12,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4218_13,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Media,Alta
4218_15,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
4218_16,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
4218_17,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
4218_18,Baja,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
4218_19,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4218_20,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4219_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4219_2,Baja,Media,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
4219_4,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
4219_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy baja
4219_6,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
4219_7,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
4219_8,Alta,Media,Alta,Baja,Muy Alta,Baja,Baja,NA
4219_9,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4219_10,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Alta
4219_11,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Baja
4219_12,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4219_13,Muy baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
4219_14,Baja,Baja,Muy Alta,Media,NA,Baja,Alta,Alta
4219_15,Alta,Baja,Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4219_16,Muy Alta,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
4219_17,Baja,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
4219_18,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4219_19,Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4219_20,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4220_1,Media,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
4220_2,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
4220_3,Muy baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
4220_4,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4220_5,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4220_6,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4220_7,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
4220_8,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4220_9,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4220_10,Baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy baja,NA
4220_11,Baja,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4220_12,Media,Baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
4220_13,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4220_14,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4220_15,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
4220_16,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4220_17,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4220_18,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4220_19,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4221_1,Muy baja,Baja,Alta,Alta,NA,Alta,Baja,NA
4221_2,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
4221_3,Muy baja,Muy baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
4221_4,Muy baja,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
4221_5,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Alta,Media
4221_6,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Alta,Muy Alta
4221_7,Alta,Baja,Alta,Media,Muy Alta,Alta,Muy Alta,Media
4221_8,Baja,Baja,Alta,Muy baja,Muy Alta,Baja,Alta,Muy Alta
4221_9,Muy Alta,Baja,Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4221_10,Baja,Muy baja,Baja,Media,Muy Alta,Baja,Muy Alta,Muy Alta
4221_11,Alta,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4221_12,Baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4221_13,Muy baja,Muy baja,Media,Baja,Muy Alta,Baja,Alta,Muy Alta
4221_14,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Alta
4221_15,Muy baja,Muy baja,Media,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4221_16,Baja,Baja,Media,Baja,Muy Alta,Alta,Muy baja,Muy Alta
4221_17,Media,Baja,Media,Alta,Muy Alta,Baja,Baja,NA
4221_18,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Alta,Media
4221_19,Muy baja,Baja,Media,Media,Muy Alta,Baja,Alta,Alta
4221_20,Baja,Baja,Baja,Muy baja,NA,Baja,Alta,Muy Alta
4222_1,Media,Baja,Media,Media,NA,Baja,Alta,Alta
4222_2,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
4222_3,Baja,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4222_4,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4222_5,Media,Muy baja,Baja,Baja,Muy Alta,Baja,Muy Alta,Alta
4222_6,Alta,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4222_7,Baja,Baja,Alta,Alta,NA,Baja,Muy baja,NA
4222_8,Muy Alta,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Media
4222_9,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4222_10,Muy baja,Baja,Alta,Muy Alta,NA,Alta,Alta,Muy baja
4222_12,Muy Alta,Baja,Alta,Baja,NA,Alta,Muy Alta,Muy baja
4222_13,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4222_14,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4222_15,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
4222_16,Baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4222_17,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4222_18,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4222_19,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4222_20,Muy baja,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Muy Alta
4223_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4223_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
4223_3,Baja,Muy baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
4223_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
4223_5,Baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta
4223_6,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
4223_7,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4223_8,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4223_9,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
4223_10,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4223_11,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Baja
4223_12,Media,Muy baja,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Baja
4223_13,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
4223_14,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
4223_15,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4223_16,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
4223_17,Baja,Baja,Muy Alta,Muy Alta,NA,Baja,Muy baja,NA
