...1,...2,vid,EST_DIS,UPM_DIS,FACTOR,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,p2distance.3,estratos...stratumID...
9541,9541,2269_5,135,2269,1481,5,5,5,5,5,5,5,5,5,5,5,30.84446045228566,Muy Alta
9542,9542,2270_2,135,2270,1377,5,4,4,3,4,5,5,5,5,5,4,26.768991535682126,Alta
9543,9543,2270_4,135,2270,1377,4,4,4,4,4,5,3,4,4,4,4,23.761169231012957,Media
9544,9544,2271_4,136,2271,1517,4,4,4,5,5,5,5,5,3,4,3,26.494817269993955,Alta
9545,9545,2271_5,136,2271,1517,3,4,3,5,5,4,4,4,4,4,5,24.42218376780808,Media
9546,9546,2272_1,137,2272,2088,4,4,4,3,4,5,3,4,3,4,3,23.277195726567353,Media
9547,9547,2272_2,137,2272,2088,2,4,4,3,4,4,2,2,2,2,2,17.76940535437966,Baja
9548,9548,2272_3,137,2272,2088,5,5,5,5,5,5,3,4,4,4,2,28.73625382831274,Muy Alta
9549,9549,2273_3,135,2273,1864,3,5,4,5,5,5,5,5,5,5,4,29.76239372245135,Muy Alta
9550,9550,2273_5,135,2273,1864,4,5,3,5,5,5,5,5,4,5,4,28.792572401313457,Muy Alta
9551,9551,2274_1,136,2274,1796,5,5,5,5,5,5,3,4,4,4,3,28.236179118425706,Alta
9552,9552,2274_2,136,2274,1796,4,4,4,4,4,4,4,4,4,4,4,24.306465805901297,Media
9553,9553,2274_3,136,2274,1796,5,5,5,5,5,5,3,4,5,4,3,29.215411278051505,Muy Alta
9554,9554,2274_4,136,2274,1796,4,4,4,5,5,5,5,5,5,5,2,29.375537563885786,Muy Alta
9555,9555,2275_1,136,2275,1797,5,4,5,4,5,5,3,3,5,5,2,27.507921502756496,Alta
9556,9556,2275_2,136,2275,1797,5,5,5,5,5,5,5,5,5,5,2,31.385637193122314,Muy Alta
9557,9557,2275_3,136,2275,1797,5,5,5,5,5,5,3,3,3,3,2,26.235822696011404,Alta
9558,9558,2276_1,135,2276,1506,5,5,5,5,5,5,4,4,4,4,4,28.312367819302725,Muy Alta
9559,9559,2276_3,135,2276,1506,4,4,4,3,4,5,4,3,3,4,2,22.274917734996844,Media
9560,9560,2276_5,135,2276,1506,5,5,5,5,5,5,3,3,3,3,2,25.73746057074727,Alta
9561,9561,2277_1,135,2277,1296,5,5,5,5,5,5,5,5,5,5,5,30.52763229704901,Muy Alta
9562,9562,2277_3,135,2277,1296,5,5,5,5,5,5,5,5,5,5,5,30.52763229704901,Muy Alta
9563,9563,2277_4,135,2277,1296,5,5,5,5,5,5,5,4,5,4,5,29.504795449637605,Muy Alta
9564,9564,2277_5,135,2277,1296,4,4,4,4,4,4,4,5,5,5,5,25.452242501488097,Alta
9565,9565,2278_1,135,2278,1504,5,5,5,5,5,5,5,5,2,5,5,27.94615341973499,Alta
9566,9566,2278_5,135,2278,1504,3,2,2,4,4,3,3,2,2,2,2,15.049991953866739,Muy baja
9567,9567,2279_2,136,2279,1520,3,3,3,5,5,5,5,5,5,5,5,26.894477163351535,Alta
9568,9568,2279_4,136,2279,1520,4,5,4,5,5,5,3,3,3,3,2,24.605915941360305,Media
9569,9569,2279_5,136,2279,1520,5,4,5,5,5,5,4,5,5,5,4,29.48554678055449,Muy Alta
9570,9570,2280_1,136,2280,1669,5,5,5,5,5,5,5,4,4,5,4,29.608802219204723,Muy Alta
9571,9571,2280_2,136,2280,1669,2,4,4,4,4,5,5,5,5,5,5,26.244057778378217,Alta
9572,9572,2280_4,136,2280,1669,4,4,4,5,5,5,4,5,4,4,2,27.161524050782422,Alta
9573,9573,2281_4,135,2281,1592,4,4,3,5,5,5,4,3,4,4,4,25.29981608188824,Alta
9574,9574,2282_3,135,2282,1230,4,4,4,5,5,5,5,5,5,5,5,28.40621466732393,Muy Alta
9575,9575,2283_2,136,2283,2138,5,5,5,5,5,5,5,5,5,5,5,31.96962854953149,Muy Alta
9576,9576,2283_3,136,2283,2138,5,5,5,5,5,5,5,5,5,5,5,31.96962854953149,Muy Alta
9577,9577,2283_4,136,2283,2138,5,5,5,5,5,5,4,5,5,5,3,31.396790308013237,Muy Alta
9578,9578,2284_1,135,2284,1245,5,5,5,5,5,5,5,5,5,5,5,30.44029048128107,Muy Alta
9579,9579,2286_1,137,2286,1881,4,5,5,5,5,5,5,4,4,5,5,29.389404332961952,Muy Alta
9580,9580,2286_2,137,2286,1881,5,5,5,5,5,5,5,5,5,5,2,31.529494301445983,Muy Alta
9581,9581,2286_4,137,2286,1881,5,5,5,5,5,5,5,5,5,5,5,31.529494301445983,Muy Alta
9582,9582,2287_1,137,2287,1596,5,5,5,5,5,5,5,5,5,5,5,31.041407683919253,Muy Alta
9583,9583,2287_4,137,2287,1596,5,5,5,4,5,5,5,5,5,5,4,30.319018672216973,Muy Alta
9584,9584,2289_1,135,2289,1728,4,4,5,5,5,5,4,4,4,4,4,27.25722954878291,Alta
