uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
4784_4_1,4784_4,4784,4,1,2,2,NA,NA,1,2,19,1,301,4784,736
4784_5_1,4784_5,4784,5,1,2,2,NA,NA,1,2,19,1,301,4784,736
4785_1_1,4785_1,4785,1,1,1,2,NA,NA,1,2,19,1,301,4785,745
4785_2_1,4785_2,4785,2,1,3,2,NA,NA,2,1,19,1,301,4785,745
4785_3_1,4785_3,4785,3,1,2,2,NA,NA,1,2,19,1,301,4785,745
4785_4_1,4785_4,4785,4,1,2,2,NA,NA,1,2,19,1,301,4785,745
4785_5_1,4785_5,4785,5,1,1,1,1,NA,1,1,19,1,301,4785,745
4786_1_1,4786_1,4786,1,1,1,2,NA,NA,1,2,19,1,301,4786,883
4786_2_1,4786_2,4786,2,1,2,2,NA,NA,1,2,19,1,301,4786,883
4786_3_1,4786_3,4786,3,1,1,2,NA,NA,1,2,19,1,301,4786,883
4786_4_1,4786_4,4786,4,1,1,2,NA,NA,1,2,19,1,301,4786,883
4786_5_1,4786_5,4786,5,1,1,2,NA,NA,1,2,19,1,301,4786,883
4787_1_1,4787_1,4787,1,1,1,2,NA,NA,1,2,19,1,301,4787,762
4787_2_1,4787_2,4787,2,1,2,2,NA,NA,1,2,19,1,301,4787,762
4787_3_1,4787_3,4787,3,1,1,2,NA,NA,1,2,19,1,301,4787,762
4787_4_1,4787_4,4787,4,1,1,2,NA,1,1,2,19,1,301,4787,762
4787_4_2,4787_4,4787,4,2,2,1,1,2,NA,2,19,1,301,4787,762
4787_5_1,4787_5,4787,5,1,1,1,1,NA,1,2,19,1,301,4787,762
4788_1_1,4788_1,4788,1,1,2,2,NA,NA,1,2,19,1,301,4788,800
4788_2_1,4788_2,4788,2,1,2,2,NA,NA,1,2,19,1,301,4788,800
4788_3_1,4788_3,4788,3,1,1,2,NA,NA,1,2,19,1,301,4788,800
4788_4_1,4788_4,4788,4,1,2,2,NA,NA,1,2,19,1,301,4788,800
4788_5_1,4788_5,4788,5,1,2,2,NA,NA,1,2,19,1,301,4788,800
4789_1_1,4789_1,4789,1,1,2,2,NA,NA,1,2,19,1,302,4789,877
4789_2_1,4789_2,4789,2,1,2,2,NA,NA,1,2,19,1,302,4789,877
4789_3_1,4789_3,4789,3,1,1,2,NA,NA,1,2,19,1,302,4789,877
4789_4_1,4789_4,4789,4,1,2,2,NA,NA,1,2,19,1,302,4789,877
4789_5_1,4789_5,4789,5,1,2,2,NA,NA,1,2,19,1,302,4789,877
4790_2_1,4790_2,4790,2,1,1,2,NA,NA,1,2,19,1,302,4790,845
4790_3_1,4790_3,4790,3,1,1,2,NA,NA,1,2,19,1,302,4790,845
4790_4_1,4790_4,4790,4,1,1,2,NA,NA,1,2,19,1,302,4790,845
4790_5_1,4790_5,4790,5,1,1,2,NA,NA,1,2,19,1,302,4790,845
4791_2_1,4791_2,4791,2,1,2,2,NA,NA,2,2,19,1,302,4791,867
4791_3_1,4791_3,4791,3,1,3,2,NA,NA,1,2,19,1,302,4791,867
4791_4_1,4791_4,4791,4,1,1,2,NA,NA,1,2,19,1,302,4791,867
4791_5_1,4791_5,4791,5,1,3,2,NA,NA,3,1,19,1,302,4791,867
4792_1_1,4792_1,4792,1,1,1,2,NA,NA,1,2,19,1,301,4792,836
4792_3_1,4792_3,4792,3,1,1,2,NA,NA,1,2,19,1,301,4792,836
4792_4_1,4792_4,4792,4,1,4,2,NA,NA,1,2,19,1,301,4792,836
4792_5_1,4792_5,4792,5,1,2,2,NA,NA,2,2,19,1,301,4792,836
4793_2_1,4793_2,4793,2,1,1,2,NA,NA,2,2,19,1,302,4793,815
4793_3_1,4793_3,4793,3,1,1,2,NA,NA,1,2,19,1,302,4793,815
4793_4_1,4793_4,4793,4,1,1,2,NA,NA,1,2,19,1,302,4793,815
4793_5_1,4793_5,4793,5,1,2,2,NA,NA,1,2,19,1,302,4793,815
4794_1_1,4794_1,4794,1,1,4,2,NA,NA,4,2,19,1,301,4794,836
4794_2_1,4794_2,4794,2,1,1,2,NA,NA,1,2,19,1,301,4794,836
4794_3_1,4794_3,4794,3,1,2,2,NA,NA,2,2,19,1,301,4794,836
4794_5_1,4794_5,4794,5,1,1,2,NA,NA,1,2,19,1,301,4794,836
4795_1_1,4795_1,4795,1,1,2,2,NA,NA,2,2,19,1,302,4795,909
4795_2_1,4795_2,4795,2,1,1,1,1,NA,1,2,19,1,302,4795,909
4795_3_1,4795_3,4795,3,1,1,2,NA,NA,1,2,19,1,302,4795,909
4795_5_1,4795_5,4795,5,1,2,2,NA,NA,2,2,19,1,302,4795,909
4796_1_1,4796_1,4796,1,1,2,1,1,NA,1,2,19,1,302,4796,878
4796_2_1,4796_2,4796,2,1,1,2,NA,NA,1,2,19,1,302,4796,878
4796_3_1,4796_3,4796,3,1,1,2,NA,NA,1,2,19,1,302,4796,878
4796_4_1,4796_4,4796,4,1,4,2,NA,NA,1,2,19,1,302,4796,878
4796_5_1,4796_5,4796,5,1,2,2,NA,NA,1,2,19,1,302,4796,878
4797_1_1,4797_1,4797,1,1,2,2,NA,NA,1,2,19,1,301,4797,785
4797_2_1,4797_2,4797,2,1,1,2,NA,NA,1,2,19,1,301,4797,785
4797_3_1,4797_3,4797,3,1,2,2,NA,NA,1,1,19,1,301,4797,785
4797_4_1,4797_4,4797,4,1,2,1,1,NA,1,2,19,1,301,4797,785
4797_5_1,4797_5,4797,5,1,1,2,NA,NA,1,2,19,1,301,4797,785
4798_1_1,4798_1,4798,1,1,3,2,NA,NA,3,2,19,1,302,4798,765
4798_2_1,4798_2,4798,2,1,2,2,NA,NA,2,1,19,1,302,4798,765
4798_3_1,4798_3,4798,3,1,1,2,NA,NA,1,2,19,1,302,4798,765
4798_4_1,4798_4,4798,4,1,2,2,NA,NA,2,2,19,1,302,4798,765
4798_5_1,4798_5,4798,5,1,1,2,NA,NA,1,2,19,1,302,4798,765
4799_1_1,4799_1,4799,1,1,1,2,NA,NA,1,2,19,1,301,4799,806
4799_2_1,4799_2,4799,2,1,1,2,NA,NA,1,2,19,1,301,4799,806
4799_3_1,4799_3,4799,3,1,2,2,NA,NA,2,2,19,1,301,4799,806
4799_4_1,4799_4,4799,4,1,1,2,NA,NA,1,2,19,1,301,4799,806
4799_5_1,4799_5,4799,5,1,2,2,NA,NA,2,2,19,1,301,4799,806
4800_1_1,4800_1,4800,1,1,3,2,NA,NA,3,1,19,1,301,4800,831
4800_2_1,4800_2,4800,2,1,2,2,NA,NA,2,2,19,1,301,4800,831
4800_3_1,4800_3,4800,3,1,2,2,NA,NA,2,2,19,1,301,4800,831
4800_4_1,4800_4,4800,4,1,2,2,NA,NA,2,2,19,1,301,4800,831
4800_5_1,4800_5,4800,5,1,3,2,NA,NA,3,1,19,1,301,4800,831
4801_1_1,4801_1,4801,1,1,1,2,NA,NA,1,2,19,1,302,4801,754
4801_2_1,4801_2,4801,2,1,2,2,NA,NA,1,2,19,1,302,4801,754
4801_3_1,4801_3,4801,3,1,2,2,NA,NA,1,2,19,1,302,4801,754
4801_4_1,4801_4,4801,4,1,2,2,NA,NA,1,2,19,1,302,4801,754
4801_5_1,4801_5,4801,5,1,1,2,NA,NA,1,2,19,1,302,4801,754
4802_1_1,4802_1,4802,1,1,2,2,NA,NA,1,2,19,1,302,4802,794
4802_3_1,4802_3,4802,3,1,1,2,NA,NA,1,2,19,1,302,4802,794
4802_4_1,4802_4,4802,4,1,1,2,NA,NA,1,2,19,1,302,4802,794
4802_5_1,4802_5,4802,5,1,1,2,NA,NA,1,2,19,1,302,4802,794
4803_1_1,4803_1,4803,1,1,2,2,NA,NA,2,2,19,1,300,4803,722
4803_3_1,4803_3,4803,3,1,2,2,NA,NA,2,2,19,1,300,4803,722
4803_4_1,4803_4,4803,4,1,3,2,NA,NA,3,2,19,1,300,4803,722
4804_1_1,4804_1,4804,1,1,2,1,1,NA,1,2,19,1,302,4804,901
4804_2_1,4804_2,4804,2,1,2,2,NA,NA,2,2,19,1,302,4804,901
4804_3_1,4804_3,4804,3,1,1,2,NA,NA,1,2,19,1,302,4804,901
4804_4_1,4804_4,4804,4,1,2,2,NA,NA,2,2,19,1,302,4804,901
4804_5_1,4804_5,4804,5,1,1,2,NA,NA,1,2,19,1,302,4804,901
4805_1_1,4805_1,4805,1,1,1,1,1,NA,1,1,19,1,301,4805,730
4805_2_1,4805_2,4805,2,1,1,2,NA,1,1,2,19,1,301,4805,730
4805_2_2,4805_2,4805,2,2,1,2,NA,2,NA,2,19,1,301,4805,730
4805_3_1,4805_3,4805,3,1,1,1,1,NA,1,2,19,1,301,4805,730
4805_4_1,4805_4,4805,4,1,2,2,NA,NA,2,2,19,1,301,4805,730
4805_5_1,4805_5,4805,5,1,1,2,NA,NA,1,2,19,1,301,4805,730
4806_1_1,4806_1,4806,1,1,2,2,NA,NA,2,1,19,1,302,4806,935
4806_3_1,4806_3,4806,3,1,2,2,NA,NA,2,2,19,1,302,4806,935
4806_4_1,4806_4,4806,4,1,1,2,NA,NA,1,2,19,1,302,4806,935
4806_5_1,4806_5,4806,5,1,3,2,NA,NA,1,2,19,1,302,4806,935
4807_2_1,4807_2,4807,2,1,1,2,NA,NA,1,2,19,1,302,4807,928
4807_3_1,4807_3,4807,3,1,4,2,NA,NA,4,2,19,1,302,4807,928
4808_1_1,4808_1,4808,1,1,1,2,NA,NA,1,2,19,1,301,4808,805
4808_3_1,4808_3,4808,3,1,2,1,1,NA,2,1,19,1,301,4808,805
4808_4_1,4808_4,4808,4,1,1,2,NA,NA,1,2,19,1,301,4808,805
4808_5_1,4808_5,4808,5,1,1,2,NA,NA,1,2,19,1,301,4808,805
4809_2_1,4809_2,4809,2,1,1,2,NA,NA,1,2,19,1,302,4809,967
4809_3_1,4809_3,4809,3,1,2,2,NA,NA,2,2,19,1,302,4809,967
4809_4_1,4809_4,4809,4,1,2,1,1,NA,2,2,19,1,302,4809,967
4809_5_1,4809_5,4809,5,1,1,2,NA,NA,1,2,19,1,302,4809,967
4810_1_1,4810_1,4810,1,1,3,1,1,NA,3,2,19,1,300,4810,857
4810_2_1,4810_2,4810,2,1,2,2,NA,NA,2,1,19,1,300,4810,857
4810_3_1,4810_3,4810,3,1,2,2,NA,NA,2,2,19,1,300,4810,857
4810_4_1,4810_4,4810,4,1,1,1,1,NA,1,2,19,1,300,4810,857
4810_5_1,4810_5,4810,5,1,1,2,NA,NA,1,2,19,1,300,4810,857
4811_1_1,4811_1,4811,1,1,1,2,NA,1,1,1,19,1,301,4811,1123
4811_1_2,4811_1,4811,1,2,1,2,NA,2,NA,2,19,1,301,4811,1123
4811_2_1,4811_2,4811,2,1,1,2,NA,1,1,2,19,1,301,4811,1123
4811_2_2,4811_2,4811,2,2,1,2,NA,2,NA,2,19,1,301,4811,1123
4811_5_1,4811_5,4811,5,1,2,2,NA,NA,2,2,19,1,301,4811,1123
4812_1_1,4812_1,4812,1,1,1,2,NA,NA,1,2,19,1,300,4812,695
4812_2_1,4812_2,4812,2,1,1,2,NA,NA,1,2,19,1,300,4812,695
4812_3_1,4812_3,4812,3,1,2,2,NA,1,2,2,19,1,300,4812,695
4812_3_2,4812_3,4812,3,2,2,2,NA,2,NA,1,19,1,300,4812,695
4812_3_3,4812_3,4812,3,3,1,1,1,2,NA,2,19,1,300,4812,695
4812_4_1,4812_4,4812,4,1,1,2,NA,NA,1,2,19,1,300,4812,695
4813_1_1,4813_1,4813,1,1,1,2,NA,NA,1,2,19,1,301,4813,824
4813_2_1,4813_2,4813,2,1,1,2,NA,NA,1,2,19,1,301,4813,824
4813_3_1,4813_3,4813,3,1,2,2,NA,NA,1,2,19,1,301,4813,824
4813_4_1,4813_4,4813,4,1,1,2,NA,NA,1,2,19,1,301,4813,824
4813_5_1,4813_5,4813,5,1,1,2,NA,NA,2,2,19,1,301,4813,824
4814_1_1,4814_1,4814,1,1,1,2,NA,NA,1,1,19,1,301,4814,816
4814_2_1,4814_2,4814,2,1,2,2,NA,NA,2,2,19,1,301,4814,816
4814_3_1,4814_3,4814,3,1,1,2,NA,NA,1,2,19,1,301,4814,816
4814_5_1,4814_5,4814,5,1,2,1,1,NA,2,1,19,1,301,4814,816
4815_1_1,4815_1,4815,1,1,2,2,NA,NA,2,1,19,1,301,4815,806
4815_2_1,4815_2,4815,2,1,1,1,1,NA,1,2,19,1,301,4815,806
4815_3_1,4815_3,4815,3,1,2,2,NA,1,2,2,19,1,301,4815,806
4815_3_2,4815_3,4815,3,2,1,1,1,2,NA,1,19,1,301,4815,806
4815_3_3,4815_3,4815,3,3,1,1,1,2,NA,2,19,1,301,4815,806
4815_4_1,4815_4,4815,4,1,1,1,1,NA,1,1,19,1,301,4815,806
4815_5_1,4815_5,4815,5,1,3,2,NA,NA,3,2,19,1,301,4815,806
4816_1_1,4816_1,4816,1,1,2,2,NA,NA,2,2,19,1,301,4816,764
4816_3_1,4816_3,4816,3,1,1,2,NA,NA,1,2,19,1,301,4816,764
4816_4_1,4816_4,4816,4,1,3,2,NA,NA,2,2,19,1,301,4816,764
4817_1_1,4817_1,4817,1,1,3,2,NA,NA,1,2,19,1,302,4817,1309
4817_2_1,4817_2,4817,2,1,1,2,NA,NA,2,2,19,1,302,4817,1309
4817_4_1,4817_4,4817,4,1,2,2,NA,NA,1,2,19,1,302,4817,1309
4817_5_1,4817_5,4817,5,1,2,2,NA,NA,1,2,19,1,302,4817,1309
4818_1_1,4818_1,4818,1,1,2,2,NA,NA,2,2,19,1,302,4818,944
4818_2_1,4818_2,4818,2,1,2,1,1,NA,2,2,19,1,302,4818,944
4818_4_1,4818_4,4818,4,1,2,2,NA,NA,2,2,19,1,302,4818,944
4818_5_1,4818_5,4818,5,1,2,2,NA,NA,2,2,19,1,302,4818,944
4819_1_1,4819_1,4819,1,1,2,2,NA,NA,1,2,19,1,300,4819,841
4819_2_1,4819_2,4819,2,1,1,2,NA,NA,1,2,19,1,300,4819,841
4819_3_1,4819_3,4819,3,1,2,2,NA,NA,1,2,19,1,300,4819,841
4819_5_1,4819_5,4819,5,1,1,2,NA,NA,1,2,19,1,300,4819,841
4820_1_1,4820_1,4820,1,1,1,2,NA,NA,1,2,19,1,300,4820,639
4820_2_1,4820_2,4820,2,1,2,2,NA,NA,2,1,19,1,300,4820,639
4820_3_1,4820_3,4820,3,1,3,2,NA,NA,3,2,19,1,300,4820,639
4820_4_1,4820_4,4820,4,1,3,2,NA,NA,3,2,19,1,300,4820,639
4820_5_1,4820_5,4820,5,1,3,2,NA,NA,3,1,19,1,300,4820,639
4821_1_1,4821_1,4821,1,1,2,2,NA,NA,1,2,19,1,300,4821,798
4821_2_1,4821_2,4821,2,1,1,2,NA,NA,1,2,19,1,300,4821,798
4821_3_1,4821_3,4821,3,1,2,2,NA,NA,1,2,19,1,300,4821,798
4821_4_1,4821_4,4821,4,1,1,1,1,NA,1,2,19,1,300,4821,798
4821_5_1,4821_5,4821,5,1,1,2,NA,NA,1,2,19,1,300,4821,798
4822_1_1,4822_1,4822,1,1,2,2,NA,NA,2,2,19,1,300,4822,866
4822_2_1,4822_2,4822,2,1,1,1,1,NA,1,2,19,1,300,4822,866
4822_3_1,4822_3,4822,3,1,2,2,NA,NA,2,2,19,1,300,4822,866
4822_4_1,4822_4,4822,4,1,2,1,1,NA,2,2,19,1,300,4822,866
4822_5_1,4822_5,4822,5,1,1,2,NA,NA,1,2,19,1,300,4822,866
4823_1_1,4823_1,4823,1,1,1,2,NA,NA,1,2,19,1,301,4823,827
4823_2_1,4823_2,4823,2,1,1,2,NA,NA,1,2,19,1,301,4823,827
4823_3_1,4823_3,4823,3,1,2,2,NA,NA,2,2,19,1,301,4823,827
4823_4_1,4823_4,4823,4,1,1,2,NA,NA,1,2,19,1,301,4823,827
4823_5_1,4823_5,4823,5,1,1,2,NA,NA,1,2,19,1,301,4823,827
4824_1_1,4824_1,4824,1,1,1,1,1,NA,1,2,19,1,301,4824,791
4824_2_1,4824_2,4824,2,1,2,2,NA,NA,1,2,19,1,301,4824,791
4824_3_1,4824_3,4824,3,1,1,1,1,NA,1,2,19,1,301,4824,791
4824_4_1,4824_4,4824,4,1,2,2,NA,NA,1,2,19,1,301,4824,791
4824_5_1,4824_5,4824,5,1,2,2,NA,NA,1,2,19,1,301,4824,791
4825_1_1,4825_1,4825,1,1,1,2,NA,NA,1,2,19,1,301,4825,835
4825_2_1,4825_2,4825,2,1,1,2,NA,NA,1,2,19,1,301,4825,835
4825_3_1,4825_3,4825,3,1,2,1,1,NA,2,1,19,1,301,4825,835
4825_4_1,4825_4,4825,4,1,1,1,1,NA,1,2,19,1,301,4825,835
4825_5_1,4825_5,4825,5,1,2,2,NA,NA,2,2,19,1,301,4825,835
4826_1_1,4826_1,4826,1,1,1,2,NA,NA,1,2,19,1,300,4826,860
4826_2_1,4826_2,4826,2,1,2,2,NA,NA,2,2,19,1,300,4826,860
4826_3_1,4826_3,4826,3,1,1,2,NA,NA,1,2,19,1,300,4826,860
4826_4_1,4826_4,4826,4,1,2,2,NA,NA,2,2,19,1,300,4826,860
4826_5_1,4826_5,4826,5,1,2,2,NA,NA,2,2,19,1,300,4826,860
4827_1_1,4827_1,4827,1,1,2,1,1,NA,2,1,19,1,301,4827,829
4827_2_1,4827_2,4827,2,1,4,2,NA,NA,4,2,19,1,301,4827,829
4827_3_1,4827_3,4827,3,1,1,2,NA,NA,1,2,19,1,301,4827,829
4827_4_1,4827_4,4827,4,1,2,2,NA,NA,2,2,19,1,301,4827,829
4827_5_1,4827_5,4827,5,1,3,1,1,NA,3,2,19,1,301,4827,829
4828_1_1,4828_1,4828,1,1,1,2,NA,NA,1,2,19,1,301,4828,801
4828_2_1,4828_2,4828,2,1,3,2,NA,NA,1,2,19,1,301,4828,801
4828_3_1,4828_3,4828,3,1,2,2,NA,NA,1,2,19,1,301,4828,801
4828_4_1,4828_4,4828,4,1,1,2,NA,NA,1,2,19,1,301,4828,801
4828_5_1,4828_5,4828,5,1,1,2,NA,NA,1,2,19,1,301,4828,801
4829_1_1,4829_1,4829,1,1,1,2,NA,NA,1,1,19,1,301,4829,785
4829_2_1,4829_2,4829,2,1,2,2,NA,NA,2,2,19,1,301,4829,785
4829_3_1,4829_3,4829,3,1,4,1,1,NA,1,2,19,1,301,4829,785
4829_5_1,4829_5,4829,5,1,2,1,1,NA,1,2,19,1,301,4829,785
4830_1_1,4830_1,4830,1,1,1,2,NA,NA,1,2,19,1,301,4830,851
4830_2_1,4830_2,4830,2,1,3,2,NA,NA,1,2,19,1,301,4830,851
4830_3_1,4830_3,4830,3,1,1,2,NA,NA,1,2,19,1,301,4830,851
4830_5_1,4830_5,4830,5,1,3,2,NA,NA,1,2,19,1,301,4830,851
4831_2_1,4831_2,4831,2,1,2,1,1,NA,1,2,19,1,300,4831,752
4831_3_1,4831_3,4831,3,1,1,2,NA,NA,1,2,19,1,300,4831,752
4831_4_1,4831_4,4831,4,1,1,2,NA,NA,1,2,19,1,300,4831,752
4831_5_1,4831_5,4831,5,1,1,2,NA,NA,1,2,19,1,300,4831,752
4832_1_1,4832_1,4832,1,1,2,2,NA,NA,1,2,19,1,300,4832,820
4832_2_1,4832_2,4832,2,1,1,2,NA,NA,1,2,19,1,300,4832,820
4832_4_1,4832_4,4832,4,1,2,2,NA,NA,1,2,19,1,300,4832,820
4833_1_1,4833_1,4833,1,1,2,2,NA,NA,2,2,19,1,301,4833,818
4833_2_1,4833_2,4833,2,1,2,1,1,NA,2,2,19,1,301,4833,818
4833_3_1,4833_3,4833,3,1,1,1,2,NA,1,2,19,1,301,4833,818
4833_4_1,4833_4,4833,4,1,4,2,NA,NA,4,2,19,1,301,4833,818
4833_5_1,4833_5,4833,5,1,1,2,NA,NA,1,2,19,1,301,4833,818
4834_2_1,4834_2,4834,2,1,1,2,NA,1,1,1,19,1,302,4834,822
4834_2_2,4834_2,4834,2,2,1,2,NA,2,NA,1,19,1,302,4834,822
4834_2_3,4834_2,4834,2,3,1,2,NA,2,NA,1,19,1,302,4834,822
4834_3_1,4834_3,4834,3,1,2,2,NA,NA,2,2,19,1,302,4834,822
4834_4_1,4834_4,4834,4,1,3,2,NA,NA,3,1,19,1,302,4834,822
4834_5_1,4834_5,4834,5,1,2,2,NA,NA,2,1,19,1,302,4834,822
4835_1_1,4835_1,4835,1,1,3,2,NA,NA,3,1,19,1,300,4835,859
4835_2_1,4835_2,4835,2,1,2,2,NA,NA,2,1,19,1,300,4835,859
4835_3_1,4835_3,4835,3,1,1,2,NA,NA,1,1,19,1,300,4835,859
4835_4_1,4835_4,4835,4,1,1,2,NA,NA,1,2,19,1,300,4835,859
4835_5_1,4835_5,4835,5,1,2,2,NA,2,NA,2,19,1,300,4835,859
4835_5_2,4835_5,4835,5,2,2,1,1,1,2,2,19,1,300,4835,859
4836_1_1,4836_1,4836,1,1,3,2,NA,NA,3,2,19,1,300,4836,1091
4836_2_1,4836_2,4836,2,1,1,2,NA,NA,1,2,19,1,300,4836,1091
4836_3_1,4836_3,4836,3,1,2,2,NA,NA,2,2,19,1,300,4836,1091
4836_4_1,4836_4,4836,4,1,2,1,1,NA,2,2,19,1,300,4836,1091
4836_5_1,4836_5,4836,5,1,2,2,NA,NA,2,2,19,1,300,4836,1091
4837_1_1,4837_1,4837,1,1,3,2,NA,NA,3,1,19,1,300,4837,805
4837_2_1,4837_2,4837,2,1,1,2,NA,NA,1,2,19,1,300,4837,805
4837_3_1,4837_3,4837,3,1,2,2,NA,NA,2,1,19,1,300,4837,805
4837_4_1,4837_4,4837,4,1,1,2,NA,NA,1,2,19,1,300,4837,805
4837_5_1,4837_5,4837,5,1,5,2,NA,NA,5,1,19,1,300,4837,805
4838_1_1,4838_1,4838,1,1,1,2,NA,NA,1,2,19,1,302,4838,886
4838_2_1,4838_2,4838,2,1,2,2,NA,NA,2,1,19,1,302,4838,886
4838_3_1,4838_3,4838,3,1,2,2,NA,NA,2,2,19,1,302,4838,886
4838_4_1,4838_4,4838,4,1,2,2,NA,NA,2,2,19,1,302,4838,886
4838_5_1,4838_5,4838,5,1,2,2,NA,NA,2,1,19,1,302,4838,886
4839_1_1,4839_1,4839,1,1,2,2,NA,NA,2,1,19,1,301,4839,778
4839_2_1,4839_2,4839,2,1,1,2,NA,NA,1,2,19,1,301,4839,778
4839_3_1,4839_3,4839,3,1,2,2,NA,NA,2,2,19,1,301,4839,778
4839_4_1,4839_4,4839,4,1,1,1,1,NA,1,2,19,1,301,4839,778
4839_5_1,4839_5,4839,5,1,1,2,NA,NA,1,2,19,1,301,4839,778
4840_1_1,4840_1,4840,1,1,8,2,NA,NA,8,2,19,1,301,4840,859
4840_2_1,4840_2,4840,2,1,3,1,1,NA,3,2,19,1,301,4840,859
4840_3_1,4840_3,4840,3,1,1,2,NA,NA,1,2,19,1,301,4840,859
4840_4_1,4840_4,4840,4,1,1,2,NA,NA,1,2,19,1,301,4840,859
4840_5_1,4840_5,4840,5,1,2,2,NA,NA,2,1,19,1,301,4840,859
4841_1_1,4841_1,4841,1,1,2,2,NA,NA,2,2,19,1,302,4841,911
4841_2_1,4841_2,4841,2,1,1,2,NA,NA,1,2,19,1,302,4841,911
4841_3_1,4841_3,4841,3,1,2,2,NA,NA,2,2,19,1,302,4841,911
4841_4_1,4841_4,4841,4,1,1,2,NA,NA,1,2,19,1,302,4841,911
4841_5_1,4841_5,4841,5,1,1,2,NA,NA,1,2,19,1,302,4841,911
4842_1_1,4842_1,4842,1,1,1,2,NA,NA,1,2,19,1,300,4842,666
4842_2_1,4842_2,4842,2,1,1,2,NA,NA,1,1,19,1,300,4842,666
4842_3_1,4842_3,4842,3,1,2,2,NA,NA,2,2,19,1,300,4842,666
4842_4_1,4842_4,4842,4,1,2,2,NA,NA,2,2,19,1,300,4842,666
4842_5_1,4842_5,4842,5,1,1,2,NA,NA,1,2,19,1,300,4842,666
4843_1_1,4843_1,4843,1,1,4,2,NA,NA,4,2,19,1,302,4843,951
4843_2_1,4843_2,4843,2,1,1,2,NA,NA,1,2,19,1,302,4843,951
4843_3_1,4843_3,4843,3,1,2,2,NA,NA,2,1,19,1,302,4843,951
4843_4_1,4843_4,4843,4,1,1,2,NA,NA,1,2,19,1,302,4843,951
4843_5_1,4843_5,4843,5,1,1,2,NA,NA,1,2,19,1,302,4843,951
4844_1_1,4844_1,4844,1,1,1,2,NA,NA,1,2,19,1,301,4844,1039
4844_2_1,4844_2,4844,2,1,1,2,NA,NA,1,2,19,1,301,4844,1039
4844_3_1,4844_3,4844,3,1,1,2,NA,NA,1,1,19,1,301,4844,1039
4844_4_1,4844_4,4844,4,1,2,2,NA,NA,2,2,19,1,301,4844,1039
4844_5_1,4844_5,4844,5,1,1,2,NA,NA,1,2,19,1,301,4844,1039
4845_1_1,4845_1,4845,1,1,1,2,NA,NA,1,1,19,1,300,4845,697
4845_2_1,4845_2,4845,2,1,2,2,NA,NA,1,2,19,1,300,4845,697
4845_3_1,4845_3,4845,3,1,1,1,1,NA,1,2,19,1,300,4845,697
4845_4_1,4845_4,4845,4,1,1,2,NA,NA,1,2,19,1,300,4845,697
4846_1_1,4846_1,4846,1,1,1,2,NA,NA,1,2,19,1,300,4846,992
4846_2_1,4846_2,4846,2,1,2,2,NA,NA,1,2,19,1,300,4846,992
4846_3_1,4846_3,4846,3,1,2,2,NA,NA,2,1,19,1,300,4846,992
4846_5_1,4846_5,4846,5,1,3,2,NA,NA,1,1,19,1,300,4846,992
4847_2_1,4847_2,4847,2,1,2,1,1,NA,1,2,19,1,300,4847,962
4847_3_1,4847_3,4847,3,1,2,1,1,NA,2,2,19,1,300,4847,962
4847_4_1,4847_4,4847,4,1,2,2,NA,NA,1,2,19,1,300,4847,962
4847_5_1,4847_5,4847,5,1,2,2,NA,NA,1,2,19,1,300,4847,962
4848_1_1,4848_1,4848,1,1,1,2,NA,NA,1,2,19,1,300,4848,643
4848_2_1,4848_2,4848,2,1,1,1,1,NA,1,2,19,1,300,4848,643
4848_4_1,4848_4,4848,4,1,1,2,NA,NA,1,2,19,1,300,4848,643
4848_5_1,4848_5,4848,5,1,1,2,NA,NA,1,2,19,1,300,4848,643
4849_1_1,4849_1,4849,1,1,2,2,NA,1,2,2,19,1,302,4849,928
4849_1_2,4849_1,4849,1,2,1,2,NA,2,NA,2,19,1,302,4849,928
4849_2_1,4849_2,4849,2,1,1,2,NA,NA,1,2,19,1,302,4849,928
4849_3_1,4849_3,4849,3,1,4,2,NA,NA,1,2,19,1,302,4849,928
4849_4_1,4849_4,4849,4,1,3,2,NA,NA,3,2,19,1,302,4849,928
4849_5_1,4849_5,4849,5,1,1,2,NA,NA,1,2,19,1,302,4849,928
4850_1_1,4850_1,4850,1,1,2,2,NA,NA,1,2,19,1,299,4850,1170
4850_2_1,4850_2,4850,2,1,1,2,NA,NA,1,2,19,1,299,4850,1170
4850_3_1,4850_3,4850,3,1,2,2,NA,NA,1,2,19,1,299,4850,1170
4850_4_1,4850_4,4850,4,1,1,2,NA,NA,1,2,19,1,299,4850,1170
4850_5_1,4850_5,4850,5,1,1,2,NA,NA,1,2,19,1,299,4850,1170
4851_1_1,4851_1,4851,1,1,2,2,NA,NA,2,2,19,1,302,4851,883
4851_2_1,4851_2,4851,2,1,2,2,NA,NA,1,2,19,1,302,4851,883
4851_3_1,4851_3,4851,3,1,2,2,NA,NA,2,2,19,1,302,4851,883
4851_5_1,4851_5,4851,5,1,3,2,NA,NA,3,2,19,1,302,4851,883
4852_1_1,4852_1,4852,1,1,2,2,NA,NA,1,2,19,1,300,4852,696
4852_3_1,4852_3,4852,3,1,2,2,NA,NA,1,1,19,1,300,4852,696
