uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
4852_4_1,4852_4,4852,4,1,2,2,NA,NA,1,2,19,1,300,4852,696
4852_5_1,4852_5,4852,5,1,1,2,NA,NA,1,2,19,1,300,4852,696
4853_2_1,4853_2,4853,2,1,1,2,NA,NA,1,2,19,1,301,4853,725
4853_3_1,4853_3,4853,3,1,1,2,NA,NA,1,2,19,1,301,4853,725
4853_5_1,4853_5,4853,5,1,1,2,NA,NA,1,2,19,1,301,4853,725
4854_2_1,4854_2,4854,2,1,2,2,NA,1,1,2,19,1,301,4854,822
4854_2_2,4854_2,4854,2,2,1,2,NA,2,NA,2,19,1,301,4854,822
4854_4_1,4854_4,4854,4,1,1,2,NA,NA,2,2,19,1,301,4854,822
4855_1_1,4855_1,4855,1,1,5,2,NA,NA,5,2,19,1,300,4855,611
4855_2_1,4855_2,4855,2,1,2,2,NA,NA,2,1,19,1,300,4855,611
4855_3_1,4855_3,4855,3,1,1,2,NA,NA,1,2,19,1,300,4855,611
4856_2_1,4856_2,4856,2,1,1,2,NA,NA,1,2,19,1,301,4856,1071
4856_4_1,4856_4,4856,4,1,1,2,NA,NA,1,2,19,1,301,4856,1071
4856_5_1,4856_5,4856,5,1,2,2,NA,NA,1,2,19,1,301,4856,1071
4857_2_1,4857_2,4857,2,1,1,2,NA,NA,1,2,19,1,302,4857,884
4857_3_1,4857_3,4857,3,1,1,2,NA,NA,1,2,19,1,302,4857,884
4857_4_1,4857_4,4857,4,1,2,2,NA,NA,1,1,19,1,302,4857,884
4857_5_1,4857_5,4857,5,1,2,2,NA,NA,2,2,19,1,302,4857,884
4858_1_1,4858_1,4858,1,1,1,2,NA,NA,1,2,19,1,300,4858,751
4858_2_1,4858_2,4858,2,1,1,2,NA,NA,1,2,19,1,300,4858,751
4858_3_1,4858_3,4858,3,1,1,2,NA,NA,1,2,19,1,300,4858,751
4858_5_1,4858_5,4858,5,1,1,2,NA,NA,1,2,19,1,300,4858,751
4859_2_1,4859_2,4859,2,1,2,2,NA,NA,1,2,19,1,301,4859,734
4859_4_1,4859_4,4859,4,1,1,2,NA,NA,1,2,19,1,301,4859,734
4859_5_1,4859_5,4859,5,1,2,2,NA,NA,1,2,19,1,301,4859,734
4860_1_1,4860_1,4860,1,1,2,2,NA,NA,2,2,19,1,302,4860,938
4860_2_1,4860_2,4860,2,1,2,2,NA,NA,1,2,19,1,302,4860,938
4860_3_1,4860_3,4860,3,1,1,2,NA,NA,1,2,19,1,302,4860,938
4860_5_1,4860_5,4860,5,1,1,2,NA,NA,1,2,19,1,302,4860,938
4861_1_1,4861_1,4861,1,1,6,2,NA,NA,1,2,19,1,302,4861,968
4861_2_1,4861_2,4861,2,1,3,2,NA,NA,1,2,19,1,302,4861,968
4861_3_1,4861_3,4861,3,1,2,2,NA,NA,1,2,19,1,302,4861,968
4861_4_1,4861_4,4861,4,1,2,2,NA,NA,1,2,19,1,302,4861,968
4861_5_1,4861_5,4861,5,1,1,2,NA,NA,1,2,19,1,302,4861,968
4862_1_1,4862_1,4862,1,1,1,2,NA,NA,1,2,19,1,301,4862,803
4862_2_1,4862_2,4862,2,1,1,2,NA,NA,1,1,19,1,301,4862,803
4862_3_1,4862_3,4862,3,1,2,2,NA,NA,1,2,19,1,301,4862,803
4862_4_1,4862_4,4862,4,1,2,2,NA,NA,2,2,19,1,301,4862,803
4862_5_1,4862_5,4862,5,1,1,1,1,NA,1,2,19,1,301,4862,803
4863_2_1,4863_2,4863,2,1,1,2,NA,NA,1,2,19,1,301,4863,774
4863_3_1,4863_3,4863,3,1,1,2,NA,NA,1,2,19,1,301,4863,774
4863_4_1,4863_4,4863,4,1,1,2,NA,NA,1,2,19,1,301,4863,774
4863_5_1,4863_5,4863,5,1,1,2,NA,NA,1,2,19,1,301,4863,774
4864_1_1,4864_1,4864,1,1,2,2,NA,NA,1,2,19,1,301,4864,744
4864_2_1,4864_2,4864,2,1,5,2,NA,NA,5,2,19,1,301,4864,744
4864_4_1,4864_4,4864,4,1,1,2,NA,NA,1,2,19,1,301,4864,744
4864_5_1,4864_5,4864,5,1,2,2,NA,NA,1,2,19,1,301,4864,744
4865_1_1,4865_1,4865,1,1,2,2,NA,NA,1,2,19,1,301,4865,834
4865_2_1,4865_2,4865,2,1,4,2,NA,NA,1,1,19,1,301,4865,834
4865_3_1,4865_3,4865,3,1,1,1,1,NA,1,2,19,1,301,4865,834
4865_4_1,4865_4,4865,4,1,2,2,NA,NA,1,2,19,1,301,4865,834
4865_5_1,4865_5,4865,5,1,2,2,NA,NA,1,2,19,1,301,4865,834
4866_2_1,4866_2,4866,2,1,2,2,NA,NA,2,2,19,1,301,4866,767
4866_3_1,4866_3,4866,3,1,1,2,NA,NA,1,2,19,1,301,4866,767
4866_5_1,4866_5,4866,5,1,1,2,NA,NA,1,2,19,1,301,4866,767
4867_1_1,4867_1,4867,1,1,2,1,1,NA,1,2,19,1,301,4867,829
4867_2_1,4867_2,4867,2,1,1,2,NA,NA,1,2,19,1,301,4867,829
4867_3_1,4867_3,4867,3,1,2,2,NA,NA,1,2,19,1,301,4867,829
4867_4_1,4867_4,4867,4,1,1,2,NA,NA,1,1,19,1,301,4867,829
4867_5_1,4867_5,4867,5,1,1,2,NA,NA,1,2,19,1,301,4867,829
4868_1_1,4868_1,4868,1,1,2,2,NA,NA,1,2,19,1,301,4868,832
4868_2_1,4868_2,4868,2,1,3,2,NA,NA,1,2,19,1,301,4868,832
4868_3_1,4868_3,4868,3,1,3,2,NA,NA,1,2,19,1,301,4868,832
4868_4_1,4868_4,4868,4,1,2,2,NA,NA,1,2,19,1,301,4868,832
4869_1_1,4869_1,4869,1,1,8,2,NA,NA,8,2,19,1,301,4869,721
4869_2_1,4869_2,4869,2,1,1,2,NA,NA,1,2,19,1,301,4869,721
4869_3_1,4869_3,4869,3,1,1,2,NA,NA,1,2,19,1,301,4869,721
4869_4_1,4869_4,4869,4,1,3,2,NA,NA,3,2,19,1,301,4869,721
4869_5_1,4869_5,4869,5,1,1,2,NA,NA,1,2,19,1,301,4869,721
4870_1_1,4870_1,4870,1,1,1,2,NA,NA,1,2,19,1,301,4870,841
4870_2_1,4870_2,4870,2,1,1,2,NA,NA,1,2,19,1,301,4870,841
4870_3_1,4870_3,4870,3,1,3,2,NA,NA,3,2,19,1,301,4870,841
4870_4_1,4870_4,4870,4,1,2,2,NA,NA,2,2,19,1,301,4870,841
4870_5_1,4870_5,4870,5,1,1,2,NA,NA,1,2,19,1,301,4870,841
4871_1_1,4871_1,4871,1,1,2,2,NA,1,2,2,19,1,301,4871,756
4871_1_2,4871_1,4871,1,2,2,2,NA,2,NA,2,19,1,301,4871,756
4871_3_1,4871_3,4871,3,1,2,2,NA,NA,2,2,19,1,301,4871,756
4871_4_1,4871_4,4871,4,1,1,2,NA,NA,1,2,19,1,301,4871,756
4871_5_1,4871_5,4871,5,1,2,2,NA,NA,2,2,19,1,301,4871,756
4872_1_1,4872_1,4872,1,1,1,2,NA,NA,1,2,19,1,301,4872,759
4872_2_1,4872_2,4872,2,1,1,2,NA,NA,1,2,19,1,301,4872,759
4872_3_1,4872_3,4872,3,1,1,1,1,NA,1,2,19,1,301,4872,759
4872_4_1,4872_4,4872,4,1,1,2,NA,NA,1,2,19,1,301,4872,759
4872_5_1,4872_5,4872,5,1,1,2,NA,NA,1,2,19,1,301,4872,759
4873_1_1,4873_1,4873,1,1,3,1,1,NA,1,2,19,1,300,4873,789
4873_2_1,4873_2,4873,2,1,2,2,NA,NA,2,2,19,1,300,4873,789
4873_3_1,4873_3,4873,3,1,4,2,NA,NA,1,2,19,1,300,4873,789
4873_5_1,4873_5,4873,5,1,1,2,NA,NA,1,2,19,1,300,4873,789
4874_1_1,4874_1,4874,1,1,2,2,NA,NA,2,2,19,1,301,4874,828
4874_2_1,4874_2,4874,2,1,2,2,NA,NA,1,2,19,1,301,4874,828
4874_3_1,4874_3,4874,3,1,1,2,NA,NA,1,2,19,1,301,4874,828
4874_4_1,4874_4,4874,4,1,2,2,NA,NA,1,2,19,1,301,4874,828
4874_5_1,4874_5,4874,5,1,4,2,NA,NA,1,2,19,1,301,4874,828
4875_1_1,4875_1,4875,1,1,2,2,NA,NA,1,2,19,1,302,4875,888
4875_2_1,4875_2,4875,2,1,2,2,NA,NA,1,2,19,1,302,4875,888
4875_5_1,4875_5,4875,5,1,1,2,NA,NA,1,2,19,1,302,4875,888
4876_2_1,4876_2,4876,2,1,2,2,NA,NA,2,2,19,1,301,4876,764
4876_3_1,4876_3,4876,3,1,2,2,NA,NA,2,2,19,1,301,4876,764
4876_4_1,4876_4,4876,4,1,3,2,NA,NA,1,1,19,1,301,4876,764
4877_1_1,4877_1,4877,1,1,1,2,NA,NA,1,2,19,1,301,4877,821
4877_2_1,4877_2,4877,2,1,1,2,NA,NA,1,2,19,1,301,4877,821
4877_3_1,4877_3,4877,3,1,2,2,NA,NA,1,2,19,1,301,4877,821
4877_4_1,4877_4,4877,4,1,1,2,NA,NA,1,2,19,1,301,4877,821
4878_1_1,4878_1,4878,1,1,3,2,NA,NA,1,2,19,1,301,4878,767
4878_2_1,4878_2,4878,2,1,1,2,NA,NA,1,2,19,1,301,4878,767
4878_4_1,4878_4,4878,4,1,2,2,NA,NA,2,2,19,1,301,4878,767
4878_5_1,4878_5,4878,5,1,1,2,NA,NA,1,2,19,1,301,4878,767
4879_1_1,4879_1,4879,1,1,2,2,NA,NA,2,1,19,1,301,4879,789
4879_2_1,4879_2,4879,2,1,2,2,NA,NA,2,1,19,1,301,4879,789
4879_3_1,4879_3,4879,3,1,2,2,NA,NA,2,2,19,1,301,4879,789
4879_4_1,4879_4,4879,4,1,2,2,NA,NA,2,2,19,1,301,4879,789
4880_1_1,4880_1,4880,1,1,1,2,NA,NA,1,2,19,1,300,4880,790
4880_2_1,4880_2,4880,2,1,1,2,NA,NA,1,2,19,1,300,4880,790
4880_4_1,4880_4,4880,4,1,2,2,NA,NA,2,1,19,1,300,4880,790
4880_5_1,4880_5,4880,5,1,2,2,NA,NA,2,2,19,1,300,4880,790
4881_1_1,4881_1,4881,1,1,1,2,NA,NA,1,2,19,1,300,4881,711
4881_2_1,4881_2,4881,2,1,3,2,NA,NA,3,1,19,1,300,4881,711
4881_3_1,4881_3,4881,3,1,3,1,1,NA,3,1,19,1,300,4881,711
4881_4_1,4881_4,4881,4,1,2,2,NA,NA,2,1,19,1,300,4881,711
4881_5_1,4881_5,4881,5,1,3,2,NA,NA,3,2,19,1,300,4881,711
4882_1_1,4882_1,4882,1,1,1,2,NA,NA,1,2,19,1,301,4882,891
4882_2_1,4882_2,4882,2,1,2,2,NA,NA,2,2,19,1,301,4882,891
4882_3_1,4882_3,4882,3,1,1,2,NA,NA,1,2,19,1,301,4882,891
4882_4_1,4882_4,4882,4,1,2,2,NA,NA,2,2,19,1,301,4882,891
4882_5_1,4882_5,4882,5,1,2,2,NA,NA,2,2,19,1,301,4882,891
4883_1_1,4883_1,4883,1,1,2,2,NA,NA,2,2,19,1,300,4883,758
4883_3_1,4883_3,4883,3,1,2,2,NA,NA,2,2,19,1,300,4883,758
4883_4_1,4883_4,4883,4,1,1,2,NA,NA,1,1,19,1,300,4883,758
4884_1_1,4884_1,4884,1,1,1,2,NA,NA,1,2,19,1,300,4884,736
4884_2_1,4884_2,4884,2,1,2,2,NA,NA,2,1,19,1,300,4884,736
4884_3_1,4884_3,4884,3,1,1,2,NA,NA,1,1,19,1,300,4884,736
4884_4_1,4884_4,4884,4,1,2,2,NA,NA,2,2,19,1,300,4884,736
4884_5_1,4884_5,4884,5,1,1,2,NA,NA,1,2,19,1,300,4884,736
4885_1_1,4885_1,4885,1,1,2,2,NA,NA,1,1,19,1,300,4885,861
4885_2_1,4885_2,4885,2,1,2,1,1,NA,1,2,19,1,300,4885,861
4885_3_1,4885_3,4885,3,1,2,2,NA,NA,1,2,19,1,300,4885,861
4885_4_1,4885_4,4885,4,1,2,2,NA,NA,1,2,19,1,300,4885,861
4885_5_1,4885_5,4885,5,1,2,2,NA,NA,1,2,19,1,300,4885,861
4886_1_1,4886_1,4886,1,1,3,2,NA,NA,3,2,19,1,301,4886,860
4886_2_1,4886_2,4886,2,1,5,2,NA,NA,1,2,19,1,301,4886,860
4886_3_1,4886_3,4886,3,1,1,2,NA,NA,1,2,19,1,301,4886,860
4886_4_1,4886_4,4886,4,1,2,2,NA,NA,1,2,19,1,301,4886,860
4886_5_1,4886_5,4886,5,1,1,2,NA,NA,1,2,19,1,301,4886,860
4887_1_1,4887_1,4887,1,1,1,1,1,NA,1,2,19,1,302,4887,860
4887_2_1,4887_2,4887,2,1,1,2,NA,NA,1,2,19,1,302,4887,860
4887_3_1,4887_3,4887,3,1,1,2,NA,NA,1,2,19,1,302,4887,860
4887_5_1,4887_5,4887,5,1,1,2,NA,NA,1,2,19,1,302,4887,860
4888_1_1,4888_1,4888,1,1,1,2,NA,NA,1,2,19,1,301,4888,756
4888_2_1,4888_2,4888,2,1,2,2,NA,NA,2,2,19,1,301,4888,756
4888_3_1,4888_3,4888,3,1,1,2,NA,NA,1,2,19,1,301,4888,756
4888_5_1,4888_5,4888,5,1,1,1,1,NA,1,2,19,1,301,4888,756
4889_1_1,4889_1,4889,1,1,3,2,NA,NA,1,2,19,1,301,4889,860
4889_2_1,4889_2,4889,2,1,1,2,NA,NA,1,2,19,1,301,4889,860
4889_3_1,4889_3,4889,3,1,2,2,NA,NA,2,2,19,1,301,4889,860
4889_4_1,4889_4,4889,4,1,2,2,NA,NA,2,2,19,1,301,4889,860
4889_5_1,4889_5,4889,5,1,2,2,NA,NA,2,1,19,1,301,4889,860
4890_1_1,4890_1,4890,1,1,2,2,NA,NA,2,2,19,1,302,4890,889
4890_2_1,4890_2,4890,2,1,4,1,1,NA,4,1,19,1,302,4890,889
4890_3_1,4890_3,4890,3,1,1,2,NA,NA,1,2,19,1,302,4890,889
4890_5_1,4890_5,4890,5,1,1,2,NA,NA,1,2,19,1,302,4890,889
4891_1_1,4891_1,4891,1,1,2,2,NA,NA,1,2,19,1,302,4891,824
4891_2_1,4891_2,4891,2,1,1,1,1,NA,1,2,19,1,302,4891,824
4891_3_1,4891_3,4891,3,1,4,2,NA,NA,1,2,19,1,302,4891,824
4891_4_1,4891_4,4891,4,1,1,2,NA,NA,1,2,19,1,302,4891,824
4891_5_1,4891_5,4891,5,1,1,2,NA,NA,1,1,19,1,302,4891,824
4892_1_1,4892_1,4892,1,1,1,2,NA,NA,1,2,19,1,302,4892,850
4892_2_1,4892_2,4892,2,1,1,2,NA,NA,1,2,19,1,302,4892,850
4892_3_1,4892_3,4892,3,1,1,2,NA,NA,1,2,19,1,302,4892,850
4892_5_1,4892_5,4892,5,1,2,2,NA,NA,1,1,19,1,302,4892,850
4893_1_1,4893_1,4893,1,1,1,2,NA,NA,1,2,19,1,302,4893,838
4893_3_1,4893_3,4893,3,1,2,2,NA,NA,1,2,19,1,302,4893,838
4893_4_1,4893_4,4893,4,1,1,2,NA,NA,1,2,19,1,302,4893,838
4893_5_1,4893_5,4893,5,1,1,2,NA,NA,1,1,19,1,302,4893,838
4894_3_1,4894_3,4894,3,1,1,2,NA,NA,1,2,19,1,302,4894,840
4894_4_1,4894_4,4894,4,1,3,2,NA,NA,1,2,19,1,302,4894,840
4894_5_1,4894_5,4894,5,1,2,2,NA,NA,1,2,19,1,302,4894,840
4895_1_1,4895_1,4895,1,1,1,2,NA,NA,1,2,19,1,301,4895,785
4895_3_1,4895_3,4895,3,1,1,2,NA,NA,1,2,19,1,301,4895,785
4895_4_1,4895_4,4895,4,1,2,1,1,NA,2,2,19,1,301,4895,785
4895_5_1,4895_5,4895,5,1,2,2,NA,NA,2,2,19,1,301,4895,785
4896_2_1,4896_2,4896,2,1,2,2,NA,NA,2,2,19,1,301,4896,835
4896_3_1,4896_3,4896,3,1,2,2,NA,NA,1,1,19,1,301,4896,835
4896_5_1,4896_5,4896,5,1,1,2,NA,NA,1,2,19,1,301,4896,835
4897_1_1,4897_1,4897,1,1,1,2,NA,NA,1,2,19,1,301,4897,761
4897_2_1,4897_2,4897,2,1,2,1,1,NA,2,2,19,1,301,4897,761
4897_3_1,4897_3,4897,3,1,2,2,NA,NA,2,1,19,1,301,4897,761
4897_5_1,4897_5,4897,5,1,1,2,NA,NA,1,2,19,1,301,4897,761
4898_1_1,4898_1,4898,1,1,2,2,NA,NA,2,2,19,1,302,4898,847
4898_2_1,4898_2,4898,2,1,1,2,NA,NA,1,2,19,1,302,4898,847
4898_4_1,4898_4,4898,4,1,1,2,NA,NA,1,2,19,1,302,4898,847
4898_5_1,4898_5,4898,5,1,1,2,NA,NA,1,2,19,1,302,4898,847
4899_1_1,4899_1,4899,1,1,1,2,NA,NA,1,2,19,1,302,4899,1303
4899_2_1,4899_2,4899,2,1,1,2,NA,NA,1,2,19,1,302,4899,1303
4899_3_1,4899_3,4899,3,1,2,2,NA,NA,1,2,19,1,302,4899,1303
4899_4_1,4899_4,4899,4,1,2,2,NA,NA,1,2,19,1,302,4899,1303
4899_5_1,4899_5,4899,5,1,2,2,NA,NA,1,2,19,1,302,4899,1303
4900_1_1,4900_1,4900,1,1,2,2,NA,NA,2,2,19,1,302,4900,814
4900_2_1,4900_2,4900,2,1,1,2,NA,NA,1,2,19,1,302,4900,814
4900_3_1,4900_3,4900,3,1,2,2,NA,NA,2,2,19,1,302,4900,814
4900_4_1,4900_4,4900,4,1,2,2,NA,NA,2,2,19,1,302,4900,814
4901_1_1,4901_1,4901,1,1,2,2,NA,NA,2,2,19,1,302,4901,733
4901_2_1,4901_2,4901,2,1,1,2,NA,NA,1,1,19,1,302,4901,733
4901_3_1,4901_3,4901,3,1,1,2,NA,NA,1,2,19,1,302,4901,733
4901_4_1,4901_4,4901,4,1,2,2,NA,NA,2,2,19,1,302,4901,733
4901_5_1,4901_5,4901,5,1,2,2,NA,NA,2,2,19,1,302,4901,733
4902_1_1,4902_1,4902,1,1,1,2,NA,NA,1,2,19,1,302,4902,1089
4902_2_1,4902_2,4902,2,1,1,2,NA,NA,1,1,19,1,302,4902,1089
4902_3_1,4902_3,4902,3,1,1,2,NA,NA,1,2,19,1,302,4902,1089
4902_4_1,4902_4,4902,4,1,2,2,NA,NA,1,2,19,1,302,4902,1089
4902_5_1,4902_5,4902,5,1,2,2,NA,NA,1,2,19,1,302,4902,1089
4903_1_1,4903_1,4903,1,1,1,2,NA,NA,1,2,19,1,300,4903,705
4903_2_1,4903_2,4903,2,1,1,2,NA,NA,1,2,19,1,300,4903,705
4903_3_1,4903_3,4903,3,1,4,2,NA,NA,1,2,19,1,300,4903,705
4903_4_1,4903_4,4903,4,1,2,2,NA,NA,2,2,19,1,300,4903,705
4903_5_1,4903_5,4903,5,1,1,2,NA,NA,1,2,19,1,300,4903,705
4904_1_1,4904_1,4904,1,1,3,2,NA,NA,3,1,19,1,300,4904,632
4904_4_1,4904_4,4904,4,1,2,2,NA,NA,2,2,19,1,300,4904,632
4904_5_1,4904_5,4904,5,1,2,2,NA,NA,2,2,19,1,300,4904,632
4905_1_1,4905_1,4905,1,1,2,2,NA,NA,1,2,19,1,300,4905,745
4905_3_1,4905_3,4905,3,1,2,2,NA,NA,2,2,19,1,300,4905,745
4905_4_1,4905_4,4905,4,1,1,2,NA,NA,1,2,19,1,300,4905,745
4906_2_1,4906_2,4906,2,1,2,2,NA,NA,2,2,19,1,302,4906,779
4906_4_1,4906_4,4906,4,1,1,2,NA,NA,1,1,19,1,302,4906,779
4906_5_1,4906_5,4906,5,1,2,2,NA,NA,2,2,19,1,302,4906,779
4907_2_1,4907_2,4907,2,1,1,1,1,NA,1,2,19,1,300,4907,665
4907_3_1,4907_3,4907,3,1,2,2,NA,NA,1,2,19,1,300,4907,665
4907_4_1,4907_4,4907,4,1,1,2,NA,NA,1,2,19,1,300,4907,665
4907_5_1,4907_5,4907,5,1,1,2,NA,NA,1,2,19,1,300,4907,665
4908_1_1,4908_1,4908,1,1,1,2,NA,NA,1,2,19,1,301,4908,732
4908_2_1,4908_2,4908,2,1,1,2,NA,NA,1,2,19,1,301,4908,732
4908_3_1,4908_3,4908,3,1,2,2,NA,NA,2,2,19,1,301,4908,732
4908_4_1,4908_4,4908,4,1,2,2,NA,NA,1,2,19,1,301,4908,732
4908_5_1,4908_5,4908,5,1,1,2,NA,NA,1,2,19,1,301,4908,732
4909_1_1,4909_1,4909,1,1,1,2,NA,NA,1,2,19,1,301,4909,697
4909_2_1,4909_2,4909,2,1,2,2,NA,NA,2,2,19,1,301,4909,697
4909_3_1,4909_3,4909,3,1,5,2,NA,NA,2,2,19,1,301,4909,697
4909_4_1,4909_4,4909,4,1,2,2,NA,NA,2,2,19,1,301,4909,697
4909_5_1,4909_5,4909,5,1,1,2,NA,NA,1,1,19,1,301,4909,697
4910_1_1,4910_1,4910,1,1,2,1,1,NA,2,1,19,1,300,4910,739
4910_2_1,4910_2,4910,2,1,2,2,NA,NA,2,2,19,1,300,4910,739
4910_3_1,4910_3,4910,3,1,1,2,NA,NA,1,2,19,1,300,4910,739
4910_4_1,4910_4,4910,4,1,1,2,NA,NA,1,2,19,1,300,4910,739
4910_5_1,4910_5,4910,5,1,2,2,NA,NA,2,2,19,1,300,4910,739
4911_1_1,4911_1,4911,1,1,3,2,NA,NA,3,2,19,1,300,4911,790
4911_2_1,4911_2,4911,2,1,2,2,NA,NA,2,2,19,1,300,4911,790
4911_3_1,4911_3,4911,3,1,2,2,NA,NA,1,2,19,1,300,4911,790
4911_4_1,4911_4,4911,4,1,1,2,NA,NA,1,2,19,1,300,4911,790
4912_2_1,4912_2,4912,2,1,1,2,NA,1,1,2,19,1,301,4912,816
4912_2_2,4912_2,4912,2,2,1,2,NA,2,NA,2,19,1,301,4912,816
4912_3_1,4912_3,4912,3,1,1,2,NA,NA,1,2,19,1,301,4912,816
4912_4_1,4912_4,4912,4,1,1,2,NA,NA,1,2,19,1,301,4912,816
4912_5_1,4912_5,4912,5,1,2,2,NA,NA,1,2,19,1,301,4912,816
4913_1_1,4913_1,4913,1,1,1,1,1,1,1,2,19,1,300,4913,645
4913_1_2,4913_1,4913,1,2,2,2,NA,2,NA,1,19,1,300,4913,645
4913_2_1,4913_2,4913,2,1,3,1,1,NA,1,2,19,1,300,4913,645
4913_3_1,4913_3,4913,3,1,1,2,NA,NA,1,2,19,1,300,4913,645
4913_4_1,4913_4,4913,4,1,5,2,NA,NA,1,2,19,1,300,4913,645
4913_5_1,4913_5,4913,5,1,1,2,NA,NA,1,2,19,1,300,4913,645
4914_1_1,4914_1,4914,1,1,1,2,NA,NA,2,2,19,1,300,4914,800
4914_2_1,4914_2,4914,2,1,1,2,NA,NA,1,2,19,1,300,4914,800
4914_3_1,4914_3,4914,3,1,1,2,NA,NA,1,2,19,1,300,4914,800
4914_4_1,4914_4,4914,4,1,1,2,NA,NA,1,2,19,1,300,4914,800
4914_5_1,4914_5,4914,5,1,2,2,NA,NA,1,1,19,1,300,4914,800
4915_1_1,4915_1,4915,1,1,1,2,NA,NA,1,2,19,1,301,4915,851
4915_2_1,4915_2,4915,2,1,1,2,NA,NA,1,2,19,1,301,4915,851
4915_3_1,4915_3,4915,3,1,1,1,1,NA,1,2,19,1,301,4915,851
4915_4_1,4915_4,4915,4,1,1,2,NA,NA,1,2,19,1,301,4915,851
4915_5_1,4915_5,4915,5,1,2,2,NA,NA,1,2,19,1,301,4915,851
4916_1_1,4916_1,4916,1,1,1,2,NA,NA,1,2,19,1,301,4916,787
4916_3_1,4916_3,4916,3,1,1,2,NA,NA,1,2,19,1,301,4916,787
4916_4_1,4916_4,4916,4,1,1,2,NA,NA,1,2,19,1,301,4916,787
4916_5_1,4916_5,4916,5,1,1,2,NA,NA,1,1,19,1,301,4916,787
4917_1_1,4917_1,4917,1,1,1,2,NA,NA,1,2,19,1,300,4917,724
4917_2_1,4917_2,4917,2,1,1,1,1,NA,1,2,19,1,300,4917,724
4917_3_1,4917_3,4917,3,1,4,2,NA,NA,2,2,19,1,300,4917,724
4917_4_1,4917_4,4917,4,1,2,2,NA,NA,1,2,19,1,300,4917,724
4917_5_1,4917_5,4917,5,1,2,2,NA,NA,1,2,19,1,300,4917,724
4918_2_1,4918_2,4918,2,1,1,2,NA,NA,1,2,19,1,300,4918,738
4918_3_1,4918_3,4918,3,1,1,2,NA,NA,1,2,19,1,300,4918,738
4918_5_1,4918_5,4918,5,1,1,2,NA,NA,1,2,19,1,300,4918,738
4919_1_1,4919_1,4919,1,1,1,2,NA,NA,1,1,19,1,301,4919,795
4919_2_1,4919_2,4919,2,1,1,2,NA,NA,1,2,19,1,301,4919,795
4919_3_1,4919_3,4919,3,1,4,2,NA,NA,1,1,19,1,301,4919,795
4919_4_1,4919_4,4919,4,1,1,1,1,NA,1,2,19,1,301,4919,795
4919_5_1,4919_5,4919,5,1,2,2,NA,NA,1,2,19,1,301,4919,795
4920_1_1,4920_1,4920,1,1,1,1,1,NA,1,2,19,1,301,4920,802
4920_2_1,4920_2,4920,2,1,1,2,NA,NA,1,2,19,1,301,4920,802
4920_3_1,4920_3,4920,3,1,1,2,NA,NA,2,2,19,1,301,4920,802
4920_4_1,4920_4,4920,4,1,1,2,NA,NA,1,2,19,1,301,4920,802
4920_5_1,4920_5,4920,5,1,1,2,NA,NA,1,2,19,1,301,4920,802
4921_2_1,4921_2,4921,2,1,1,2,NA,NA,1,2,19,1,300,4921,855
4921_3_1,4921_3,4921,3,1,1,1,1,NA,3,1,19,1,300,4921,855
4921_4_1,4921_4,4921,4,1,1,2,NA,1,1,2,19,1,300,4921,855
4921_4_2,4921_4,4921,4,2,1,2,NA,2,NA,2,19,1,300,4921,855
4921_5_1,4921_5,4921,5,1,1,2,NA,1,1,2,19,1,300,4921,855
4921_5_2,4921_5,4921,5,2,1,1,1,2,NA,2,19,1,300,4921,855
4922_1_1,4922_1,4922,1,1,1,2,NA,NA,1,2,19,1,302,4922,908
4922_2_1,4922_2,4922,2,1,1,2,NA,NA,1,2,19,1,302,4922,908
4922_3_1,4922_3,4922,3,1,1,2,NA,NA,1,2,19,1,302,4922,908
4923_1_1,4923_1,4923,1,1,1,2,NA,NA,1,2,19,1,300,4923,954
4923_2_1,4923_2,4923,2,1,2,2,NA,NA,3,2,19,1,300,4923,954
4923_3_1,4923_3,4923,3,1,1,2,NA,NA,1,2,19,1,300,4923,954
4923_4_1,4923_4,4923,4,1,1,2,NA,NA,1,2,19,1,300,4923,954
4924_1_1,4924_1,4924,1,1,1,2,NA,1,1,2,19,1,301,4924,843
4924_1_2,4924_1,4924,1,2,1,2,NA,2,NA,2,19,1,301,4924,843
4924_2_1,4924_2,4924,2,1,1,2,NA,NA,1,2,19,1,301,4924,843
4924_3_1,4924_3,4924,3,1,1,2,NA,NA,1,2,19,1,301,4924,843
4924_4_1,4924_4,4924,4,1,1,2,NA,NA,1,2,19,1,301,4924,843
4924_5_1,4924_5,4924,5,1,1,2,NA,NA,1,2,19,1,301,4924,843
4925_1_1,4925_1,4925,1,1,1,1,1,NA,1,2,19,1,301,4925,866
4925_2_1,4925_2,4925,2,1,2,2,NA,NA,1,2,19,1,301,4925,866
4925_3_1,4925_3,4925,3,1,2,2,NA,1,1,2,19,1,301,4925,866
4925_3_2,4925_3,4925,3,2,1,2,NA,2,NA,2,19,1,301,4925,866
4925_4_1,4925_4,4925,4,1,2,2,NA,NA,1,2,19,1,301,4925,866
4925_5_1,4925_5,4925,5,1,1,2,NA,NA,1,2,19,1,301,4925,866
4926_1_1,4926_1,4926,1,1,2,2,NA,NA,2,2,19,1,301,4926,841
