"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"33630","7384_7",485,7384,202,2,1,3,1,1,1,1,1,1,1,1
"33631","7384_8",485,7384,202,1,1,3,2,2,1,3,3,4,3,3
"33632","7384_10",485,7384,202,2,2,1,1,1,1,1,1,2,1,1
"33633","7384_11",485,7384,202,1,1,1,1,1,1,1,2,1,1,1
"33634","7384_12",485,7384,202,1,4,4,1,1,4,1,4,1,4,1
"33635","7384_14",485,7384,202,2,1,1,1,1,1,1,1,1,1,1
"33636","7384_15",485,7384,202,1,1,3,1,1,1,1,1,1,1,1
"33637","7384_20",485,7384,202,1,2,2,1,1,1,1,1,1,1,1
"33638","7385_2",485,7385,220,3,2,3,1,2,3,1,4,3,2,3
"33639","7385_4",485,7385,220,1,1,1,1,1,1,1,1,1,4,1
"33640","7385_5",485,7385,220,1,1,2,1,1,1,1,1,2,1,1
"33641","7385_8",485,7385,220,3,2,3,1,1,1,3,2,3,3,1
"33642","7385_9",485,7385,220,3,3,3,1,2,3,2,4,3,3,3
"33643","7385_10",485,7385,220,1,1,1,1,1,1,1,1,1,1,2
"33644","7385_11",485,7385,220,1,2,2,1,1,1,1,1,1,4,4
"33645","7385_13",485,7385,220,3,3,3,1,1,3,3,2,3,4,2
"33646","7385_14",485,7385,220,1,1,1,1,1,1,2,2,2,3,4
"33647","7385_15",485,7385,220,1,1,1,1,1,1,2,2,2,2,4
"33648","7385_17",485,7385,220,3,1,1,1,1,1,2,2,2,2,2
"33649","7385_18",485,7385,220,1,1,1,1,1,1,1,1,1,1,1
"33650","7386_4",477,7386,162,2,2,1,1,1,1,1,1,1,1,1
"33651","7386_5",477,7386,162,2,3,4,1,1,1,1,1,1,4,1
"33652","7387_1",478,7387,205,1,1,1,1,1,1,2,2,2,2,2
"33653","7387_2",478,7387,205,1,1,1,1,1,1,1,2,1,2,2
"33654","7387_3",478,7387,205,1,2,2,1,2,2,1,1,2,2,3
"33655","7387_5",478,7387,205,2,1,2,1,1,1,1,2,2,2,1
"33656","7388_1",477,7388,184,2,2,2,1,1,1,1,1,1,1,1
"33657","7388_3",477,7388,184,4,4,4,2,2,3,2,4,4,4,4
"33658","7388_4",477,7388,184,1,1,2,3,3,2,1,1,1,1,1
"33659","7388_5",477,7388,184,2,2,2,1,1,1,1,1,2,2,1
"33660","7389_3",478,7389,166,4,4,4,1,2,1,2,2,4,2,4
"33661","7389_4",478,7389,166,2,2,2,2,2,2,2,2,2,2,2
"33662","7390_2",478,7390,230,3,2,2,1,1,1,1,1,1,1,4
"33663","7390_5",478,7390,230,3,2,2,1,1,2,3,3,3,2,4
"33664","7391_2",477,7391,191,2,3,3,2,2,2,1,1,1,1,2
"33665","7391_3",477,7391,191,1,2,2,1,2,1,1,1,2,2,2
"33666","7391_4",477,7391,191,1,1,1,1,1,1,1,1,1,1,2
"33667","7393_1",478,7393,149,2,4,3,1,1,3,3,3,3,4,3
"33668","7393_2",478,7393,149,1,1,1,1,1,2,1,1,1,1,1
"33669","7393_3",478,7393,149,1,2,2,2,2,2,1,2,2,2,1
"33670","7394_2",477,7394,159,3,3,3,1,2,3,2,3,3,3,3
"33671","7394_4",477,7394,159,1,1,1,1,1,1,1,1,1,1,1
"33672","7394_5",477,7394,159,2,2,3,1,1,2,3,2,2,3,2
"33673","7395_2",477,7395,219,2,2,2,1,1,2,2,3,2,2,2
"33674","7395_4",477,7395,219,2,2,2,1,1,1,2,2,2,2,1
"33675","7396_1",477,7396,174,2,2,4,1,3,3,1,3,2,4,3
"33676","7396_2",477,7396,174,4,2,4,1,1,1,1,1,4,4,1
"33677","7396_4",477,7396,174,2,2,2,2,2,2,2,2,2,2,4
"33678","7396_5",477,7396,174,4,4,4,3,3,4,3,3,4,3,4
"33679","7397_3",477,7397,161,3,2,4,4,4,2,1,1,3,1,1
"33680","7397_4",477,7397,161,2,2,2,1,1,2,2,2,2,2,2
"33681","7398_1",477,7398,198,2,2,4,1,1,1,2,3,3,4,1
"33682","7398_2",477,7398,198,1,1,1,1,1,1,1,1,1,1,1
"33683","7398_3",477,7398,198,1,1,2,2,2,2,3,2,2,2,1
"33684","7398_4",477,7398,198,1,1,1,1,1,1,1,1,2,1,1
"33685","7398_5",477,7398,198,2,3,4,4,2,2,2,1,3,3,3
"33686","7399_1",477,7399,158,2,1,3,1,2,3,2,2,2,3,3
"33687","7399_2",477,7399,158,2,2,3,3,3,2,2,2,3,2,2
"33688","7399_4",477,7399,158,3,3,3,2,1,2,2,2,3,4,3
"33689","7400_1",477,7400,231,2,2,2,2,2,1,3,3,3,4,2
"33690","7400_2",477,7400,231,3,2,4,2,1,2,3,3,4,3,1
"33691","7400_4",477,7400,231,3,2,2,3,1,2,2,2,2,2,2
"33692","7400_5",477,7400,231,2,2,3,1,1,2,1,3,2,2,2
"33693","7401_2",484,7401,219,2,2,2,2,2,1,3,2,4,4,2
"33694","7401_3",484,7401,219,2,2,1,1,1,1,1,1,1,4,2
"33695","7401_4",484,7401,219,2,2,1,1,1,1,1,1,1,1,1
"33696","7401_6",484,7401,219,1,2,1,1,2,1,2,2,3,2,1
"33697","7401_7",484,7401,219,4,4,4,1,1,1,4,3,3,4,2
"33698","7401_10",484,7401,219,1,1,1,1,1,1,1,1,1,1,1
"33699","7401_15",484,7401,219,2,2,2,1,1,2,3,2,3,3,4
"33700","7401_17",484,7401,219,1,1,2,1,1,1,1,1,2,1,1
"33701","7401_18",484,7401,219,1,1,1,1,1,1,2,2,1,1,2
"33702","7401_19",484,7401,219,3,2,2,1,1,1,2,2,2,2,3
"33703","7402_3",484,7402,194,3,2,2,1,1,2,1,1,2,2,1
"33704","7402_4",484,7402,194,2,3,3,3,2,1,2,1,2,2,1
"33705","7402_6",484,7402,194,1,3,3,3,3,2,1,1,3,3,1
"33706","7402_7",484,7402,194,1,1,2,2,1,1,1,1,1,1,2
"33707","7402_8",484,7402,194,1,1,2,1,1,1,1,1,1,1,1
"33708","7402_11",484,7402,194,1,1,2,1,1,1,1,1,1,1,1
"33709","7402_12",484,7402,194,3,2,2,4,4,2,3,2,3,3,4
"33710","7402_15",484,7402,194,1,1,1,1,1,2,3,3,3,3,3
"33711","7402_18",484,7402,194,1,1,1,1,1,2,1,1,1,1,1
"33712","7402_19",484,7402,194,2,1,1,1,1,1,2,2,1,1,1
"33713","7402_20",484,7402,194,2,1,2,1,1,1,1,1,3,1,1
"33714","7403_1",484,7403,289,2,2,2,2,2,2,2,2,2,2,4
"33715","7403_2",484,7403,289,3,3,3,2,3,2,2,2,1,1,2
"33716","7403_3",484,7403,289,3,2,2,2,2,1,1,1,2,2,4
"33717","7403_7",484,7403,289,2,1,2,1,1,1,2,2,2,2,2
"33718","7403_8",484,7403,289,3,1,3,2,1,1,1,2,1,1,2
"33719","7403_11",484,7403,289,1,1,2,1,1,2,2,2,2,2,2
"33720","7403_12",484,7403,289,3,2,3,3,3,3,4,3,4,2,3
"33721","7403_13",484,7403,289,2,3,4,1,1,3,2,2,2,3,2
"33722","7403_15",484,7403,289,2,3,3,2,1,1,3,3,3,4,2
"33723","7403_16",484,7403,289,3,2,3,3,2,2,1,1,1,3,2
"33724","7403_18",484,7403,289,3,2,1,1,2,1,1,2,2,3,3
"33725","7404_1",484,7404,201,3,2,3,2,2,2,3,2,2,4,4
"33726","7404_2",484,7404,201,3,4,3,2,3,3,2,3,2,4,1
"33727","7404_3",484,7404,201,2,2,3,1,1,1,1,1,1,1,2
"33728","7404_4",484,7404,201,1,3,2,1,1,1,1,1,1,1,1
"33729","7404_11",484,7404,201,1,1,2,3,2,1,2,2,2,2,4
"33730","7404_14",484,7404,201,2,2,2,2,1,1,2,2,1,1,1
"33731","7404_17",484,7404,201,1,1,1,1,1,1,2,1,1,1,1
"33732","7404_20",484,7404,201,3,1,3,1,1,1,2,1,1,2,2
"33733","7405_1",477,7405,137,2,2,1,1,1,1,1,1,1,1,1
"33734","7405_4",477,7405,137,1,1,2,2,2,2,2,2,2,2,2
"33735","7406_1",477,7406,163,2,2,4,2,1,2,3,4,4,4,3
"33736","7406_3",477,7406,163,1,1,1,1,1,1,1,1,1,2,4
"33737","7406_4",477,7406,163,1,1,2,1,1,1,1,1,1,4,2
"33738","7407_1",477,7407,222,2,1,2,1,1,1,2,3,3,4,1
"33739","7407_2",477,7407,222,1,1,1,2,2,2,1,1,2,4,4
"33740","7407_5",477,7407,222,1,2,3,1,1,1,1,1,1,1,1
"33741","7408_2",477,7408,214,4,2,4,1,2,2,1,1,1,3,3
"33742","7408_5",477,7408,214,3,2,4,1,1,1,4,3,2,4,1
"33743","7409_1",477,7409,187,1,1,1,1,1,1,1,1,1,1,4
"33744","7409_2",477,7409,187,3,3,4,2,1,2,3,3,3,3,4
"33745","7409_3",477,7409,187,3,1,3,1,1,1,1,4,3,2,1
"33746","7409_5",477,7409,187,2,2,2,2,2,1,1,2,2,2,2
"33747","7410_1",477,7410,233,3,1,4,4,3,1,4,4,3,3,4
"33748","7410_2",477,7410,233,3,3,3,3,2,3,3,3,3,4,2
"33749","7410_4",477,7410,233,1,1,3,1,1,1,1,4,1,1,1
"33750","7411_1",477,7411,223,3,3,3,2,2,2,3,3,3,4,4
"33751","7411_2",477,7411,223,2,3,4,1,1,2,1,2,2,4,4
"33752","7411_4",477,7411,223,1,1,1,1,1,1,1,1,1,1,1
"33753","7412_3",477,7412,285,1,2,2,2,2,3,1,1,1,1,1
"33754","7412_5",477,7412,285,2,3,4,1,1,2,1,1,1,1,2
"33755","7413_1",477,7413,139,4,4,3,4,4,4,4,4,1,4,3
"33756","7413_2",477,7413,139,3,2,2,1,1,1,2,2,2,4,3
"33757","7413_3",477,7413,139,3,2,2,1,1,1,2,3,1,2,2
"33758","7413_4",477,7413,139,2,1,2,1,1,1,2,1,2,4,1
"33759","7414_1",477,7414,248,3,3,4,2,2,2,3,3,3,4,2
"33760","7414_2",477,7414,248,1,1,1,1,1,1,1,1,1,1,1
"33761","7414_3",477,7414,248,3,2,3,3,3,2,3,2,2,3,4
"33762","7414_5",477,7414,248,3,3,4,2,2,2,2,3,3,4,3
"33763","7415_3",477,7415,207,3,1,3,3,3,3,1,1,1,1,1
"33764","7415_4",477,7415,207,3,3,4,1,2,3,4,3,3,4,3
"33765","7415_5",477,7415,207,1,1,1,1,1,1,1,1,1,1,1
"33766","7416_1",477,7416,197,2,3,2,2,2,2,2,3,2,3,3
"33767","7416_2",477,7416,197,2,1,3,2,2,2,2,3,2,2,3
"33768","7416_4",477,7416,197,1,1,1,1,1,1,1,3,2,1,4
"33769","7416_5",477,7416,197,3,3,2,2,2,3,2,2,3,3,3
"33770","7417_1",477,7417,138,3,3,3,3,2,2,2,3,2,3,3
"33771","7417_2",477,7417,138,3,2,3,3,3,2,2,3,2,3,2
"33772","7417_3",477,7417,138,2,1,1,2,2,1,1,2,2,2,4
"33773","7417_4",477,7417,138,4,3,3,3,2,2,3,3,4,4,4
"33774","7417_5",477,7417,138,2,3,2,2,2,3,3,3,2,4,2
"33775","7418_1",477,7418,167,2,2,3,4,4,3,2,2,2,3,4
"33776","7418_2",477,7418,167,3,3,4,2,2,2,2,1,2,2,4
"33777","7418_3",477,7418,167,2,1,3,1,1,2,2,3,2,2,2
"33778","7418_5",477,7418,167,4,2,4,2,2,2,2,4,4,4,4
"33779","7419_1",477,7419,245,3,3,4,2,1,3,4,3,3,4,4
"33780","7419_2",477,7419,245,3,2,4,2,1,1,1,2,3,2,3
"33781","7419_3",477,7419,245,1,2,3,3,3,3,1,1,1,1,1
"33782","7420_1",477,7420,208,1,1,3,1,1,1,1,1,1,1,1
"33783","7420_2",477,7420,208,4,3,3,2,2,3,2,4,3,4,2
"33784","7420_4",477,7420,208,3,2,4,3,3,1,2,3,2,2,4
"33785","7421_1",477,7421,235,1,1,3,2,1,1,1,1,1,1,1
"33786","7421_2",477,7421,235,1,1,2,2,2,1,1,1,1,1,2
"33787","7421_3",477,7421,235,3,1,4,1,1,1,1,1,1,1,1
"33788","7422_1",477,7422,163,1,1,1,1,1,3,1,1,1,1,1
"33789","7422_2",477,7422,163,4,4,4,1,1,2,1,2,2,2,1
"33790","7422_3",477,7422,163,2,2,3,2,2,3,4,4,3,2,4
"33791","7422_4",477,7422,163,2,2,2,1,1,2,2,2,2,2,2
"33792","7422_5",477,7422,163,2,2,4,2,2,2,2,2,4,4,3
"33793","7423_2",477,7423,262,1,2,2,1,1,1,1,1,2,1,4
"33794","7423_3",477,7423,262,3,2,2,1,2,2,1,2,2,1,4
"33795","7423_5",477,7423,262,4,4,4,4,4,4,4,4,4,4,2
"33796","7424_1",477,7424,199,3,2,2,3,4,2,2,3,2,4,4
"33797","7424_2",477,7424,199,2,3,2,3,3,3,3,3,3,3,3
"33798","7424_3",477,7424,199,1,1,1,1,1,1,1,1,1,4,1
"33799","7424_4",477,7424,199,3,3,3,1,1,1,1,4,3,1,4
"33800","7424_5",477,7424,199,3,2,3,1,1,2,1,1,1,1,1
"33801","7425_1",477,7425,164,1,2,3,1,1,1,3,1,3,2,1
"33802","7425_2",477,7425,164,1,1,2,1,1,1,1,1,1,1,1
"33803","7425_4",477,7425,164,1,1,2,1,1,3,2,1,2,1,2
"33804","7426_1",477,7426,178,2,2,2,3,3,2,2,2,2,2,3
"33805","7426_2",477,7426,178,2,2,2,2,2,1,2,2,1,2,2
"33806","7426_3",477,7426,178,3,3,3,3,3,3,3,2,2,2,3
"33807","7426_4",477,7426,178,2,2,3,3,3,3,2,1,3,3,2
"33808","7427_2",477,7427,180,3,3,4,4,3,3,3,2,3,2,4
"33809","7427_3",477,7427,180,2,2,1,1,1,1,2,2,1,2,2
"33810","7427_5",477,7427,180,3,3,4,1,1,2,1,3,3,2,2
"33811","7428_1",477,7428,175,3,1,2,2,2,1,1,2,2,2,2
"33812","7428_2",477,7428,175,2,2,2,2,2,2,2,3,2,3,2
"33813","7428_3",477,7428,175,1,1,2,2,2,1,1,3,1,2,2
"33814","7428_4",477,7428,175,3,3,3,2,2,2,3,3,2,3,3
"33815","7429_1",477,7429,169,2,1,2,1,1,2,1,2,1,1,2
"33816","7429_2",477,7429,169,3,1,3,1,1,1,1,2,1,1,3
"33817","7429_3",477,7429,169,2,2,3,2,1,1,2,2,1,1,2
"33818","7429_4",477,7429,169,2,2,2,2,2,2,2,2,2,2,2
"33819","7429_5",477,7429,169,2,2,1,1,1,1,2,2,2,2,4
"33820","7430_1",477,7430,181,1,1,3,1,1,1,1,1,1,3,1
"33821","7430_2",477,7430,181,4,3,3,1,1,2,2,1,3,3,1
"33822","7430_3",477,7430,181,2,1,3,1,1,2,2,1,1,2,4
"33823","7430_4",477,7430,181,4,1,3,2,2,2,2,1,3,3,3
"33824","7430_5",477,7430,181,2,3,1,1,3,2,1,4,4,1,1
"33825","7431_1",477,7431,209,2,1,2,1,1,1,2,2,1,2,2
"33826","7431_2",477,7431,209,3,3,4,1,2,1,4,3,3,4,4
"33827","7431_4",477,7431,209,2,1,2,1,1,1,1,2,2,2,1
"33828","7431_5",477,7431,209,1,1,1,1,1,1,1,1,1,2,1
"33829","7432_1",477,7432,194,2,2,2,1,1,1,1,1,1,1,1
"33830","7432_2",477,7432,194,2,2,1,1,1,3,1,1,1,4,2
"33831","7432_3",477,7432,194,2,2,3,1,1,1,2,2,2,1,1
"33832","7432_4",477,7432,194,1,3,4,2,1,1,2,2,2,1,4
"33833","7433_1",477,7433,213,3,2,2,4,4,3,3,3,3,3,3
"33834","7433_2",477,7433,213,3,2,3,3,3,1,1,1,2,4,3
"33835","7434_1",477,7434,231,3,3,3,3,3,2,2,2,1,3,1
"33836","7434_2",477,7434,231,1,1,2,1,2,1,1,1,2,1,1
"33837","7434_3",477,7434,231,4,4,4,4,4,4,4,4,4,4,3
"33838","7434_4",477,7434,231,3,3,3,3,3,3,2,3,2,4,4
"33839","7435_1",477,7435,165,4,2,3,2,1,4,1,2,3,2,1
"33840","7435_2",477,7435,165,2,2,2,2,3,2,2,3,3,2,2
"33841","7435_3",477,7435,165,4,4,4,4,4,2,2,4,4,4,4
"33842","7435_4",477,7435,165,2,2,3,2,3,2,2,3,2,2,2
"33843","7436_1",477,7436,202,3,1,2,2,1,2,2,2,3,2,2
"33844","7436_4",477,7436,202,1,1,1,1,1,2,1,1,1,1,1
"33845","7436_5",477,7436,202,4,1,3,3,3,3,1,1,2,2,4
"33846","7437_1",477,7437,203,1,1,1,1,1,2,1,2,1,2,3
"33847","7437_2",477,7437,203,2,2,2,2,2,2,2,2,2,2,2
"33848","7437_3",477,7437,203,2,3,2,2,2,2,2,2,2,2,2
"33849","7437_4",477,7437,203,3,2,1,2,2,1,1,1,1,1,2
"33850","7437_5",477,7437,203,1,1,1,1,2,1,1,3,2,2,3
"33851","7438_1",477,7438,203,3,1,2,3,3,1,2,2,2,4,4
"33852","7438_2",477,7438,203,1,1,1,1,1,1,1,1,1,1,1
"33853","7438_3",477,7438,203,3,2,3,4,2,2,3,2,3,3,3
"33854","7438_4",477,7438,203,1,1,1,1,1,1,1,1,1,1,1
"33855","7438_5",477,7438,203,1,3,1,1,1,1,3,1,3,1,1
"33856","7439_1",477,7439,207,1,1,1,1,1,1,1,2,2,1,2
"33857","7439_2",477,7439,207,2,2,1,2,3,2,2,1,2,3,2
"33858","7439_3",477,7439,207,2,1,1,1,1,1,1,2,2,1,1
"33859","7439_5",477,7439,207,2,2,3,3,2,1,2,2,1,3,3
"33860","7440_1",477,7440,227,2,1,1,2,1,1,2,2,2,1,1
"33861","7440_2",477,7440,227,1,2,2,1,2,2,3,1,2,2,1
"33862","7440_3",477,7440,227,1,2,3,2,2,2,1,1,2,2,2
"33863","7440_4",477,7440,227,3,2,2,3,2,2,1,2,2,1,2
"33864","7440_5",477,7440,227,1,1,4,1,1,1,1,1,1,1,2
"33865","7441_2",477,7441,359,3,1,1,1,1,1,2,2,3,2,4
"33866","7441_3",477,7441,359,1,1,1,1,1,1,1,1,1,1,1
"33867","7441_5",477,7441,359,2,2,2,1,1,2,3,3,3,3,3
"33868","7442_1",477,7442,184,1,1,1,1,1,1,1,2,1,1,1
"33869","7442_2",477,7442,184,1,1,1,1,1,1,1,1,1,1,1
"33870","7442_3",477,7442,184,3,2,3,2,2,2,2,2,3,4,2
"33871","7442_4",477,7442,184,3,2,3,1,3,2,2,3,3,4,3
"33872","7443_2",477,7443,136,3,2,1,3,2,2,3,3,3,2,2
"33873","7444_1",477,7444,149,3,3,4,4,4,2,2,2,2,4,2
"33874","7444_2",477,7444,149,3,2,4,1,2,1,4,4,1,3,1
"33875","7444_3",477,7444,149,2,2,3,2,1,2,3,3,3,4,2
"33876","7444_4",477,7444,149,2,2,3,2,1,1,1,1,1,1,1
"33877","7444_5",477,7444,149,1,1,1,1,1,1,1,1,1,1,1
"33878","7445_2",477,7445,185,1,1,1,1,1,1,1,1,1,1,1
"33879","7445_3",477,7445,185,1,1,1,2,2,1,1,3,2,4,3
"33880","7445_4",477,7445,185,3,3,3,2,2,1,2,2,3,3,1
"33881","7445_5",477,7445,185,1,3,2,1,1,1,1,3,3,1,1
"33882","7446_1",477,7446,223,2,1,4,1,1,1,1,1,3,4,1
"33883","7446_3",477,7446,223,2,2,1,1,2,1,1,2,1,2,2
"33884","7446_4",477,7446,223,2,2,1,3,1,2,1,1,1,1,1
"33885","7446_5",477,7446,223,1,1,1,1,1,1,1,1,1,1,1
"33886","7447_1",477,7447,221,1,1,1,1,1,1,1,1,1,1,1
"33887","7447_4",477,7447,221,1,1,3,1,1,1,3,1,3,3,1
"33888","7448_3",477,7448,128,2,3,3,1,1,1,2,2,2,2,2
"33889","7448_4",477,7448,128,3,3,1,1,1,1,2,2,2,2,4
"33890","7449_1",477,7449,205,2,3,3,4,4,3,2,3,2,4,3
"33891","7449_2",477,7449,205,2,3,1,1,1,1,1,1,1,1,1
"33892","7449_3",477,7449,205,2,2,3,1,1,2,1,1,1,2,3
"33893","7449_5",477,7449,205,1,1,2,1,1,1,3,2,2,2,1
"33894","7450_2",478,7450,213,1,2,3,2,3,1,1,1,1,1,1
"33895","7450_4",478,7450,213,2,2,2,1,1,2,1,1,1,1,1
"33896","7450_5",478,7450,213,3,2,2,1,1,2,2,3,3,4,2
"33897","7451_2",479,7451,280,2,1,3,1,1,1,1,1,1,1,1
"33898","7452_1",479,7452,227,1,1,1,1,1,1,1,1,1,1,2
"33899","7452_2",479,7452,227,1,1,3,1,1,1,2,2,3,3,3
"33900","7452_3",479,7452,227,2,1,1,3,2,1,1,1,1,1,1
"33901","7452_4",479,7452,227,1,1,1,1,1,1,1,1,1,1,1
"33902","7452_5",479,7452,227,1,1,2,1,1,1,2,1,2,2,2
"33903","7453_1",479,7453,219,4,3,3,1,2,2,3,3,3,2,2
"33904","7453_2",479,7453,219,1,1,2,1,1,1,1,1,1,1,1
"33905","7453_4",479,7453,219,2,2,2,1,1,2,2,2,2,2,1
"33906","7453_5",479,7453,219,1,1,2,1,1,1,2,2,2,2,3
"33907","7455_3",479,7455,199,2,3,3,3,3,2,3,2,2,2,2
"33908","7456_1",479,7456,272,2,2,3,1,2,2,1,2,2,2,1
"33909","7456_4",479,7456,272,2,1,3,1,2,2,1,1,1,1,4
"33910","7456_5",479,7456,272,2,2,2,2,2,2,1,2,2,2,2
"33911","7457_1",479,7457,275,2,2,2,2,2,2,2,2,2,1,2
"33912","7457_2",479,7457,275,1,1,1,1,1,1,2,1,1,2,1
"33913","7458_1",477,7458,183,2,4,3,1,1,2,3,4,3,4,4
"33914","7458_2",477,7458,183,1,1,1,1,1,1,2,1,2,1,1
"33915","7458_3",477,7458,183,2,1,1,1,1,1,1,1,1,1,1
"33916","7459_1",478,7459,170,1,1,3,2,1,2,1,1,1,1,1
"33917","7459_2",478,7459,170,3,2,4,1,2,2,3,2,2,2,4
"33918","7459_4",478,7459,170,2,4,3,1,2,2,3,3,3,2,4
"33919","7460_1",477,7460,244,2,2,3,3,3,2,1,2,2,2,3
"33920","7460_2",477,7460,244,1,1,2,1,1,1,1,1,1,1,1
"33921","7460_3",477,7460,244,4,1,4,4,4,1,4,2,3,4,4
"33922","7460_4",477,7460,244,2,2,2,3,2,2,2,2,2,2,2
"33923","7460_5",477,7460,244,1,1,1,1,1,1,1,2,1,2,3
"33924","7461_1",477,7461,181,1,1,2,1,1,1,1,1,1,1,1
"33925","7461_2",477,7461,181,1,1,1,1,1,1,1,1,1,1,1
"33926","7461_5",477,7461,181,3,2,3,1,1,2,2,4,4,3,4
"33927","7462_1",478,7462,196,2,1,2,1,1,1,1,1,1,1,1
"33928","7462_3",478,7462,196,2,2,3,2,2,2,1,2,2,2,3
"33929","7462_4",478,7462,196,2,1,2,1,1,1,1,1,1,1,1
"33930","7463_3",477,7463,197,2,3,2,2,2,2,1,2,2,4,2
"33931","7463_4",477,7463,197,4,4,4,4,3,4,2,3,4,4,1
"33932","7463_5",477,7463,197,2,2,3,1,2,2,3,2,2,2,2
"33933","7464_1",477,7464,197,1,1,1,1,1,1,1,2,2,2,3
"33934","7464_2",477,7464,197,4,3,4,2,2,2,2,3,3,3,3
"33935","7464_3",477,7464,197,3,3,4,2,2,2,2,2,3,3,4
"33936","7464_5",477,7464,197,3,3,3,2,2,2,1,3,2,2,3
"33937","7465_1",477,7465,222,1,1,1,1,1,1,1,1,1,1,1
"33938","7465_3",477,7465,222,2,2,3,1,1,1,3,3,3,4,4
"33939","7465_5",477,7465,222,1,2,3,1,1,2,1,2,2,3,3
"33940","7466_1",477,7466,201,1,1,2,1,2,2,1,2,2,2,2
"33941","7466_2",477,7466,201,2,1,2,1,1,1,3,2,2,3,2
"33942","7466_3",477,7466,201,1,1,1,1,2,1,1,1,1,1,2
"33943","7466_4",477,7466,201,2,1,2,1,1,1,1,2,2,2,2
"33944","7466_5",477,7466,201,3,2,2,2,3,2,2,3,3,3,3
"33945","7467_1",477,7467,210,1,1,2,1,1,1,1,1,1,1,1
"33946","7467_2",477,7467,210,1,3,3,1,1,1,1,1,1,1,1
"33947","7467_4",477,7467,210,1,1,1,1,1,1,1,1,1,2,2
"33948","7468_1",477,7468,253,2,3,3,1,4,2,2,2,4,4,1
"33949","7468_2",477,7468,253,1,1,3,1,1,1,1,1,1,1,1
"33950","7468_3",477,7468,253,3,1,3,4,3,3,1,2,2,1,2
"33951","7468_4",477,7468,253,1,1,2,1,1,2,1,1,1,1,1
"33952","7469_5",477,7469,186,1,2,1,1,1,1,1,1,1,1,1
"33953","7470_1",477,7470,170,1,2,1,3,1,1,1,1,1,1,1
"33954","7470_2",477,7470,170,2,2,2,1,1,1,1,2,2,2,4
"33955","7470_3",477,7470,170,2,2,2,2,2,2,2,2,2,4,4
"33956","7470_4",477,7470,170,1,3,4,1,1,1,2,2,1,1,3
"33957","7470_5",477,7470,170,2,2,4,1,1,2,2,2,2,4,2
"33958","7471_2",477,7471,171,1,1,3,1,1,1,2,3,3,4,2
"33959","7471_3",477,7471,171,1,1,2,3,1,1,1,1,1,1,1
"33960","7471_5",477,7471,171,1,2,3,2,1,1,1,1,1,3,1
"33961","7472_1",477,7472,172,2,1,1,1,1,1,1,1,1,1,1
"33962","7472_2",477,7472,172,3,3,3,1,1,4,4,1,3,4,1
"33963","7472_3",477,7472,172,1,2,2,1,1,2,1,1,1,1,1
"33964","7472_4",477,7472,172,2,2,3,1,1,1,2,1,2,4,1
"33965","7472_5",477,7472,172,2,3,4,3,3,1,1,1,3,3,4
"33966","7473_2",477,7473,146,3,2,2,2,2,2,2,2,3,4,3
"33967","7473_4",477,7473,146,4,2,3,2,2,2,2,2,2,2,3
"33968","7473_5",477,7473,146,3,3,4,2,2,2,2,3,3,4,3
"33969","7474_1",477,7474,190,2,2,2,1,1,1,2,3,2,2,2
"33970","7474_2",477,7474,190,3,2,4,2,2,2,2,3,2,2,3
"33971","7474_5",477,7474,190,3,2,4,2,2,2,2,2,2,3,2
"33972","7475_1",477,7475,206,3,3,3,3,3,3,2,3,2,2,2
"33973","7475_2",477,7475,206,3,2,3,3,3,3,3,3,3,4,2
"33974","7475_4",477,7475,206,2,3,2,1,2,2,3,1,2,2,1
"33975","7475_5",477,7475,206,2,2,2,2,2,2,2,2,2,2,2
"33976","7476_1",477,7476,192,1,1,1,1,1,1,1,1,1,1,1
"33977","7476_2",477,7476,192,1,1,1,1,1,1,1,1,1,1,1
"33978","7476_5",477,7476,192,4,4,4,4,4,4,4,3,4,4,1
"33979","7479_1",480,7479,240,2,3,4,1,1,2,2,2,2,3,1
"33980","7479_2",480,7479,240,2,2,3,1,1,2,1,1,2,4,2
"33981","7479_3",480,7479,240,1,1,2,1,1,1,1,1,1,1,1
"33982","7480_2",480,7480,260,2,2,4,1,1,2,4,1,4,4,3
"33983","7480_4",480,7480,260,1,1,1,2,1,1,3,2,2,2,1
"33984","7480_5",480,7480,260,1,1,1,1,1,1,1,1,1,1,2
"33985","7481_1",480,7481,199,3,1,4,3,1,3,3,4,3,4,1
"33986","7481_3",480,7481,199,1,1,1,2,1,1,2,1,1,2,1
"33987","7482_3",481,7482,190,3,2,2,1,1,1,1,2,2,1,4
"33988","7482_4",481,7482,190,2,2,2,1,1,1,1,2,3,3,4
