vid,EST_DIS,UPM_DIS,FACTOR
4449_4,281,4449,456
4449_6,281,4449,456
4449_7,281,4449,456
4449_8,281,4449,456
4449_9,281,4449,456
4449_10,281,4449,456
4449_11,281,4449,456
4449_12,281,4449,456
4449_13,281,4449,456
4449_14,281,4449,456
4449_15,281,4449,456
4449_16,281,4449,456
4449_17,281,4449,456
4449_18,281,4449,456
4449_19,281,4449,456
4449_20,281,4449,456
4450_1,281,4450,460
4450_2,281,4450,460
4450_3,281,4450,460
4450_4,281,4450,460
4450_5,281,4450,460
4450_6,281,4450,460
4450_7,281,4450,460
4450_8,281,4450,460
4450_9,281,4450,460
4450_10,281,4450,460
4450_12,281,4450,460
4450_13,281,4450,460
4450_15,281,4450,460
4450_16,281,4450,460
4450_17,281,4450,460
4450_19,281,4450,460
4450_20,281,4450,460
4451_1,281,4451,297
4451_2,281,4451,297
4451_4,281,4451,297
4451_5,281,4451,297
4451_7,281,4451,297
4451_9,281,4451,297
4451_10,281,4451,297
4451_11,281,4451,297
4451_13,281,4451,297
4451_14,281,4451,297
4451_15,281,4451,297
4451_16,281,4451,297
4451_17,281,4451,297
4451_18,281,4451,297
4451_19,281,4451,297
4451_20,281,4451,297
4452_1,273,4452,437
4452_3,273,4452,437
4452_5,273,4452,437
4453_1,272,4453,410
4453_2,272,4453,410
4453_3,272,4453,410
4453_4,272,4453,410
4453_5,272,4453,410
4454_1,272,4454,362
4454_2,272,4454,362
4454_3,272,4454,362
4454_4,272,4454,362
4455_1,272,4455,430
4455_2,272,4455,430
4455_4,272,4455,430
4455_5,272,4455,430
4456_1,272,4456,363
4456_2,272,4456,363
4456_4,272,4456,363
4456_5,272,4456,363
4457_1,272,4457,403
4457_2,272,4457,403
4457_3,272,4457,403
4458_1,272,4458,397
4458_2,272,4458,397
4458_3,272,4458,397
4458_4,272,4458,397
4458_5,272,4458,397
4459_1,272,4459,406
4459_2,272,4459,406
4459_3,272,4459,406
4459_4,272,4459,406
4460_1,272,4460,208
4460_2,272,4460,208
4460_3,272,4460,208
4460_4,272,4460,208
4460_5,272,4460,208
4461_1,272,4461,421
4461_2,272,4461,421
4461_3,272,4461,421
4461_4,272,4461,421
4462_1,273,4462,335
4462_2,273,4462,335
4462_3,273,4462,335
4462_4,273,4462,335
4462_5,273,4462,335
4463_2,272,4463,555
4463_4,272,4463,555
4463_5,272,4463,555
4464_1,272,4464,332
4464_3,272,4464,332
4464_4,272,4464,332
4464_5,272,4464,332
4465_1,272,4465,420
4465_2,272,4465,420
4465_3,272,4465,420
4465_5,272,4465,420
4466_1,272,4466,434
4466_2,272,4466,434
4466_3,272,4466,434
4466_5,272,4466,434
4467_2,272,4467,381
4467_3,272,4467,381
4467_4,272,4467,381
4468_2,272,4468,334
4468_3,272,4468,334
4468_5,272,4468,334
4469_1,272,4469,253
4469_2,272,4469,253
4469_3,272,4469,253
4469_5,272,4469,253
4470_1,272,4470,546
4470_3,272,4470,546
4470_4,272,4470,546
4470_5,272,4470,546
4471_3,272,4471,330
4471_4,272,4471,330
4471_5,272,4471,330
4472_1,272,4472,460
4472_2,272,4472,460
4472_5,272,4472,460
4473_1,272,4473,306
4473_2,272,4473,306
4473_3,272,4473,306
4473_4,272,4473,306
4473_5,272,4473,306
4474_1,272,4474,408
4474_2,272,4474,408
4474_3,272,4474,408
4474_4,272,4474,408
4474_5,272,4474,408
4475_1,281,4475,458
4475_2,281,4475,458
4475_3,281,4475,458
4475_4,281,4475,458
4475_5,281,4475,458
4475_6,281,4475,458
4475_7,281,4475,458
4475_9,281,4475,458
4475_10,281,4475,458
4475_11,281,4475,458
4475_12,281,4475,458
4475_13,281,4475,458
4475_14,281,4475,458
4475_15,281,4475,458
4475_16,281,4475,458
4475_17,281,4475,458
4475_20,281,4475,458
4476_1,281,4476,320
4476_2,281,4476,320
4476_3,281,4476,320
4476_4,281,4476,320
4476_5,281,4476,320
4476_6,281,4476,320
4476_8,281,4476,320
4476_9,281,4476,320
4476_10,281,4476,320
4476_11,281,4476,320
4476_12,281,4476,320
4476_13,281,4476,320
4476_14,281,4476,320
4476_15,281,4476,320
4476_16,281,4476,320
4476_17,281,4476,320
4476_18,281,4476,320
4476_20,281,4476,320
4477_1,281,4477,432
4477_5,281,4477,432
4477_6,281,4477,432
4477_7,281,4477,432
4477_9,281,4477,432
4477_10,281,4477,432
4477_11,281,4477,432
4477_12,281,4477,432
4477_13,281,4477,432
4477_14,281,4477,432
4477_15,281,4477,432
4477_16,281,4477,432
4477_17,281,4477,432
4477_18,281,4477,432
4477_19,281,4477,432
4477_20,281,4477,432
4478_3,281,4478,292
4478_4,281,4478,292
4478_5,281,4478,292
4478_6,281,4478,292
4478_7,281,4478,292
4478_8,281,4478,292
4478_9,281,4478,292
4478_10,281,4478,292
4478_11,281,4478,292
4478_12,281,4478,292
4478_13,281,4478,292
4478_14,281,4478,292
4478_15,281,4478,292
4478_16,281,4478,292
4478_17,281,4478,292
4478_18,281,4478,292
4478_20,281,4478,292
4479_2,281,4479,276
4479_4,281,4479,276
4479_5,281,4479,276
4479_6,281,4479,276
4479_7,281,4479,276
4479_8,281,4479,276
4479_9,281,4479,276
4479_10,281,4479,276
4479_11,281,4479,276
4479_12,281,4479,276
4479_13,281,4479,276
4479_14,281,4479,276
4479_15,281,4479,276
4479_16,281,4479,276
4479_17,281,4479,276
4479_18,281,4479,276
4479_19,281,4479,276
4479_20,281,4479,276
4480_1,284,4480,329
4480_2,284,4480,329
4480_4,284,4480,329
4480_5,284,4480,329
4480_6,284,4480,329
4480_7,284,4480,329
4480_8,284,4480,329
4480_9,284,4480,329
4480_10,284,4480,329
4480_12,284,4480,329
4480_13,284,4480,329
4480_14,284,4480,329
4480_15,284,4480,329
4480_16,284,4480,329
4480_17,284,4480,329
4480_18,284,4480,329
4480_19,284,4480,329
4480_20,284,4480,329
4481_1,283,4481,176
4481_2,283,4481,176
4481_3,283,4481,176
4481_4,283,4481,176
4481_5,283,4481,176
4481_6,283,4481,176
4481_7,283,4481,176
4481_9,283,4481,176
4481_10,283,4481,176
4481_11,283,4481,176
4481_12,283,4481,176
4481_13,283,4481,176
4481_14,283,4481,176
4481_15,283,4481,176
4481_16,283,4481,176
4481_17,283,4481,176
4481_18,283,4481,176
4481_19,283,4481,176
4481_20,283,4481,176
4482_1,283,4482,291
4482_2,283,4482,291
4482_3,283,4482,291
4482_4,283,4482,291
4482_5,283,4482,291
4482_6,283,4482,291
4482_7,283,4482,291
4482_8,283,4482,291
4482_9,283,4482,291
4482_10,283,4482,291
4482_11,283,4482,291
4482_13,283,4482,291
4482_14,283,4482,291
4482_15,283,4482,291
4482_16,283,4482,291
4482_17,283,4482,291
4482_18,283,4482,291
4482_19,283,4482,291
4482_20,283,4482,291
4483_1,280,4483,295
4483_3,280,4483,295
4483_4,280,4483,295
4483_5,280,4483,295
4484_1,280,4484,374
4484_2,280,4484,374
4484_3,280,4484,374
4484_4,280,4484,374
4484_5,280,4484,374
4485_1,280,4485,324
4485_2,280,4485,324
4485_3,280,4485,324
4485_4,280,4485,324
4485_5,280,4485,324
4486_1,280,4486,297
4486_3,280,4486,297
4486_4,280,4486,297
4486_5,280,4486,297
4487_2,284,4487,361
4487_3,284,4487,361
4487_4,284,4487,361
4487_5,284,4487,361
4487_6,284,4487,361
4487_8,284,4487,361
4487_9,284,4487,361
4487_10,284,4487,361
4487_11,284,4487,361
4487_12,284,4487,361
4487_13,284,4487,361
4487_14,284,4487,361
4487_15,284,4487,361
4487_16,284,4487,361
4487_17,284,4487,361
4487_18,284,4487,361
4487_20,284,4487,361
4488_1,280,4488,231
4488_2,280,4488,231
4488_3,280,4488,231
4488_4,280,4488,231
4488_5,280,4488,231
4489_1,276,4489,427
4489_2,276,4489,427
4489_3,276,4489,427
4489_4,276,4489,427
4490_1,277,4490,597
4490_2,277,4490,597
4490_3,277,4490,597
4490_5,277,4490,597
4491_1,277,4491,428
4491_2,277,4491,428
4492_2,285,4492,290
4492_3,285,4492,290
4492_4,285,4492,290
4492_5,285,4492,290
4492_6,285,4492,290
4492_7,285,4492,290
4492_8,285,4492,290
4492_9,285,4492,290
4492_10,285,4492,290
4492_11,285,4492,290
4492_12,285,4492,290
4492_13,285,4492,290
4492_14,285,4492,290
4492_15,285,4492,290
4492_16,285,4492,290
4492_17,285,4492,290
4492_18,285,4492,290
4492_19,285,4492,290
4492_20,285,4492,290
4493_1,285,4493,234
4493_2,285,4493,234
4493_3,285,4493,234
4493_4,285,4493,234
4493_6,285,4493,234
4493_7,285,4493,234
4493_8,285,4493,234
4493_9,285,4493,234
4493_10,285,4493,234
4493_11,285,4493,234
4493_12,285,4493,234
4493_14,285,4493,234
4493_15,285,4493,234
4493_16,285,4493,234
4493_17,285,4493,234
4493_18,285,4493,234
4493_19,285,4493,234
4493_20,285,4493,234
4494_2,285,4494,108
4494_3,285,4494,108
4494_4,285,4494,108
4494_6,285,4494,108
4494_7,285,4494,108
4494_8,285,4494,108
4494_9,285,4494,108
4494_10,285,4494,108
4494_11,285,4494,108
4494_12,285,4494,108
4494_13,285,4494,108
4494_14,285,4494,108
4494_16,285,4494,108
4494_17,285,4494,108
4494_18,285,4494,108
4494_19,285,4494,108
4494_20,285,4494,108
4495_1,275,4495,337
4495_2,275,4495,337
4495_3,275,4495,337
4495_4,275,4495,337
4495_5,275,4495,337
4496_1,276,4496,364
4496_2,276,4496,364
4496_3,276,4496,364
4496_4,276,4496,364
4496_5,276,4496,364
4497_1,275,4497,363
4497_2,275,4497,363
4497_3,275,4497,363
4498_1,275,4498,333
4498_2,275,4498,333
4498_5,275,4498,333
4499_1,275,4499,308
4499_3,275,4499,308
4499_4,275,4499,308
4499_5,275,4499,308
4500_1,275,4500,294
4500_2,275,4500,294
4500_3,275,4500,294
4500_4,275,4500,294
4500_5,275,4500,294
4501_1,275,4501,247
4501_2,275,4501,247
4501_3,275,4501,247
4501_4,275,4501,247
4501_5,275,4501,247
4502_1,275,4502,311
4502_2,275,4502,311
4502_3,275,4502,311
4502_4,275,4502,311
4502_5,275,4502,311
4503_1,283,4503,265
4503_2,283,4503,265
4503_3,283,4503,265
4503_4,283,4503,265
4503_5,283,4503,265
4503_6,283,4503,265
4503_7,283,4503,265
4503_8,283,4503,265
4503_9,283,4503,265
4503_10,283,4503,265
4503_11,283,4503,265
4503_12,283,4503,265
4503_14,283,4503,265
4503_15,283,4503,265
4503_16,283,4503,265
4503_17,283,4503,265
4503_18,283,4503,265
4503_19,283,4503,265
4503_20,283,4503,265
4504_1,282,4504,248
4504_2,282,4504,248
4504_3,282,4504,248
4504_4,282,4504,248
4504_5,282,4504,248
4504_6,282,4504,248
4504_7,282,4504,248
4504_8,282,4504,248
4504_9,282,4504,248
4504_10,282,4504,248
4504_11,282,4504,248
4504_12,282,4504,248
4504_13,282,4504,248
4504_14,282,4504,248
4504_15,282,4504,248
4504_16,282,4504,248
4504_17,282,4504,248
4504_18,282,4504,248
4504_19,282,4504,248
4504_20,282,4504,248
4505_1,285,4505,208
4505_2,285,4505,208
4505_3,285,4505,208
4505_4,285,4505,208
4505_5,285,4505,208
4505_6,285,4505,208
4505_7,285,4505,208
4505_8,285,4505,208
4505_9,285,4505,208
4505_10,285,4505,208
4505_12,285,4505,208
4505_13,285,4505,208
4505_14,285,4505,208
4505_15,285,4505,208
4505_16,285,4505,208
4505_18,285,4505,208
4505_19,285,4505,208
4505_20,285,4505,208
4506_1,285,4506,631
4506_2,285,4506,631
4506_3,285,4506,631
4506_5,285,4506,631
4506_6,285,4506,631
4506_7,285,4506,631
4506_8,285,4506,631
4506_9,285,4506,631
4506_11,285,4506,631
4506_12,285,4506,631
4506_13,285,4506,631
4506_14,285,4506,631
4506_15,285,4506,631
4506_16,285,4506,631
4506_17,285,4506,631
4506_20,285,4506,631
4507_1,282,4507,285
4507_2,282,4507,285
4507_3,282,4507,285
4507_4,282,4507,285
4507_5,282,4507,285
4507_6,282,4507,285
4507_7,282,4507,285
4507_8,282,4507,285
4507_9,282,4507,285
4507_10,282,4507,285
4507_11,282,4507,285
4507_12,282,4507,285
4507_13,282,4507,285
4507_15,282,4507,285
4507_16,282,4507,285
4507_17,282,4507,285
4507_18,282,4507,285
4507_19,282,4507,285
4507_20,282,4507,285
4508_1,276,4508,231
4508_2,276,4508,231
4508_3,276,4508,231
4508_4,276,4508,231
4508_5,276,4508,231
4509_1,283,4509,672
4509_3,283,4509,672
4509_4,283,4509,672
4509_5,283,4509,672
4509_6,283,4509,672
4509_7,283,4509,672
4509_8,283,4509,672
4509_9,283,4509,672
4509_10,283,4509,672
4509_11,283,4509,672
4509_13,283,4509,672
4509_14,283,4509,672
4509_15,283,4509,672
4509_16,283,4509,672
4509_17,283,4509,672
4509_18,283,4509,672
4509_19,283,4509,672
4509_20,283,4509,672
4510_1,283,4510,156
4510_2,283,4510,156
4510_3,283,4510,156
4510_4,283,4510,156
4510_5,283,4510,156
4510_6,283,4510,156
4510_7,283,4510,156
4510_8,283,4510,156
4510_9,283,4510,156
4510_10,283,4510,156
4510_11,283,4510,156
4510_12,283,4510,156
4510_13,283,4510,156
4510_14,283,4510,156
4510_15,283,4510,156
4510_16,283,4510,156
4510_17,283,4510,156
4510_18,283,4510,156
4510_19,283,4510,156
4510_20,283,4510,156
4511_1,275,4511,348
4511_2,275,4511,348
4511_3,275,4511,348
4511_4,275,4511,348
4511_5,275,4511,348
4512_1,283,4512,253
4512_2,283,4512,253
4512_3,283,4512,253
4512_4,283,4512,253
4512_5,283,4512,253
4512_6,283,4512,253
4512_8,283,4512,253
4512_9,283,4512,253
4512_10,283,4512,253
4512_11,283,4512,253
4512_12,283,4512,253
4512_13,283,4512,253
4512_14,283,4512,253
4512_15,283,4512,253
4512_16,283,4512,253
4512_17,283,4512,253
4512_18,283,4512,253
4512_19,283,4512,253
4512_20,283,4512,253
4513_1,283,4513,303
4513_2,283,4513,303
4513_3,283,4513,303
4513_4,283,4513,303
4513_5,283,4513,303
4513_8,283,4513,303
4513_9,283,4513,303
4513_10,283,4513,303
4513_11,283,4513,303
4513_12,283,4513,303
4513_13,283,4513,303
4513_14,283,4513,303
4513_15,283,4513,303
4513_17,283,4513,303
4513_18,283,4513,303
4513_19,283,4513,303
4513_20,283,4513,303
4514_1,283,4514,236
4514_2,283,4514,236
4514_3,283,4514,236
4514_4,283,4514,236
4514_7,283,4514,236
4514_8,283,4514,236
4514_10,283,4514,236
4514_11,283,4514,236
4514_12,283,4514,236
4514_13,283,4514,236
4514_14,283,4514,236
4514_15,283,4514,236
4514_16,283,4514,236
4514_17,283,4514,236
4514_19,283,4514,236
4515_2,275,4515,350
4515_3,275,4515,350
4515_4,275,4515,350
4515_5,275,4515,350
4516_1,275,4516,197
4516_3,275,4516,197
4516_4,275,4516,197
4516_5,275,4516,197
4517_1,275,4517,410
4517_2,275,4517,410
4517_4,275,4517,410
4517_5,275,4517,410
4518_1,280,4518,314
4518_2,280,4518,314
4518_3,280,4518,314
4518_4,280,4518,314
4518_5,280,4518,314
4519_1,283,4519,260
4519_4,283,4519,260
4519_5,283,4519,260
4519_6,283,4519,260
4519_7,283,4519,260
4519_8,283,4519,260
4519_9,283,4519,260
4519_10,283,4519,260
4519_11,283,4519,260
4519_12,283,4519,260
4519_13,283,4519,260
4519_14,283,4519,260
4519_16,283,4519,260
4519_17,283,4519,260
4519_18,283,4519,260
4519_20,283,4519,260
4520_1,283,4520,269
4520_2,283,4520,269
4520_3,283,4520,269
4520_4,283,4520,269
4520_5,283,4520,269
4520_6,283,4520,269
4520_7,283,4520,269
4520_8,283,4520,269
4520_9,283,4520,269
4520_11,283,4520,269
4520_12,283,4520,269
4520_13,283,4520,269
4520_14,283,4520,269
4520_15,283,4520,269
4520_16,283,4520,269
4520_17,283,4520,269
4520_18,283,4520,269
4520_19,283,4520,269
4520_20,283,4520,269
4521_2,278,4521,415
4521_3,278,4521,415
4521_4,278,4521,415
4521_5,278,4521,415
4522_4,270,4522,202
4522_5,270,4522,202
4523_1,270,4523,399
4523_2,270,4523,399
4523_3,270,4523,399
4523_4,270,4523,399
4523_5,270,4523,399
4524_1,269,4524,221
4524_3,269,4524,221
4524_4,269,4524,221
4525_1,269,4525,375
4525_2,269,4525,375
4525_4,269,4525,375
4525_5,269,4525,375
4526_1,271,4526,528
4526_2,271,4526,528
4526_3,271,4526,528
4526_4,271,4526,528
4526_5,271,4526,528
4527_1,287,4527,163
4527_2,287,4527,163
4527_3,287,4527,163
4527_4,287,4527,163
4527_5,287,4527,163
4527_6,287,4527,163
4527_7,287,4527,163
4527_8,287,4527,163
4527_9,287,4527,163
4527_10,287,4527,163
4527_11,287,4527,163
4527_12,287,4527,163
4527_13,287,4527,163
4527_15,287,4527,163
4527_16,287,4527,163
4527_17,287,4527,163
4527_18,287,4527,163
4527_20,287,4527,163
4528_1,287,4528,831
4528_2,287,4528,831
4528_3,287,4528,831
4528_4,287,4528,831
4528_5,287,4528,831
4528_6,287,4528,831
4528_7,287,4528,831
4528_8,287,4528,831
4528_9,287,4528,831
4528_10,287,4528,831
4528_11,287,4528,831
4528_12,287,4528,831
4528_14,287,4528,831
4528_15,287,4528,831
4528_16,287,4528,831
4528_17,287,4528,831
4528_18,287,4528,831
4528_19,287,4528,831
4528_20,287,4528,831
4529_1,287,4529,467
4529_2,287,4529,467
4529_3,287,4529,467
4529_4,287,4529,467
4529_6,287,4529,467
4529_7,287,4529,467
4529_8,287,4529,467
4529_9,287,4529,467
4529_10,287,4529,467
4529_11,287,4529,467
4529_13,287,4529,467
4529_14,287,4529,467
4529_16,287,4529,467
4529_18,287,4529,467
4529_19,287,4529,467
4529_20,287,4529,467
4530_1,286,4530,230
4530_2,286,4530,230
4530_3,286,4530,230
4530_4,286,4530,230
4530_5,286,4530,230
4530_6,286,4530,230
4530_7,286,4530,230
4530_8,286,4530,230
4530_9,286,4530,230
4530_10,286,4530,230
4530_11,286,4530,230
4530_12,286,4530,230
4530_14,286,4530,230
4530_15,286,4530,230
4530_16,286,4530,230
4530_17,286,4530,230
4530_18,286,4530,230
4530_19,286,4530,230
4530_20,286,4530,230
4531_1,287,4531,571
4531_4,287,4531,571
4531_5,287,4531,571
4531_6,287,4531,571
4531_7,287,4531,571
4531_8,287,4531,571
4531_9,287,4531,571
4531_11,287,4531,571
4531_13,287,4531,571
4531_14,287,4531,571
4531_15,287,4531,571
4531_16,287,4531,571
4531_17,287,4531,571
4531_18,287,4531,571
4531_20,287,4531,571
4532_2,287,4532,951
4532_3,287,4532,951
4532_5,287,4532,951
4532_6,287,4532,951
4532_7,287,4532,951
4532_8,287,4532,951
4532_9,287,4532,951
4532_10,287,4532,951
4532_11,287,4532,951
4532_13,287,4532,951
4532_14,287,4532,951
4532_15,287,4532,951
4532_16,287,4532,951
4532_17,287,4532,951
4532_18,287,4532,951
4532_19,287,4532,951
4533_1,287,4533,668
4533_2,287,4533,668
4533_4,287,4533,668
4533_5,287,4533,668
4533_6,287,4533,668
4533_7,287,4533,668
4533_8,287,4533,668
4533_10,287,4533,668
4533_11,287,4533,668
4533_12,287,4533,668
4533_14,287,4533,668
4533_15,287,4533,668
4533_16,287,4533,668
4533_17,287,4533,668
4533_18,287,4533,668
4533_19,287,4533,668
4533_20,287,4533,668
4534_1,286,4534,488
4534_2,286,4534,488
4534_3,286,4534,488
4534_4,286,4534,488
4534_5,286,4534,488
4534_6,286,4534,488
4534_7,286,4534,488
4534_8,286,4534,488
4534_10,286,4534,488
4534_11,286,4534,488
4534_12,286,4534,488
4534_14,286,4534,488
4534_15,286,4534,488
4534_17,286,4534,488
4534_18,286,4534,488
4534_20,286,4534,488
4535_1,286,4535,187
4535_2,286,4535,187
4535_3,286,4535,187
4535_4,286,4535,187
4535_5,286,4535,187
4535_6,286,4535,187
4535_7,286,4535,187
4535_8,286,4535,187
4535_9,286,4535,187
4535_11,286,4535,187
4535_12,286,4535,187
4535_13,286,4535,187
4535_14,286,4535,187
4535_15,286,4535,187
4535_16,286,4535,187
4535_17,286,4535,187
4535_18,286,4535,187
4535_19,286,4535,187
4535_20,286,4535,187
4536_1,286,4536,397
4536_2,286,4536,397
4536_3,286,4536,397
4536_4,286,4536,397
4536_5,286,4536,397
4536_6,286,4536,397
4536_7,286,4536,397
4536_8,286,4536,397
4536_9,286,4536,397
4536_10,286,4536,397
4536_11,286,4536,397
4536_12,286,4536,397
4536_13,286,4536,397
4536_14,286,4536,397
4536_15,286,4536,397
4536_16,286,4536,397
4536_17,286,4536,397
4536_18,286,4536,397
4536_19,286,4536,397
4536_20,286,4536,397
4537_1,287,4537,223
4537_2,287,4537,223
4537_3,287,4537,223
4537_4,287,4537,223
4537_5,287,4537,223
4537_6,287,4537,223
4537_8,287,4537,223
4537_9,287,4537,223
4537_10,287,4537,223
4537_11,287,4537,223
4537_12,287,4537,223
4537_13,287,4537,223
4537_14,287,4537,223
4537_15,287,4537,223
4537_16,287,4537,223
4537_17,287,4537,223
4537_18,287,4537,223
4537_19,287,4537,223
4537_20,287,4537,223
4538_1,286,4538,602
4538_2,286,4538,602
4538_3,286,4538,602
4538_4,286,4538,602
4538_5,286,4538,602
4538_6,286,4538,602
4538_7,286,4538,602
4538_8,286,4538,602
4538_9,286,4538,602
4538_11,286,4538,602
4538_12,286,4538,602
4538_13,286,4538,602
4538_14,286,4538,602
4538_16,286,4538,602
4538_17,286,4538,602
4538_18,286,4538,602
4538_19,286,4538,602
4539_1,286,4539,293
4539_3,286,4539,293
4539_4,286,4539,293
4539_5,286,4539,293
4539_6,286,4539,293
4539_8,286,4539,293
4539_9,286,4539,293
4539_10,286,4539,293
4539_11,286,4539,293
4539_12,286,4539,293
4539_13,286,4539,293
4539_14,286,4539,293
4539_15,286,4539,293
4539_16,286,4539,293
4539_18,286,4539,293
4539_20,286,4539,293
4540_1,287,4540,463
4540_2,287,4540,463
4540_3,287,4540,463
4540_4,287,4540,463
4540_5,287,4540,463
4540_6,287,4540,463
4540_7,287,4540,463
4540_8,287,4540,463
4540_9,287,4540,463
4540_10,287,4540,463
4540_11,287,4540,463
4540_13,287,4540,463
4540_14,287,4540,463
4540_15,287,4540,463
4540_16,287,4540,463
4540_17,287,4540,463
4540_18,287,4540,463
4540_19,287,4540,463
4540_20,287,4540,463
4541_1,286,4541,168
4541_2,286,4541,168
4541_3,286,4541,168
4541_4,286,4541,168
4541_5,286,4541,168
4541_6,286,4541,168
4541_7,286,4541,168
4541_8,286,4541,168
4541_9,286,4541,168
4541_10,286,4541,168
4541_11,286,4541,168
4541_12,286,4541,168
4541_13,286,4541,168
4541_14,286,4541,168
4541_15,286,4541,168
4541_16,286,4541,168
4541_17,286,4541,168
4541_18,286,4541,168
4541_19,286,4541,168
4541_20,286,4541,168
4542_1,279,4542,121
4542_2,279,4542,121
4542_3,279,4542,121
4542_4,279,4542,121
4542_5,279,4542,121
4542_8,279,4542,121
4542_9,279,4542,121
4542_10,279,4542,121
4543_2,270,4543,584
4543_4,270,4543,584
4543_5,270,4543,584
4543_6,270,4543,584
4543_7,270,4543,584
4543_9,270,4543,584
4543_10,270,4543,584
4544_1,270,4544,106
4544_2,270,4544,106
4544_4,270,4544,106
4544_5,270,4544,106
4545_2,270,4545,254
4545_4,270,4545,254
4545_5,270,4545,254
4545_6,270,4545,254
4545_8,270,4545,254
4545_9,270,4545,254
4546_2,270,4546,209
4546_3,270,4546,209
4546_9,270,4546,209
4546_10,270,4546,209
4547_1,270,4547,266
4547_2,270,4547,266
4547_3,270,4547,266
4547_4,270,4547,266
4547_6,270,4547,266
4547_8,270,4547,266
4547_10,270,4547,266
4548_2,270,4548,124
4548_3,270,4548,124
4548_4,270,4548,124
4549_1,270,4549,120
4549_2,270,4549,120
4549_3,270,4549,120
4549_5,270,4549,120
4550_1,270,4550,234
4550_2,270,4550,234
4550_3,270,4550,234
4550_6,270,4550,234
4550_7,270,4550,234
4550_8,270,4550,234
4550_9,270,4550,234
4550_10,270,4550,234
4551_2,270,4551,145
4551_4,270,4551,145
4551_7,270,4551,145
4551_8,270,4551,145
4552_1,270,4552,210
4552_2,270,4552,210
4552_3,270,4552,210
4552_4,270,4552,210
4552_6,270,4552,210
4552_7,270,4552,210
4552_8,270,4552,210
4553_2,289,4553,181
4553_3,289,4553,181
4553_4,289,4553,181
4553_5,289,4553,181
4554_1,288,4554,189
4554_2,288,4554,189
4554_3,288,4554,189
4554_4,288,4554,189
4554_5,288,4554,189
4555_1,289,4555,171
4555_2,289,4555,171
4555_4,289,4555,171
4555_5,289,4555,171
4556_1,289,4556,161
4556_2,289,4556,161
4556_3,289,4556,161
4556_4,289,4556,161
4556_5,289,4556,161
4557_1,289,4557,167
4557_2,289,4557,167
4557_3,289,4557,167
4557_4,289,4557,167
4557_5,289,4557,167
4558_1,289,4558,183
4558_2,289,4558,183
4558_3,289,4558,183
4558_4,289,4558,183
4558_5,289,4558,183
4559_1,288,4559,155
4559_2,288,4559,155
4559_3,288,4559,155
4559_4,288,4559,155
4559_5,288,4559,155
4560_1,289,4560,162
4560_2,289,4560,162
4560_3,289,4560,162
4560_4,289,4560,162
4560_5,289,4560,162
4561_1,288,4561,185
4561_2,288,4561,185
4561_3,288,4561,185
4561_4,288,4561,185
4561_5,288,4561,185
4562_1,289,4562,165
4562_2,289,4562,165
4562_3,289,4562,165
4562_4,289,4562,165
4562_5,289,4562,165
4563_1,289,4563,178
4563_2,289,4563,178
4563_3,289,4563,178
4563_4,289,4563,178
4563_5,289,4563,178
4564_1,289,4564,149
4564_2,289,4564,149
4564_3,289,4564,149
4564_5,289,4564,149
4565_1,289,4565,138
4565_2,289,4565,138
4565_3,289,4565,138
4565_4,289,4565,138
4565_5,289,4565,138
4566_1,289,4566,153
4566_2,289,4566,153
4566_3,289,4566,153
4566_4,289,4566,153
4566_5,289,4566,153
4567_1,289,4567,162
4567_2,289,4567,162
4567_3,289,4567,162
4567_4,289,4567,162
4567_5,289,4567,162
4568_2,289,4568,140
4568_3,289,4568,140
4568_4,289,4568,140
4568_5,289,4568,140
4569_1,289,4569,149
4569_2,289,4569,149
4569_3,289,4569,149
4569_4,289,4569,149
4569_5,289,4569,149
4570_2,289,4570,162
4570_3,289,4570,162
4570_4,289,4570,162
4571_1,289,4571,134
4571_2,289,4571,134
4571_3,289,4571,134
4571_5,289,4571,134
4572_1,289,4572,179
4572_2,289,4572,179
4572_3,289,4572,179
4572_4,289,4572,179
4572_5,289,4572,179
4573_1,288,4573,186
4573_2,288,4573,186
4573_3,288,4573,186
4573_4,288,4573,186
4573_5,288,4573,186
4574_1,289,4574,209
4574_2,289,4574,209
4574_3,289,4574,209
4574_5,289,4574,209
4575_1,288,4575,224
4575_2,288,4575,224
4575_3,288,4575,224
4575_4,288,4575,224
4575_5,288,4575,224
4576_1,289,4576,182
4576_2,289,4576,182
4576_3,289,4576,182
4576_5,289,4576,182
4577_1,288,4577,193
4577_2,288,4577,193
4577_3,288,4577,193
4577_4,288,4577,193
4577_5,288,4577,193
4578_1,288,4578,226
4578_2,288,4578,226
4578_3,288,4578,226
4578_4,288,4578,226
4578_5,288,4578,226
4579_1,288,4579,166
4579_2,288,4579,166
4579_3,288,4579,166
4579_4,288,4579,166
4579_5,288,4579,166
4580_1,290,4580,182
4580_2,290,4580,182
4580_3,290,4580,182
4580_5,290,4580,182
4581_1,289,4581,194
4581_2,289,4581,194
4581_3,289,4581,194
4581_4,289,4581,194
4581_5,289,4581,194
4582_1,289,4582,187
4582_2,289,4582,187
4582_3,289,4582,187
4582_4,289,4582,187
4582_5,289,4582,187
4583_1,290,4583,195
4583_2,290,4583,195
4583_3,290,4583,195
4583_4,290,4583,195
4583_5,290,4583,195
4584_1,288,4584,198
4584_2,288,4584,198
4584_4,288,4584,198
4584_5,288,4584,198
